molecula|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
4_a4|0|1|7.535296702|1|1|1.343865392|2|0.036775068|-0.0214610589999999|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.078747188|-0.157959343|2|0.77276149|-0.168712277|-0.063012715|1|0.933276024|-0.049768752|-0.06873731|-25.64211031|4.4155367960000005|-0.0255766729999999|-18.24679326|42.42341622|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|480.8472306|-566.6429946000001|1883.42405|-6.78950447|8.855289118|0.66251148|4878.070704|-291.9486922|16.60255217|-302.661743|462.1867149|1.0|0.0|1.0|1.0|0.0|3.09|21.0|-7.57|2.66|1.0|100.08|1.0|-4.12|25.0|326.39|0.0|1.0|3.64|-4.57|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|5.382000000000001|3.24|-1029.960398|-1029.93716|566.84|960.45|307.95|230.37|394.06|0.55032|0.6010800000000001|67.0|2.6814|-1029.813844|3.1195|7.1079
4_a27|0|2|6.823286122000001|0|0|1.4008954130000002|2|0.0456410259999999|-0.273119343|-0.278154179|0.00991794|0.13397347|10.93736915|-0.01660383|1|1|0.010329671|-0.341622797|-0.480852615|2|0.7853766809999999|-0.07759915|-0.024800302|1|0.852604338|-0.057748369|-0.078787867|-29.89961815|10.43112657|-0.0281385239999999|-21.12083948|58.27512057|-15.48073439|51.33640873|-14.56891559|40.33074472|0.444169714|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|10.82331334|0.799110312|4988.6278600000005|-316.8125922|21.34684457|-188.9664429|424.8821143|0.0|1.0|0.0|1.0|0.0|3.08|21.0|-6.22|2.66|0.0|97.55|1.0|-3.57|25.0|331.37|0.0|1.0|2.8|-3.99|0.000102|0.0339|2.55|0.0|0.0|6.04e-07|0.0002|5.5485|4.63|-1083.138303|-1083.119531|555.75|946.77|300.29|223.46|445.65|0.36899|0.6089899999999999|0.1741|2.7371|-1083.01571|3.9202|8.3979
18d_a30|0|0|7.412764017000001|2|2|0.6049874|2|0.040899471|-0.071608958|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|1|1|0.002064369|-0.120380857|-0.4624430539999999|1|0.815003426|-0.001699165|-0.149451598|0|0.803280262|-0.07812727|-0.103191184|-49.44608411|11.29282624|-0.037906966|-41.33339749|0.0|-31.29400567|75.80070349|-23.99099587|60.73891035|0.443774287|508.389239|-1175.558798|2894.162522|-15.18369704|12.69833771|0.797831306|6367.958933|-744.0011548|30.62871675|-358.5765637|618.6004214|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.9|3.2|2.0|127.24|1.0|-5.39|30.0|416.47|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|5.0125|4.07|-1675.020297|-1674.987709|669.66|1129.46|357.49|247.35|508.7|0.4325|0.69017|0.3788|5.0115|-1674.8453470000002|6.2946|7.6737
1h_a5|0|0|6.605297921|0|0|1.427564094|2|0.026339869|-0.02598568|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|1|0.007357977|0.0578378779999999|-0.20140246|2|0.780175595|0.070628165|-0.082079343|0|0.8806402259999999|-0.067599619|-0.069496749|-35.25675213|4.588992214|-0.027798699|-18.90429957|0.484419999|-18.38824808|44.51475742|-14.49848188|39.84574434|0.489507204|459.3001331|-579.9392753|819.6979313999999|-7.561719827|13.14687756|0.958891501|4334.547353|-302.4687931|19.45961351|-255.618083|409.0289917|1.0|0.0|1.0|1.0|1.0|2.07|23.0|-8.41|2.13|0.0|95.45|1.0|-4.25|24.0|312.37|0.0|1.0|3.43|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|4652.0|3.17|-990.6346565|-990.6032645|556.57|934.7|284.03|266.52|430.83|0.4112699999999999|0.57155|0.1754|2.2396|-990.523098|3.3752|7.5528
12g_a36|0|0|7.412764017000001|2|2|1.2678464|2|0.03912037|0.078990142|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|1|0.005035022|-0.163978382|-0.44093902|1|0.8026482070000001|-0.19532883|-0.088251318|0|0.854238488|-0.069292341|-0.097067302|-47.63457647|12.19441007|-0.034549379|-45.87193951|5.097410387|-32.74608471|77.14470618|-23.75074918|59.82898654|0.473274545|587.240781|-1401.294202|2476.712654|-16.3273005|13.83075477|0.898522257|6223.658545|-963.3107298|30.45962398|-384.6182564|799.5563855|0.0|1.0|1.0|1.0|2.0|0.0|17.0|-7.38|2.66|2.0|138.33|1.0|-4.95|32.0|423.51|0.0|1.0|2.66|-4.86|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|5.2092|4.21|-1350.887005|-1350.861445|724.32|1241.66|333.83|238.01|657.02|0.38165|0.70097|45.0|5.912000000000001|-1350.633209|7.8537|7.8539
9o_a24|0|0|6.605297921|1|1|1.294229152|3|0.028472222|-0.087807028|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|1|1|0.002019902|0.00294424|-0.38043264|2|0.785672769|-0.0062180169999999|-0.000453155|0|0.770273808|-0.088586421|-0.08834189|-51.29122728|10.7072496|-0.032911684|-29.61546471|44.8382925|-29.69744072|66.24061038|-19.05574986|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|-11.03321234|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|-194.5965258|663.2688909|0.0|1.0|1.0|1.0|2.0|2.84|23.0|-7.91|1.23|1.0|120.73|1.0|-4.49|32.0|421.45|0.0|0.0|3.01|-4.4|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|5.23e-06|5.8802|4.41|-1388.147972|-1388.094657|611.03|1126.94|290.75|210.85|432.84|0.41688|0.65292|0.0288|4.3816|-1387.945865|5.9089|6.3507
12p_a30|0|0|7.412764017000001|2|2|0.604984421|2|0.040899471|-0.062956958|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|1|0.005965451|-0.09353607|-0.456474815|1|0.7867133140000001|-0.051402518|-0.2210072669999999|0|0.843381594|-0.074356395|-0.094870978|-47.54197452|9.659715461|-0.0364888379999999|-38.78387161|0.0|-30.39737673|68.98315679|-23.33022469|57.20168999|0.469983155|539.2411292|-1213.171684|2326.5244390000003|-14.91687369|13.94763694|0.886732486|6166.812731|-775.6774321|28.4530386|-409.146112|686.039456|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-7.01|3.04|2.0|132.24|1.0|-5.66|30.0|412.51|0.0|1.0|2.91|-5.15|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|5.1922|4.14|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|238.79|526.91|0.33929|0.68561|0.1527|4.0456|-1614.890598|4.6103|7.7721
14ac_a23|1|2|7.423568444|0|0|1.1979507740000002|2|0.048351548|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|-0.287952039|-0.562985112|2|0.7797862459999999|0.1374474|0.054652466|1|0.931143634|-0.0883661019999999|-0.097100967|-66.72452104|12.70997824|-0.043970249|-55.36344264|0.327656318|-50.3831402|87.75911516|-33.20157553|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|15.90074614|0.95751094|9203.543798|-1328.722623|41.10214358|-464.8074813999999|718.3324686000001|0.0|1.0|1.0|1.0|1.0|3.34|26.0|-9.03|4.6|2.0|130.29|1.0|-7.31|38.0|547.48|1.0|0.0|5.43|-6.65|2.24e-07|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|4.0014|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|309.85|627.76|0.6408|0.69962|0.2391|6.3004|-2303.819891|8.6341|8.3851
47c_a18|0|0|7.03438793|1|1|1.251176227|0|0.032688172|0.047739847|-0.537230966|0.0007979619999999|-0.058748345|10.94702285|0.028947131|0|0|0.002674691|-0.320309303|-0.455055055|0|0.758269842|-0.027873485|0.050944273|0|0.8128616409999999|-0.0715759629999999|-0.094000037|-57.54296759|12.75381432|-0.0321917939999999|-60.75445536|103.416376|-46.26124419|88.76073429|-25.88035487|70.29678191|0.489290189|653.4941186000001|-1889.265906|2027.892739|-20.80632033|18.73268473|0.958059115|7527.530240999999|-1518.861384|34.55329606|-400.3604527|1167.054827|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-9.18|2.41|3.0|154.77|1.0|-5.73|38.0|513.63|0.0|0.0|2.42|-5.09|8.12e-06|0.00417|3.98|1.0|1.0|6.67e-10|3.42e-07|3.1096|7.72|-1664.753129|-1664.721977|850.89|1505.09|398.71|398.71|790.07|0.6983199999999999|0.6983199999999999|0.5869|3.3075|-1664.277127|3.8573|8.5229
12a_a5|0|0|7.139660336|1|1|1.338814635|2|0.023108466|-0.0036987359999999|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|1|0.008649556|-0.093973419|-0.175245466|2|0.779533861|0.1121034509999999|-0.063558439|0|0.894590896|-0.058605038|-0.067680123|-36.01436435|5.032443973|-0.026030816|-25.55893402|0.0|-22.13179066|50.40529807|-15.99663329|41.04680832|0.457755771|549.7500455|-831.8249311000001|899.5599904|-9.830359239|16.12184989|0.844187448|5294.775577|-511.1786804|21.42066499|-303.31208710000004|650.3600841|1.0|1.0|1.0|1.0|1.0|2.96|23.0|-8.83|2.17|1.0|119.38|1.0|-4.27|29.0|381.47|0.0|0.0|3.58|-4.59|2.56e-05|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.6865|2.91|-1202.02622|-1201.990542|667.31|1140.24|297.97|264.55|508.81|0.50831|0.67169|0.0296|2.5642|-1201.8082029999998|3.9457|7.7212
12b_a50|1|2|7.927685046000001|1|1|1.397986833|1|0.034845679|-0.08032584|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.291865836|-0.246831987|1|0.804535572|0.009081884|-0.189976035|1|0.925916085|-0.045602469|-0.066155918|-22.92589265|10.80329197|-0.0237482779999999|-16.72031641|86.49656508|-11.52561607|47.12729492|-11.93905701|33.72918462|0.430791247|465.4891075000001|-465.6232233|1446.231761|-6.002164865|10.05480253|0.756824707|4672.843578|-234.0844297|20.82911679|-73.59089223|388.171611|1.0|0.0|1.0|1.0|0.0|2.45|20.0|-5.49|2.02|0.0|94.69|2.0|-3.16|24.0|313.36|0.0|1.0|2.59|-3.84|0.000144|45.0|2.5|0.0|0.0|3.22e-06|0.00101|4.7089|2.47|-1006.664619|-1006.641541|539.15|909.8|315.44|263.3|401.64|0.6016199999999999|0.6581|0.0777|4.0567|-1006.550688|5.6617|5.3242
14_a1|0|0|7.423568444|1|1|1.430935835|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|-0.083341531|0|0.593170871|-0.12658238|-0.122581374|-74.96297518|19.5711254|-0.046308519|-42.99041175|104.2594419|-44.39360096|87.02320758|-27.42423067|94.53410059|0.47517581|351.2799603|-1234.09038|1876.042189|-16.24082222|14.21658628|0.905399978|5748.712211|-730.8369997000001|36.40268318|-300.0800645|513.4628663999999|1.0|1.0|1.0|1.0|2.0|2.35|23.0|-7.69|1.54|1.0|106.85|1.0|-4.52|29.0|384.39|0.0|1.0|2.85|-4.25|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|3.8344|4.57|-1292.588129|-1292.55322|621.08|1049.56|375.01|323.35|464.08|0.6572600000000001|0.69894|0.3497|4.1207|-1292.415211|5.3099|7.0269
17e_a50|1|2|7.934155233999999|2|2|1.320916122|2|0.031870748|-0.011278897|-0.141076059|0.012036705|-0.086639125|10.94500663|-0.114420412|2|2|0.012372059|-0.310566368|-0.229030473|1|0.7409645029999999|-0.1710526319999999|-0.202197068|1|0.930108205|-0.046347299|-0.073011385|-32.24487658|8.950665784|-0.02665495|-35.33972521|86.98647608|-22.43349867|57.93079973|-18.5444588|41.19554236|0.489797496|647.0975667|-1168.300905|1981.934841|-12.90180444|16.70124474|0.960006062|6301.28046|-812.8136797000001|23.07468625|-422.5418889|904.3172644|1.0|1.0|1.0|1.0|0.0|4.23|20.0|-7.33|2.91|2.0|138.0|1.0|-4.87|33.0|438.57|0.0|0.0|4.03|-5.18|6.58e-06|0.00288|4.08|0.0|0.0|4.63e-08|2.03e-05|4.2373|3.8|-1375.295877|-1375.268259|757.34|1312.91|307.67|292.6|602.89|0.6322800000000001|0.66478|0.1785|6.7175|-1374.992422|8.8326|6.8097
3f_a32|1|0|7.773594467000001|0|0|0.6094207770000001|0|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.133675401|-0.5487283829999999|0|0.820782305|-0.110248899|-0.1743238839999999|1|0.874026684|-0.073433055|-0.097374443|-41.40131823|6.707989266|-0.030139709|-30.95210106|0.0|-23.34192893|61.47296003|-16.99267001|48.1093075|0.435176082|492.7734095|-713.6921402|2130.756016|-9.580412233|10.89495051|0.770463268|4993.667711|-402.3773138|21.53155987|-326.0981041|475.3634141|1.0|1.0|1.0|1.0|1.0|3.31|19.0|-7.31|2.18|2.0|102.66|1.0|-6.89|24.0|354.49|0.0|1.0|4.63|-5.4|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|1.73e-05|3.5569|3.92|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|348.58|488.74|0.70255|0.70255|293.0|3.4678|-1711.9193289999998|5.7161|8.0458
3b_a49|0|1|7.535296702|1|1|1.343850026|2|0.034155556|-0.090939066|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|1|0.001356445|0.000850823|-0.405529602|2|0.794997634|0.021506499|0.006213385|1|0.749104358|-0.0883601469999999|-0.0846496|-54.04959517|8.304484449|-0.0276739079999999|-31.67356498|81.60358988|-33.06194987|64.91785551|-16.92803342|62.35407961|0.477583842|458.224537|-880.2577376|1796.6760370000002|-10.35481932|13.85181805|0.914182753|5934.158315|-538.4506046|25.77091035|-191.9087104|641.1445234|1.0|1.0|1.0|1.0|2.0|2.43|21.0|-7.58|1.25|1.0|116.94|1.0|-3.53|30.0|398.46|0.0|1.0|2.38|-3.59|0.000256|102.0|1.84|0.0|0.0|2.64e-08|1.05e-05|4.6669|3.4|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|265.67|480.08|0.5798|0.6632|0.0759|3.0055|-1293.106236|3.1637|7.6021
4r_a46|0|1|7.832410927000001|1|1|1.13129629|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.086905208|-0.246070691|2|0.810646641|-0.077483502|-0.070397185|0|0.8478197820000001|-0.079297367|-0.081339886|-42.06465252|6.071841742999999|-0.0259595379999999|-22.88867429|0.0|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|449.7405899|-647.2221302999999|1451.6122289999998|-7.304896049|10.69131411|0.839885604|4775.760774|-343.3301143|19.26963463|-227.7097083|496.0386301|1.0|0.0|1.0|1.0|1.0|2.89|17.0|-6.25|1.52|0.0|97.9|1.0|-3.09|25.0|334.41|0.0|0.0|2.7|-3.55|0.000279|0.0933|2.12|0.0|0.0|5.64e-07|0.000188|4.5209|2.3|-1069.447946|-1069.419677|571.75|986.04|274.25|274.25|467.85|0.69085|0.69085|0.1404|2.6630000000000003|-1069.284137|3.5979|5.8499
11d_a31|0|0|7.765993078999999|1|1|0.610136352|0|0.0388738739999999|0.016799834|-0.848545873|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|2|-0.006496772|-0.153894316|-0.574318121|0|0.822077662|-0.057505249|-0.13169885|0|0.585212816|-0.134031221|-0.134048091|-82.05480081|21.07078977|-0.040797245|-50.24081482|91.25756269|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|358.2711594|-1148.911798|2039.207676|-15.29068277|15.21323794|0.929231204|5420.356537|-703.3714074|36.63453013|-222.5622569|505.4234462|1.0|1.0|1.0|1.0|2.0|2.83|16.0|-6.23|1.26|1.0|102.13|1.0|-5.48|27.0|385.44|0.0|1.0|3.34|-4.2|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|0.000225|3.8009|4.87|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|326.2|551.86|703.0|703.0|0.2642|3.1919|-1598.546288|4.6622|7.5229
17f_a50|1|2|7.934155233999999|1|1|1.349854916|1|0.03135101|-0.167275895|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.407467272|-0.204651539|1|0.7851209440000001|-0.132153434|-0.2257632789999999|1|0.911458734|-0.047333916|-0.074859564|-29.10566644|10.09339793|-0.026836447|-28.30463221|82.90209608|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|560.4567739|-874.5930167000001|1929.981543|-10.14694362|13.65716648|0.896702|5579.97966|-537.7880119|22.88344084|-271.9363523|652.6793116|1.0|1.0|1.0|1.0|0.0|2.97|20.0|-6.38|2.09|1.0|116.81|1.0|-3.58|29.0|384.48|0.0|1.0|2.92|-4.12|7.57e-05|0.0291|2.83|0.0|0.0|4.15e-07|0.00016|4.0664|2.5|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|304.9|564.52|0.6573899999999999|0.6573899999999999|0.1708|6.1931|-1219.02507|8.312999999999999|6.4001
8_a1 (SB-202620)|0|0|6.86171134|0|0|1.4323973840000002|1|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.042643966|-0.612004804|1|0.743088715|-0.042789124|0.063001656|0|0.648967503|-0.117682533|-0.105271458|-66.76765693|8.809217494|-0.041081545|-33.88588996|64.70432539|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|368.1943149|-955.6189441|1736.664204|-13.22376193|13.67402758|0.839824062|5170.286136|-542.1742393|30.104091200000003|-311.18185800000003|433.2550452|1.0|0.0|1.0|0.0|2.0|2.21|23.0|-8.02|2.78|2.0|99.61|1.0|-4.94|27.0|359.35|0.0|1.0|3.7|-4.7|1.98e-05|0.00713|3.6|0.0|0.0|9.53e-09|3.42e-06|3.4052|5.32|-1223.279021|-1223.117248|586.27|977.87|364.11|364.11|460.4|0.7026600000000001|0.7026600000000001|0.5339|3.4563|-1223.014114|5.5005|6.3979
1_a15|0|0|0.0|0|0|1.419940974|2|0.0381893|0.06459652|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|-0.270248221|-0.34192045|2|0.705825714|0.101406325|-0.001544849|0|0.875723465|-0.068077117|-0.1117462069999999|-44.01415991|16.94887506|-0.031142386|-46.71058649|63.14412039|-28.45664402|90.40184737|-20.13460632|60.96303497|0.437969049|566.1848585|-1228.210985|2855.495631|-13.01770443|11.7078005|0.77926144|7284.337537|-794.0799704|33.22939752|-136.9714493|851.7423982|1.0|1.0|1.0|1.0|1.0|4.18|24.0|-10.02|2.2|3.0|132.94|0.0|-6.55|34.0|457.52|1.0|0.0|4.68|-5.97|1.08e-06|0.000495|5.23|0.0|0.0|9.53e-11|4.36e-08|4.3834|4.68|-1510.136281|-1510.117336|697.35|1271.06|385.18|282.85|598.34|0.64662|0.70553|0.0061|1.2218|-1509.851127|2.3261|7.3565
34_a47|1|1|6.842683282|0|0|1.40499556|3|0.03522792|-0.094313757|-0.191253079|0.003530307|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.317014709|-0.2829549719999999|3|0.833786184|0.046668352|0.128336294|1|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|10.92238452|-0.029348287|-27.64315244|0.0|-19.00022922|62.66739933|-16.25230464|45.23285281|0.45489212|457.4477611|-698.8490993|918.6458674|-9.000096143|12.96364153|0.834499257|5105.274301|-387.0041342|24.85087647|-170.55473480000003|439.9906467|1.0|1.0|1.0|1.0|1.0|3.0|21.0|-7.47|1.75|0.0|99.09|1.0|-3.57|26.0|348.38|0.0|1.0|3.02|-3.9|0.000125|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|4.2077|2.41|-1162.4815230000002|-1162.450678|585.79|980.02|318.79|294.66|436.88|0.6602399999999999|0.69314|0.1718|4.4605|-1162.33788|6.2235|8.7
47i_a18|0|0|7.03438793|1|1|1.251177255|0|0.037484277|-0.037689885|-0.440488042|-0.000919158|0.073977454|10.94702091|-0.040514277|0|0|0.000427479|-0.162274487|-0.499939719|0|0.744472118|-0.064085904|-0.068524374|0|0.8030751740000001|-0.0780255879999999|-0.089609068|-54.34379065|6.787641686000001|-0.035256027|-43.46880696|82.81385171|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|559.3312455|-1497.876758|1333.332089|-17.10248143|18.67881257|0.951017454|6353.6617320000005|-1043.251367|28.52393145|-502.6804099|855.7438937000001|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-8.98|2.74|3.0|134.83|1.0|-5.18|33.0|440.54|0.0|1.0|2.5|-4.78|1.67e-05|0.00735|3.7|0.0|0.0|1.04e-09|4.6e-07|3.2321|7.37|-1416.260696|-1416.233978|744.95|1297.7|383.61|383.61|664.78|0.69175|0.69175|0.5085|2.7749|-1415.944522|3.5235|7.7212
8b_a31|0|0|7.765993078999999|1|1|0.610137861|0|0.041161616|-0.130371116|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|2|-0.006785954|-0.092604362|-0.510259793|0|0.843119174|-0.058494079|-0.1155280009999999|0|0.6076192260000001|-0.120703408|-0.132574249|-63.04219151|16.89414614|-0.040792077|-36.1645207|472.8995873|-32.92631065|82.21438954|-21.30529654|79.93633765|0.479278|317.3534883|-830.906565|1587.743824|-11.12754483|11.79588561|0.920410507|4696.728592|-433.9742484|30.28603362|-212.5400476|372.3224834|1.0|1.0|1.0|1.0|2.0|2.71|16.0|-5.73|0.61|0.0|88.64|2.0|-4.05|23.0|328.39|0.0|1.0|2.52|-3.4|0.000399|131.0|2.02|0.0|0.0|1.86e-06|0.00061|3.8582|1.77|-1386.852117|-1386.815519|566.18|927.61|321.36|321.36|439.96|0.70036|0.70036|0.2643|3.6945|-1386.734257|5.6001|5.6576
3j_a32|1|0|8.234564993|0|1|0.609420782|0|0.037373737|-0.029763115|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|3|0.001173363|-0.097980957|-0.528541012|0|0.824282683|-0.020129489|-0.084553991|1|0.865101945|-0.070289671|-0.095013178|-37.33051857|7.315176208|-0.030815085|-26.79963418|0.0|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|-8.691773249|10.69497519|0.812452828|4866.613493|-321.5956102|21.85672669|-264.245436|398.2788055|1.0|1.0|1.0|1.0|1.0|3.0|19.0|-6.69|1.94|1.0|95.74|1.0|-5.92|23.0|338.45|0.0|1.0|4.09|-4.8|1.58e-05|0.00533|3.89|0.0|0.0|2.03e-07|6.86e-05|3.4982|3.02|-1671.507439|-1671.479105|564.55|934.19|354.42|354.42|405.19|0.7028|0.7028|0.3005|3.6238|-1671.402462|5.9266|8.0969
11a_a50|1|2|7.927685046000001|1|1|1.397733996|1|0.038040936|-0.04339705|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|2|0.012037198|-0.277408878|-0.267331063|1|0.792574879|-0.158172459|-0.200986578|1|0.917127112|-0.048213112|-0.071180382|-25.48858279|9.774322692|-0.025421565|-19.89396594|67.28055926|-13.47492066|48.67321197|-13.43949068|35.26290548|0.463749257|484.8529701000001|-564.4586084|1550.320581|-7.104987834|11.123941699999998|0.864799282|4858.670497|-298.409489|20.53832944|-163.21096210000002|439.9973344|0.0|1.0|1.0|1.0|0.0|2.8|20.0|-5.87|2.25|0.0|99.65|2.0|-3.58|25.0|327.38|0.0|1.0|2.95|-4.16|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|4.0636|3.05|-1045.978598|-1045.954278|574.01|963.2|305.11|305.11|437.9|0.65485|0.65485|0.1761|5.4342|-1045.84627|7.5619|7.2291
47o_a18|0|0|7.03438793|1|1|1.251177005|0|0.037484277|-0.006238734|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0|0.000787517|-0.156998637|-0.490807196|0|0.7435044540000001|0.001673737|-0.066242713|0|0.806872998|-0.077288013|-0.088436375|-56.13142962|6.313168526|-0.034545459|-46.6464782|82.54478365|-40.76618466|70.23090572|-25.08909125|62.44459815|0.493146875|586.0020642999999|-1605.70184|1393.529823|-18.22128055|19.35260972|0.972958142|6462.6049570000005|-1166.161955|28.74706708|-541.4335917000001|931.8364349|1.0|0.0|1.0|1.0|3.0|0.0|18.0|-9.37|2.94|3.0|139.63|1.0|-5.66|34.0|454.56|0.0|1.0|2.76|-5.08|8.38e-06|0.00381|4.16|0.0|0.0|4.26e-10|1.93e-07|3.22|7.62|-1455.574672|-1455.547304|783.22|1352.29|385.04|385.04|706.49|0.69248|0.69248|0.5065|2.2316|-1455.231246|2.8284|7.3279
