molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
7b_a10|0.0|0|0.0|0|7.535296702|2|1.186434511|-0.170920618|-0.001621737|0.037541178|2|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|0.010068964|-0.051052176|-0.1874708719999999|2|0.764865564|-0.108464916|0.586354126|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|5.061217187|13.37827368|-0.027444463|2.6314862480000003|56.22969776|0.781045839|-1.152667458|43.9185573|35.77183831|2290.380138|480.6333417|-599.3081212000001|2150.375871|-7.419027879|0.218954161|8.771658176|0.8069307729999999|-311.5991709|18.26940272|459.0250226|6.46179973|0.0|0.0|0.25|16.0|-6.99|3.03|41.38|3.04|1.0|105.44|0.0|2.0|25.0|346.81|0.0|1.0|3.02|-5.28|0.00183|0.00182|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|3.44|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|205.85|400.65|0.4195399999999999|0.66228|-1450.075119|-0.1584799999999999|-0.21225|0.02946054|5.6147|4.7033
1_a3|0.0|0|0.0|0|6.823286122000001|1|0.6195934120000001|0.079857077|-0.006053652|-0.073036903|2|-0.004409693|2.194605012|-0.248199745|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|0.05038525|-0.486774367|2|0.7905285390000001|-0.126299711|0.943582278|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|3.693677623|289.8942564|-0.034105115|1.697600903|0.0|0.7920857179999999|-1.295994381|49.05980305|49.13501083|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|0.207914282|9.046658216|0.8151164259999999|-273.7513925|19.78900457|373.1494221|6.514493077999999|1.0|0.0|0.18|16.0|-5.77|1.85|77.1|1.52|0.0|91.52|0.0|2.0|22.0|306.38|0.0|0.0|1.5|-3.3|261.0|154.0|1.83|0.0|0.0|1.69e-06|0.000518|-53.0|2.08|3.8645|-1273.316428|-1273.290432|496.09|845.2|320.83|210.84|316.61|0.30619|0.68912|-1273.1763970000002|-0.1658599999999999|-0.21886|0.02599563|3.4319|6.1403
14ac_a23|0.0|1|-9.994971573|2|7.423568444|0|1.1979507740000002|0.0763230759999999|-0.011656739|-0.4422550999999999|2|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|-0.069765112|-0.562985112|2|0.7797862459999999|0.1374474|0.537271445|-0.0883661019999999|-0.097100967|0.300389872|-66.72452104|12.70997824|57.45545019|-0.043970249|9.597200637|0.327656318|0.8077820920000001|-2.330423202|87.75911516|79.43449928|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|15.90074614|0.95751094|-1328.722623|41.10214358|718.3324686000001|14.43896921|0.0|3.34|0.12|26.0|-9.03|8.36|105.02|4.6|1.0|130.29|0.0|7.0|38.0|547.48|1.0|0.0|5.43|-6.65|2.69e-05|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|4.93|3.6325|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|309.85|627.76|0.6408|0.69962|-2303.749331|-0.15055|-0.23868|0.02262555|8.6341|8.3851
16a_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207620000001|0.205693867|-0.014399612|-0.0848387459999999|0|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|-0.005552127|-0.107321286|-0.707456102|0|0.8567078770000001|0.039965071|0.81143469|-0.090389538|-0.119471489|0.283324612|-56.2527503|12.86051026|92.00611646|-0.037168908|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|88.96104768|69.11326055|2615.514164|470.82456669999993|-1040.921326|2992.60858|-14.39564033|0.303179963|13.08168264|0.8211379000000001|-647.803815|33.19592405|532.685565|14.6095244|0.0|2.66|0.22|19.0|-7.3|3.79|152.07|0.88|0.0|108.86|1.0|7.0|27.0|398.51|1.0|1.0|3.06|-4.04|0.00128|0.0364|2.65|0.0|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|341.42|535.63|0.70245|0.70245|-1896.589348|-0.15045|-0.20718|0.04088655|1.8274|7.9586
35_a18|0.0|0|0.0|0|7.03438793|2|1.251175948|0.068150325|-0.00622005|-0.020425504|1|-0.069149293|0.0|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.078001173|-0.5009599889999999|0|0.737094825|-0.032017257|0.7277482059999999|-0.081822342|-0.084219749|0.3888901179999999|-60.302584200000005|6.525195505|118.7214377|-0.033440195|4.809030636|74.92670772|0.874573807|-2.273933228|67.9315105|66.82777970000001|3038.429834|590.1597827|-1675.875389|1761.858479|-18.16338657|0.125426193|17.18442554|0.87101708|-1235.110287|28.17969862|1056.535856|5.862051629|1.0|0.0|0.3|18.0|-9.55|3.35|85.29|3.33|1.0|151.05|0.0|8.0|36.0|480.6|0.0|1.0|3.07|-5.53|0.000415|0.0014199999999999|4.55|0.0|0.0|2.81e-10|1.35e-07|-0.04879|8.09|3.2146|-1533.002975|-1532.976969|796.47|1400.62|385.69|385.69|657.07|0.69279|0.69279|-1532.557542|-132.0|-0.18079|0.02600607|2.7788|7.6198
5g_a40|0.0|0|0.0|1|8.149890544|0|0.604913142|0.0094595959999999|-0.016033575|-0.190406197|0|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|-0.091116241|2|-0.012008571|0.07917206|-0.4748772539999999|0|0.818555255|0.006643696|0.7733200179999999|-0.153687065|-0.14338431|0.245639795|-72.93994279|11.83520323|216.425542|-0.049288357|5.616992201|0.0|0.745349319|-1.577227413|80.22859145|84.77514603|2054.810452|321.64971460000004|-748.5527627|593.8133184|-11.10198254|0.254650681|12.10939827|0.955183157|-355.2634413|31.38430965|266.8102663|12.1783403|0.0|1.96|0.21|14.0|-2.89|2.5|115.96|0.74|1.0|78.2|0.0|3.0|21.0|301.32|0.0|1.0|2.01|-3.37|0.0174|128.0|2.17|0.0|0.0|0.0013|391.0|-0.0540299999999999|4.02|3.48|-1328.055803|-1328.015099|489.04|800.98|356.27|356.27|367.19|0.6563|0.6563|-1327.9345529999998|-0.14505|-0.19908|0.04070345|6.7957|6.9101
13p_a6|0.0|0|0.0|0|6.842683282|0|1.424099253|0.024837222|-0.010395243|-0.1144898999999999|2|0.072850973|1.633493259|-0.634109842|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|-0.005708558|-0.068532678|-0.573014008|2|0.784414352|-0.059663359|0.8244206940000001|-0.099405155|-0.107371897|0.196002517|-70.52421289|12.27472016|80.30786544|-0.03767435|8.708451561|107.5669533|0.76005742|-2.14743793|89.17529231|82.79893305|3016.078786|515.4389679999999|-1523.526317|3833.042283|-18.9628865|0.23994258|14.91957306|0.703081362|-1080.8845310000002|35.16646396|794.5462391|12.99897644|1.0|2.34|0.12|27.0|-10.06|4.01|122.47|1.01|0.0|132.01|0.0|7.0|34.0|449.51|0.0|1.0|2.96|-4.55|0.00365|0.0125|2.86|0.0|0.0|8.73e-11|3.92e-08|-0.0746|4.73|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|258.45|573.39|0.47508|0.7056600000000001|-1462.740542|-0.12251|-0.1971099999999999|0.03807447|12163.0|7.0362
11_a4|0.0|0|0.0|1|7.535296702|1|0.626711769|-0.20567828|-0.001098364|0.032861655|2|-0.017835936|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.145254541|2|0.820318166|-0.163623353|0.647727179|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|5.395547437|12.88007087|-0.023620625|3.118219598|59.55648883|0.7560913159999999|-1.110169356|44.63993001|36.75497433|2452.527871|537.5354202000001|-641.5941818|1640.559148|-7.889214068999999|0.243908684|13.18281017|0.924411925|-370.7930613|18.0546182|575.2252237|6.89909579|1.0|3.49|0.23|21.0|-8.05|5.22|68.9|3.15|0.0|111.64|0.0|4.0|27.0|372.49|0.0|1.0|4.16|-4.97|0.00271|0.00395|3.99|0.0|0.0|8.89e-09|3.31e-06|-0.05582|3.2|3.78|-1467.463842|-1467.440475|630.04|1071.03|328.0|252.67|479.99|0.4444|0.65942|-1467.20045|-0.15885|-0.2146699999999999|0.02336674|5.3012|6.9586
12ab_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042596|-0.064515677|-0.007034881|0.000258844|2|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|0.002112069|-0.096853381|-0.4186639029999999|1|0.831136366|-0.0852411419999999|0.8196353679999999|-0.079202413|-0.095025338|0.452078227|-54.63243106|16.62527454|116.6804416|-0.033434841|11.46782191|15.55386871|0.679025324|-1.805481415|82.3666474|71.2577056|2902.39241|580.1454645|-1245.389318|2390.849902|-15.90828969|0.320974676|15.18764075|0.941700118|-859.0476432|33.96451406|708.5476357999999|16.81984117|0.0|0.0|0.17|17.0|-7.05|1.95|92.99|1.59|0.0|133.27|0.0|6.0|32.0|420.47|0.0|0.0|1.8|-3.91|0.0503|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.23|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|319.17|564.58|0.69294|0.69294|-1364.236757|-0.15699|-0.2093699999999999|0.04167456|5.3228|7.9586
4_a18 (SD-208)|0.0|0|0.0|0|0.0|2|1.304335262|0.055002235|-0.012457606|-0.113324634|3|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.15379315|-0.564165402|1|0.83508768|-0.058455902|0.721664823|-0.077885485|-0.099573708|0.115284206|-40.10670787|10.90456851|103.6318511|-0.034985357|5.615248385|0.0|0.602029021|-1.2944582059999998|69.63488061|51.01127638|2395.526727|401.1916387|-666.5742296|1822.914738|-9.276994128|0.397970979|11.42979655|0.831728055|-343.2487827|29.9246699|363.2306414|18.35993987|1.0|2.54|0.0|22.0|-8.15|4.44|76.48|2.02|0.0|92.87|0.0|3.0|25.0|352.75|0.0|1.0|3.11|-4.38|18.0|0.0146|3.02|0.0|0.0|7.06e-09|2.49e-06|-0.09992|2.58|3.2777|-1542.296276|-1542.276332|537.47|895.83|378.26|239.56|396.17|0.4646|0.69028|-1542.15786|-0.13588|-0.2358|0.0199445|5.2085|7.0969
3_a47|0.0|0|0.0|0|0.0|0|1.304465159|0.013076203|-0.008740449|-0.130414103|2|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0.013073797|0|-0.007967014|-0.015388793|-0.457330633|2|0.720319618|0.104873188|0.815682427|-0.083129079|-0.0948001|0.4661246329999999|-43.59237092|4.514659074|98.29790989|-0.036461577|2.367459086|1.139378223|0.7849694909999999|-1.422001494|58.22383723|48.10703|2243.894237|448.2137648|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|10.84023999|0.67722658|-391.0345195|24.35791949|418.022895|8.511255722000001|1.0|2.89|0.0|22.0|-8.42|5.4|58.04|2.88|0.0|101.55|0.0|3.0|25.0|347.8|0.0|1.0|4.02|-5.35|0.000995|0.00156|4.6|0.0|0.0|3.829999999999999e-09|1.33e-06|-0.05717|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|332.54|217.52|402.58|0.52977|0.69138|-1469.969304|-0.15473|-0.2119|0.03619487|5.3274|6.5
6c_a31|0.0|0|0.0|0|7.78113851|1|0.6101347220000001|0.047405064|-0.015192833|-0.151732713|0|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|-0.00668344|-0.0055763209999999|-0.582545668|0|0.790900932|-0.078059285|0.7905201209999999|-0.120905075|-0.126324613|0.138124296|-76.54198229|20.09112958|163.6316745|-0.044739967|12.71919216|105.7632176|0.7653239190000001|-2.147518413|93.4208388|96.63311186|2837.949799|405.9259734|-1359.540251|2357.829685|-17.93106176|0.234676081|14.63492011|0.8061548709999999|-860.6909647|37.00884624|597.3075924999999|13.44788285|1.0|3.13|0.14|22.0|-7.72|4.26|131.36|1.58|0.0|114.5|0.0|5.0|30.0|418.47|0.0|1.0|3.64|-4.94|0.000343|0.0048|3.64|0.0|0.0|1.89e-08|7.9e-06|-0.0581799999999999|5.08|3.2974|-1691.984862|-1691.948653|667.01|1125.85|376.01|376.01|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|-0.13351|-0.19169|0.03620884|8.8847|6.4685
11e_a5|0.0|0|0.0|0|7.139660336|1|1.338814635|-0.2114441819999999|-0.003208975|0.038643235|2|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|1|0.008721244|-0.0924814769999999|-0.234433859|2|0.775794895|-0.048843135|0.747366251|-0.062865536|-0.0790189759999999|0.372098505|-41.64560703|7.986070113999999|62.84782002|-0.0282210629999999|5.290414418|0.0|0.72163516|-1.580379517|63.5644542|49.63167715|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|0.27836484|18.17739133|0.936345148|-693.5448342|25.90670947|735.3048881|11.21791539|1.0|3.43|0.24|23.0|-8.95|4.29|66.93|1.83|0.0|125.71|0.0|7.0|31.0|411.5|0.0|0.0|3.63|-4.72|0.00919|0.00782|3.56|0.0|0.0|1.13e-09|4.64e-07|-0.03808|2.91|4.1036|-1316.547103|-1316.512503|717.76|1220.1|302.14|280.64|571.06|0.66478|0.6505|-1316.239803|-0.16751|-0.20559|0.03460011|2.8694|7.3979
3_a27|0.0|0|0.0|2|6.605297921|0|1.402697639|0.124551908|-0.00648099|-0.096132106|2|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|10.93782973|0.024154412|1|0.00955169|-0.1984716939999999|-0.479874452|2|0.810053853|0.136381755|0.610158103|-0.06145119|-0.086153958|0.397733752|-31.82136336|9.960129259|10.71226495|-0.032307734|5.157668895|57.97805043|0.733853752|-1.292309364|54.32114618|41.78149261|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|0.266146248|11.64968556|0.803947133|-346.53209080000005|22.79740761|401.7540197|9.707911187|0.0|3.11|0.05|21.0|-5.89|2.94|65.6|2.18|0.0|97.71|0.0|3.0|25.0|329.36|0.0|1.0|2.74|-3.99|0.0658|0.0339|2.67|0.0|0.0|1.29e-06|0.000423|-0.05512|4.92|3962.0|-1081.905135|-1081.88481|547.92|931.06|312.93|225.24|425.72|0.34864|0.6734600000000001|-1081.744053|-0.16457|-0.21969|0.02032437|4.1551|8.3979
12bf_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043948|-0.024689509|-0.00832865|-0.119979424|2|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|-0.0206090089999999|1|-0.004358975|-0.098027247|-0.433281391|1|0.836170906|-0.0480253509999999|0.632625562|-0.090461753|-0.110255801|0.356652646|-58.26326838|14.01562806|87.14111344|-0.037486972|9.026978489|0.0|0.7054709690000001|-1.874348624|86.28460578|72.27889645|2902.591295|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|0.294529031|14.37031118|0.904134124|-777.5172959|34.22402339|593.6088758|15.27267945|0.0|0.0|0.14|17.0|-7.12|3.0|69.2|2.78|0.0|123.67|0.0|5.0|31.0|417.41|0.0|0.0|2.44|-4.32|0.0424|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|3.66|3874.0|-1431.413697|-1431.380702|670.85|1120.94|320.04|236.98|517.66|0.40663|0.69292|-1431.187555|-0.15677|-0.2139|0.03299488|7.5932|8.2218
27b_a34|0.0|0|0.0|1|7.412764017000001|1|1.4335271040000002|-0.056026127|-0.010183855|-0.016803292|1|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.194619338|-0.463926296|1|0.7722228729999999|0.00102838|0.770240631|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|20.42417736|150.83624440000003|-0.037292511|13.44721755|540.9533124|0.712312759|-1.864625537|87.24055613|78.08618045|2835.31543|515.8091561000001|-1227.6639|2431.595232|-16.16580511|0.287687241|15.39406063|0.687123753|-808.2902556|34.46979951|627.4287311|15.02503259|1.0|3.66|0.12|23.0|-8.19|4.11|84.99|1.83|0.0|116.33|0.0|5.0|31.0|409.44|0.0|1.0|3.46|-4.96|0.00243|0.00449|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.33|4.0935|-1350.055377|-1350.018975|691.97|1174.68|302.88|257.4|577.39|0.47412|0.70001|-1349.811401|-0.1652799999999999|-0.20649|0.03640275|15.2147|6.1871
6b_a40|0.0|0|0.0|1|8.421342866|1|0.604892326|0.135693438|-0.014861289|-0.069975812|0|-0.137534783|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|-0.004728928|-0.018582337|-0.630957955|0|0.842573207|0.003163118|0.6462648870000001|-0.107699967|-0.118488624|0.417254814|-72.13527644|9.771129787|176.8246355|-0.049599889|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|81.90640622|3214.047452|504.6333458|-1428.503435|4049.386572|-22.2507658|0.1218592019999999|12.51342818|0.793750992|-956.7829293|37.83107469|618.8882797|7.929311055|0.0|3.36|0.21|14.0|-5.21|4.38|173.43|2.61|2.0|130.16|1.0|5.0|31.0|511.42|1.0|1.0|4.21|-6.18|1.98e-06|0.000335|5.03|1.0|1.0|6.21e-06|0.00318|-0.09533|8.98|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|399.62|552.01|0.69429|0.69429|-3290.583786|-0.1237099999999999|-0.21904|0.03026498|11.3203|7.5229
21a_a23|0.0|1|0.0|2|7.525639975|0|1.197963603|0.1049806919999999|-0.005708466|-0.038876045|2|0.071115216|0.773970837|-0.3082571839999999|0.01269616|-0.133417036|10.31321782|-0.083864151|2|0.01180744|-0.074441567|-0.484404194|2|0.7367638240000001|0.1022509819999999|0.6906097959999999|-0.051521215|-0.082341001|0.224766417|-34.01266735|7.634348008|39.56172507|-0.03458322|5.039953753|82.08958626|0.842121383|-1.729161021|61.73864319|41.64701536|2880.257677|611.67123|-1141.537112|2272.736256|-15.07212993|0.157878617|15.66066298|0.969673962|-753.6064963|27.11098744|666.0036144999999|7.379733085|0.0|3.48|0.09|26.0|-7.78|4.33|105.02|3.24|1.0|125.25|0.0|5.0|31.0|425.51|0.0|0.0|3.78|-5.28|0.000552|0.00225|3.98|0.0|0.0|1.65e-08|7.03e-06|-0.07243|3.75|3.6993|-1669.250866|-1669.23053|701.01|1189.63|335.16|335.16|558.61|0.60824|0.60824|-1668.989671|-0.15024|-0.2226699999999999|0.0203361|7.9309|6.9914
12ax_a36|0.0|0|0.0|0|7.412764017000001|2|1.280791885|-0.0943348109999999|-0.007681676|-0.040458296|2|0.075802407|0.0|-0.414810497|-0.001012333|-0.057017299|10.958822|-0.034663063|1|-0.00097037|-0.101451485|-0.440372791|1|0.836170906|-0.0394369539999999|0.771220556|-0.073739612|-0.107815607|0.375647684|-49.32384393|12.79462904|36.17982162|-0.038813619|8.558226304|1.236876307|0.7648530440000001|-1.940680931|84.58859134|62.11847297|2926.929456|566.4430628|-1298.106146|2471.295987|-17.36585896|0.235146956|14.78635841|0.955040697|-868.2929481000001|33.94393618|661.6709012|12.47158322|0.0|0.0|0.14|17.0|-7.76|3.19|69.2|2.99|0.0|133.77|0.0|5.0|31.0|450.32|0.0|1.0|2.82|-5.18|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05596|4.42|3.8889|-2152.130959|-2152.100515|699.67|1182.31|318.82|236.74|552.0|0.39564|0.69348|-2151.910753|-0.15728|-0.21324|0.03044421|6.0402|7.9208
34_a20|0.0|0|0.0|1|6.842683282|0|1.416932073|0.0305860929999999|-0.0057643419999999|-0.104520106|2|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.003149352|0.0346782989999999|-0.4478820739999999|2|0.74801464|-0.101401966|0.690530489|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|8.766605631000001|297.5548445|-0.032248904|5.898367836|80.66541842|0.776414086|-1.709191893|67.53437417|66.0848174|2825.042137|536.0086996|-1149.982435|2319.742032|-14.59875162|0.223585914|14.7802149|0.8614536140000001|-773.7338361000001|27.94614651|712.1606951|10.03525243|1.0|2.92|0.08|27.0|-9.18|4.62|86.69|2.47|0.0|125.0|0.0|5.0|32.0|419.48|0.0|1.0|3.63|-5.02|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05181|4.97|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|229.04|544.93|0.38519|0.68845|-1352.041015|-0.16103|-0.21284|0.03558836|5.4994|7.2147
8a_a32|0.0|1|0.0|0|7.773594467000001|0|0.609420757|-0.0755556459999999|-0.010151321|-0.056633919|0|-0.0281981579999999|2.059960334|-0.497414715|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|-0.001662219|-0.0852122769999999|-0.591393096|0|0.845443342|-0.184419911|0.7507116140000001|-0.083474428|-0.109412858|0.221908108|-52.34893512|11.48993376|73.64907732|-0.035678106|7.205629442999999|66.81560596|0.7490845290000001|-1.641192863|79.73671389|63.83886888|2574.085885|510.8273411|-1029.23375|3312.822051|-14.03170956|0.250915471|14.26997798|0.923166883|-645.4586397|29.86932167|557.1050635|11.12113054|1.0|3.67|0.26|19.0|-7.65|4.65|140.04|1.37|0.0|110.69|1.0|7.0|27.0|397.52|1.0|1.0|4.07|-4.99|6.03e-05|0.00406|4.17|0.0|0.0|2.23e-08|8.86e-06|-0.06166|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|348.07|566.07|0.70316|0.70316|-1880.536478|-0.1445|-0.2061599999999999|0.03498398|7.6703|7.3468
12n_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984682|0.0304762079999999|-0.007311044|-0.064217094|2|-0.1144447669999999|0.0|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|0.002064369|-0.0541804029999999|-0.464204099|1|0.815003426|-0.015189554|0.64876559|-0.083120674|-0.10528124|0.390449649|-52.4873066|10.77573511|85.87072848|-0.038674741|6.804436105|0.0|0.799403208|-1.895062322|76.16725916|63.2630417|2848.910641|491.3700419|-1196.654368|2349.172094|-15.42118984|0.200596792|13.93957316|0.887350282|-755.6383024|30.54968688|618.6004214|9.686460958|0.0|0.0|0.14|17.0|-6.9|3.18|81.65|3.2|0.0|127.24|0.0|5.0|30.0|416.47|0.0|0.0|2.92|-5.01|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05076|4.07|3.4859|-1675.011418|-1674.978015|669.57|1131.65|355.67|238.43|506.94|0.27009|0.6854|-1674.777231|-148.0|-0.19876|0.0334036|6.32|7983.0
11_a27|0.0|0|0.0|0|7.535296702|1|1.1606177359999998|0.100091619|-0.0067474069999999|-0.003527607|2|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0.005111147|-0.041662169|-0.488734846|2|0.814843016|-0.0357410779999999|0.7146215429999999|-0.079921166|-0.094820973|0.349764196|-42.27430065|8.553922917000001|143.3238715|-0.034296948|4.524597532|72.60399149|0.8088958709999999|-1.611956546|56.8702158|50.82822357|2339.465471|404.4089873|-852.6444161000001|1646.903525|-9.595877966|0.1911041289999999|9.562117063|0.82770457|-451.0062644|22.42732497|504.209846|6.714661907000001|0.0|0.0|0.35|16.0|-6.09|1.67|61.88|3.06|0.0|106.33|0.0|2.0|26.0|345.4|0.0|0.0|2.04|-4.02|0.0716|0.0326|2.73|0.0|0.0|8.2e-07|0.000283|-0.05985|4.54|2.4836|-1122.456105|-1122.433411|571.4|974.29|499.21|370.92|415.32|0.6125|0.59222|-1122.190727|-0.1022|-0.16205|0.0226944|4.2894|8301.0
4d_a46|0.0|0|0.173086735|1|7.825245291|1|1.134637067|-0.1397563859999999|-0.001749881|-0.017469934|2|-0.131948546|0.0|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|-0.076521434|1|0.010756749|-0.0814707009999999|-0.240143042|2|0.764741337|-0.213089038|0.623144956|-0.056384895|-0.070772596|0.290035518|-30.95621863|4.750218646|8.241078584|-0.024616555|2.607946825|74.62074724|0.813427965|-1.132361533|43.60839351|35.70643728|2181.291783|513.9109507000001|-621.6847867|2233.65548|-7.419891252999999|0.186572035|10.30138878|0.7893441379999999|-341.3149976|16.6147308|509.0572545|4.753094337|0.0|3.5|0.35|17.0|-7.41|5.11|43.6|2.84|1.0|101.75|0.0|2.0|25.0|352.86|0.0|1.0|4.11|-5.11|0.00416|0.00275|4.3|0.0|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.18|4.4265|-1453.840712|-1453.817782|588.18|1009.78|280.09|280.09|503.76|0.69884|0.69884|-1453.635434|-0.18639|-0.22603|0.02292966|3.7104|6.2865
12ar_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042582|-0.064363806|-0.007046017|0.000258844|2|0.083451772|0.0|-0.40866901|0.000939229|-0.1073795209999999|10.95407427|-0.036002609|1|0.002112069|-0.096853381|-0.4194638229999999|1|0.8371588959999999|-0.017348015|0.8196353679999999|-0.080760277|-0.098732471|0.317338373|-54.80317647|15.19305207|86.85924228|-0.0347392029999999|10.30986449|0.0|0.705591187|-1.875916952|82.17472548|69.99622854|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|0.294408813|16.68371115|0.902250063|-863.83236|33.4098581|708.5476357999999|15.17578458|0.0|0.0|0.17|17.0|-7.05|1.95|92.99|1.59|0.0|133.27|0.0|6.0|32.0|420.47|0.0|0.0|1.8|-3.91|0.0503|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0566|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|322.13|237.29|580.53|0.41433|0.67174|-1364.235126|-0.15631|-0.21291|0.04327285|8.7322|7.6021
