molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|nFaHRing|RASA|PBF|FPSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
13_a10|0|0|7.535296702|1|1.343837907|2.091672336|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|-0.093280469|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.78472614|1|0.818027691|0.4676169839999999|0.0122005|-41.62089688|174.7319717|-0.030119651|3.118282386|0.0|-1.234905671|-24.21093442|51.21590298|54.05778885|0.449563457|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.285505651|0.816739845|4941.066161|144.338975|21.31179541|0.018979132|-216.8776303|422.96706330000006|1.0|1.0|1.0|2.58|0.15|-6.6|3.52|3.81|63.83|1.88|0.0|97.14|1.0|-3.76|25.0|4.0|328.37|0.0|1.0|1.0|-4.1|0.000176|0.0576|7.87e-05|0.0258|0.0|8.170000000000001e-05|2.48|3.8419|-1065.874094|322.72|0.3905|0.34881|0.68386|-1065.68351|0.1514|-0.15937|-0.20959|0.0346535|5.3726|6.7959
5d_a40|0|0|8.149890544|0|0.6049133329999999|1.601200869|-0.005662681|6.167516491000001|0.0418378229999999|0.044526749|-0.1031436519999999|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.8092726020000001|1|0.754010052|0.049855551|0.022027556|-43.26473143|181.4728912|-0.0377110779999999|4.638915105|53.85026982|-1.131332331|-18.15211073|49.97858532|49.66367051|0.479931934|346.0207917|-519.1767771000001|511.3769101|-7.94180214|0.188819426|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|243.4287716|1.0|0.0|0.0|2.56|0.21|-4.32|4.08|3.64|75.5|2.25|1.0|74.11|2.0|-4.23|20.0|4.0|287.31|0.0|1.0|1.0|-3.82|5.9e-05|17.0|0.000152|0.0436|0.0|0.0137|4.61|3.7374|-1276.833831|331.74|0.4493|0.69613|0.69613|-1276.751174|0.4493|-0.14851|-0.2164699999999999|0.01667985|9.2439|7.7212
3_a20 (SB-525334)|0|0|6.880384082000001|0|1.183765089|0.0|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|-0.119584218|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.7186587|1|0.8756647679999999|0.246005838|0.0123308269999999|-51.80299691|43.70154849|-0.029269046|3.934338039|0.0|-1.375645142|-19.50382741|58.45718743|41.49386505|0.457398769|494.6267525|-777.0449536|1782.992456|-9.33873414|0.215089498|0.8429740729999999|4905.195832|121.495147|21.06338405|0.0117802769999999|-321.8682802|520.6749407|1.0|1.0|1.0|2.82|0.24|-8.39|5.2|4.69|67.35|1.69|0.0|104.59|1.0|-4.85|26.0|4.0|343.42|0.0|1.0|1.0|-4.73|1.42e-05|0.00489|1.88e-05|0.00647|0.0|1.4e-06|3.9|3.1728|-1086.585811|390.77|367.0|0.49443|0.70168|-1086.329436|0.1171|-0.13417|-0.20131|0.02096048|4.8164|6.7905
1_a15|0|0|0.0|0|1.419940974|0.0|-0.0084598019999999|0.0|-0.043374667|0.0381893|0.06459652|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|0.096086011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.705825714|0|0.875723465|0.7100707390000001|0.026214985|-72.24770503|121.3844816|-0.031142386|10.95802135|63.14412039|-1.899685524|-28.45664402|90.40184737|60.96303497|0.437969049|566.1848585|-1228.210985|2855.495631|-13.01770443|0.394072483|0.77926144|7284.337537|254.7811976|33.22939752|0.0280791829999999|-136.9714493|851.7423982|1.0|1.0|1.0|4.18|0.19|-10.02|5.46|6.32|74.73|2.2|0.0|132.94|0.0|-6.55|34.0|6.0|457.52|1.0|0.0|0.0|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|0.0|4.36e-08|4.68|3.2188|-1510.136281|385.18|0.2464|0.64662|0.70553|-1509.785098|0.0061|-0.1365|-0.17792|0.01894559|2.3261|7.3565
27a_a34|0|0|7.412764017000001|1|0.300206665|1.963136117|-0.012620846|5.351858133|-0.456594848|0.0408037829999999|-0.082271189|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.779284547|0|0.600964267|0.4305370679999999|0.026573385|-86.36649751|176.4623026|-0.043345322|13.06088842|22.69787432|-2.340647376|-52.42823715|100.7752505|93.41277507|0.436895447|421.319507|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|0.7758691440000001|7104.26596|164.80691819999998|39.72721867|0.020552444|-371.4586403|718.5861133999999|1.0|1.0|1.0|2.58|0.13|-7.61|2.01|3.97|129.74|1.06|0.0|122.61|1.0|-4.96|33.0|7.0|463.51|0.0|0.0|0.0|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|0.0|1.13e-05|7.38|4.1228|-1861.741982|300.73|0.2896|0.40378|0.69818|-1861.468024|0.0203|-0.16691|-0.20615|0.04629882|13.9023|6.6198
13b_a50|1|1|7.934155233999999|2|1.267593379|4.253030728|-0.003876697|5.82008293|0.010464577|0.032833333|-0.0204949039999999|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|-0.319215353|1|0.788327682|1|0.906164013|0.435064196|0.019899348|-57.74541064|104.0753113|-0.026928544|10.16729727|150.45293569999998|-1.696498291|-26.31826007|70.09526468|51.04317051|0.4321103879999999|647.7242444|-1212.6536230000002|2147.355856|-13.75876844|0.299589696|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|0.017277404|-286.5057775|900.2031356000001|1.0|1.0|1.0|4.17|0.37|-7.23|4.24|5.12|66.99|2.52|0.0|133.36|1.0|-5.02|34.0|5.0|455.55|0.0|0.0|0.0|-5.1|9.65e-06|0.0044|7.92e-06|0.00361|0.0|2.68e-05|3.63|4.1161|-1470.401544|301.22|0.1589|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|-0.19622|0.03156473|7.1645|5.7375
4g_a46|0|0|7.825245291|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|-0.010706405|0.046415344|-0.093447672|-0.088529411|0.011488768|-0.055084605|10.96333695|-0.138341481|1|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|2|0.74106323|0|0.946829733|0.318162858|0.00801562|-40.24987057|7.38470955|-0.024339048|2.638545451|72.82863401|-1.192613373|-18.72788427|44.72726697|37.24073329|0.448462961|543.2323468999999|-684.2477996|2285.43285|-8.0118178|0.1731389069999999|0.8131148579999999|5176.321714|99.33639766|16.88825479|0.007803902|-375.0653627|568.1534007|1.0|1.0|1.0|3.61|0.38|-7.8|5.19|5.37|43.6|3.06|1.0|106.55|1.0|-5.38|26.0|3.0|366.89|0.0|1.0|1.0|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|0.0|5.75e-06|4.65|4.4163|-1493.154666|280.74|0.1294|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|-0.18602|-0.22587|0.02266493|3.7113|5.5615
14r_a23|1|1|7.423568444|0|1.197963203|3.201732471|-0.006323791|5.351858133|-0.06921746|0.045277778|0.014148395|-0.322513347|0.007671236|-0.079935667|10.31321824|-0.064006338|2|2|0.0075222369999999|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.7837821840000001|1|0.8662226190000001|0.375360556|0.019185345|-55.30494931|47.26552456|-0.03654528|7.956082857|55.62948521|-1.717628177|-25.96781003|66.31173073|52.67940305|0.4661909429999999|557.8203557999999|-1106.098986|2306.754114|-15.15517566|0.211777163|0.873329024|6744.848704999999|136.37788909999998|29.85706563|0.017092103|-371.2130393|599.5697147999999|0.0|1.0|0.0|3.06|0.05|-7.67|3.78|4.58|105.02|3.4|1.0|120.24|1.0|-5.58|31.0|5.0|429.47|0.0|0.0|0.0|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|0.0|9.18e-06|3.72|3.1797|-1729.1556449999998|389.92|0.2346|0.30482|0.68115|-1728.924789|0.0008|-0.15536|-0.22378|0.02296354|8.8722|8.2684
21_a12|0|0|6.605297921|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|0.037992832|-0.213225401|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.388196876|-0.116098308|-0.211367878|-0.522951134|2|0.835359152|0|0.84827776|0.192026642|0.012230115|-50.37198585|75.46830038|-0.036878492|3.097071518|0.0|-1.401382713|-17.416202300000002|59.10840872|40.76379649|0.473492395|426.8727514|-705.2078018999999|1080.052791|-9.338859985|0.229181643|0.8993077970000001|4652.242111|115.3294396|24.07584081|0.017360942|-272.5639702|380.2468615|1.0|0.0|1.0|2.81|0.12|-6.78|4.01|2.25|78.41|1.82|0.0|98.16|1.0|-3.82|23.0|4.0|319.38|0.0|0.0|1.0|-3.76|0.00015|48.0|0.000173|0.0551|0.0|5.3200000000000006e-05|2.56|3.9971|-1327.479547|310.18|0.3665|0.59386|0.57644|-1327.347724|0.1668|-0.16784|-0.22253|0.02758166|3.2551|7.6576
12j_a36|0|0|7.412764017000001|2|0.6293514410000001|0.0|-0.007086381|5.351858133|-0.0446165029999999|0.039061728|0.091496219|-0.41101009|0.00285431|0.039869055|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.820041835|0|0.852586292|0.362692602|0.018160631|-69.66341599|26.39145693|-0.037113558|7.921272637|2.098786266|-2.004132137|-30.5197407|80.59149538|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|2536.987511|-16.18812775|0.224187058|0.8425708820000001|6352.018345|148.06163930000002|31.59421634|0.016546717|-364.314663|725.9470896|1.0|1.0|1.0|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|1.0|-4.85|31.0|4.0|427.52|0.0|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|0.0|3.83e-05|3.37|3.7807|-1670.448063|327.94|0.4981|0.37116|0.69967|-1670.184251|98.0|-0.15495|-0.20593|0.02793415|8.5953|8.0
12j_a30|0|0|7.412764017000001|2|0.604984421|0.0|-0.006336585|5.351858133|-0.033312179|0.043848238|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|0.795446883|0|0.842199041|0.328405591|0.015613498|-60.832977500000005|88.51817261|-0.036204884|6.520746879|0.0|-1.882653966|-30.8670468|69.55167701|57.85371764|0.476658597|544.2686362000001|-1216.65955|2258.891981|-15.12043521|0.1865388989999999|0.91079856|6105.3402670000005|120.550211|28.76265258|0.01349128|-405.1466163|686.039456|1.0|1.0|0.0|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|0.0|132.24|1.0|-5.66|30.0|4.0|412.51|0.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|4.02e-05|4.14|3.4788|-1615.096172|356.4|0.2163|0.3087|0.68625|-1614.831741|0.1516|-0.14772|-0.1987799999999999|0.03201935|5.1081|8058.0
1d_a5|0|0|6.605297921|0|1.217311475|0.0|-0.006252818|4.59511985|-0.308010841|0.030074074|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.7595197290000001|0|0.8965037640000001|0.6271150670000001|0.007937625|-46.58221594|204.4506579|-0.036640804|2.317281143|0.0|-1.465632167|-25.80622135|56.83734591|52.05055075|0.471074204|484.3911442|-791.897671|1172.890724|-10.69678217|0.229495885|0.89062437|5717.438103|123.9992274|25.69414151|0.018980039|-292.3128788|403.396385|1.0|1.0|1.0|2.19|0.05|-8.88|5.48|6.37|54.46|2.73|0.0|95.49|1.0|-4.79|27.0|6.0|366.34|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|0.0|4.86e-07|3.58|4.6112|-1288.340378|268.88|0.2805|0.41781|0.5764600000000001|-1288.201219|0.0982|-0.18991|-0.23519|0.03392008|5.3765|5.03
12ap_a36|0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.007719624|5.351858133|-0.010732275|0.042739018|0.066185994|-0.424579308|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.832758813|0|0.830587483|0.27547717|0.0217479329999999|-69.6632787|82.56761031|-0.037473093|9.36249036|0.0|-1.91112774|-35.56900768|83.16347311|68.48007054|0.464588|544.9693552|-1253.939017|2328.307856|-16.13217554|0.262148114|0.86772056|6003.481614|172.00197649999998|33.32245946|0.020575639|-312.1212186|642.3830552000001|1.0|1.0|0.0|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|0.0|128.47|1.0|-3.99|31.0|5.0|406.44|0.0|0.0|0.0|-3.95|0.000101|0.0412|0.000113|0.0458|0.0|8.97e-05|2.98|3.8801|-1325.199863|319.54|0.8819|0.59563|0.6929|-1324.95298|0.3982|-0.15704|-0.21788|0.04039655|9.6512|7.4949
17_a3|0|0|6.823286122000001|0|0.605019885|0.0|-0.009450704|4.727387819|-0.118246266|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.767641592|1|0.803075623|0.225087454|0.010321361|-48.88298017|234.4907116|-0.039557272|2.672377884|76.17242478|-1.344947254|-25.54439812|55.39769571|55.45324083|0.4383349039999999|408.6362608|-684.3617224|1667.279771|-10.24205849|0.159937821|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|-346.0738521|353.7528308|1.0|1.0|1.0|2.65|0.0|-7.48|4.96|4.66|92.93|2.37|0.0|95.5|1.0|-5.53|23.0|3.0|338.81|0.0|0.0|1.0|-4.93|2.96e-06|1.0|1.18e-05|0.00399|0.0|1.11e-05|3.57|3.2102|-1731.75233|386.22|0.4062|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|-0.20359|0.02878063|4.8815|7.6383
6_a47|0|0|0.0|0|1.304328257|0.0|-0.008723045|0.0|-0.1738997619999999|0.042276423|-0.14404966|-0.392537045|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|-0.459934519|2|0.786041178|1|0.8419184120000001|0.446564415|0.009820713|-52.41283988|101.7290544|-0.036834143|2.885749555|0.0|-1.547034008|-23.54237714|60.76103606|48.75381069|0.4059072379999999|456.3812788|-838.6054381|1577.98246|-10.82346202|0.205609194|0.6832388209999999|5766.962611999999|111.4552019|25.13472712|0.0154005|-319.1626428|469.7495559|1.0|1.0|1.0|2.91|0.05|-9.06|5.24|6.27|58.04|3.48|0.0|106.47|1.0|-6.02|27.0|4.0|379.81|1.0|0.0|1.0|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|0.0|3.310000000000001e-07|4.69|3.7196|-1608.684886|333.32|0.2536|0.30468|0.69305|-1608.50108|0.2119|-0.1544|-0.20794|0.03288085|4.2153|7.9
7c_a8|0|0|7.05012252|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|-0.025233184|0.043533333|0.0493777859999999|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|1|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|1|0.740795639|0|0.848923958|0.292274414|0.0306012339999999|-56.2991566|49.43944876|-0.03366688|12.03370912|75.43825735|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|532.3522286|-1013.384819|2162.326414|-13.23925183|0.373097855|0.971698707|6013.168519|233.9661552|33.67700028|0.032058696|-159.15828340000002|572.8089095|0.0|0.0|1.0|3.1|0.09|-7.76|4.22|3.78|92.93|1.82|0.0|112.76|1.0|-5.0|30.0|5.0|398.41|0.0|0.0|0.0|-4.67|1e-05|0.00399|2.14e-05|0.00851|0.0|6.91e-06|5.01|3.1406|-1331.8206369999998|394.78|275.0|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|-0.20658|0.02732536|15.7056|4.7307
8e_a46|0|0|7.727094485|1|1.160371308|2.161814059|-0.001015139|5.533389489|0.000950213|0.043238095|-0.126773923|-0.046696417|0.012911107|-0.184317354|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.789844634|0|0.921352352|0.281227001|0.009576086|-33.59778824|7.389496216|-0.023017086|2.482871976|53.05984592|-0.989734694|-13.83322216|39.62167507|32.04299109|0.444693313|469.146955|-503.9668235|1415.320228|-5.967832774|0.2507580889999999|0.8008066970000001|4239.252176|127.6844779|15.64268965|0.011830243|-253.8248986|426.71841|0.0|1.0|1.0|2.93|0.32|-6.67|4.09|3.9|43.6|2.13|0.0|91.93|1.0|-3.59|23.0|3.0|304.39|0.0|1.0|1.0|-4.04|0.0002569999999999|0.0782|9.15e-05|0.0279|0.0|6.57e-05|3.0|4.5092|-954.9296396|274.96|0.2162|0.6967|0.6967|-954.743261|0.2162|-0.18835|-0.2201|0.024010215|3.7755|6.3915
1g_a5|0|0|6.605297921|0|1.4275159730000002|0.0|-0.003919036|4.59511985|-0.010620031|0.027447447|-0.011534568|-0.172437603|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.7778380309999999|0|0.8659209659999999|0.39389953|0.020418692|-39.8807456|74.51397212|-0.027205531|5.8729303|0.589719781|-1.11542677|-20.16505667|54.34919851|48.55052611|0.4713154089999999|464.3994751|-598.211184|832.7655896000001|-7.824996219|0.38606657|0.891486942|4639.260975|207.0502037|23.76563316|0.02697793|-122.2065919|422.96706330000006|1.0|1.0|1.0|2.12|0.05|-8.14|4.5|4.21|63.69|1.57|0.0|96.98|1.0|-4.03|25.0|4.0|328.37|0.0|1.0|1.0|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|0.0|2.36e-06|2.61|4.1733|-1065.846194|297.09|0.1769|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|-0.20972|0.02730461|5.2707|6.9393
12m_a30|0|0|7.412764017000001|2|0.6049842529999999|0.0|-0.01047558|5.351858133|0.024086432|0.040839506|-0.1305457069999999|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.832758813|0|0.783260049|0.415971907|0.027352277|-70.1324196|133.774348|-0.0405332439999999|12.59296644|237.0982213|-2.067195455|-39.32844052|83.3641853|76.52074257|0.44976016|531.4632661|-1402.648392|2370.879718|-18.66147291|0.226267233|0.8173893040000001|6658.711303|153.52847759999997|35.54574762|0.019500715|-371.4702679|683.7405759|1.0|1.0|0.0|0.0|0.13|-6.42|3.4|2.48|114.67|2.06|1.0|133.52|1.0|-6.0|32.0|6.0|439.49|0.0|0.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|0.0|0.000165|3.88|3.5496|-1743.215323|349.29|255.0|0.33392|0.68404|-1742.965888|0.1615|-0.15042|-0.20742|0.04041755|5.1279|7.5114
12n_a30|0|0|7.412764017000001|2|0.604984682|0.0|-0.007311044|5.351858133|-0.064217094|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|1|0.002064369|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|1|0.815003426|0|0.7781502140000001|0.390449649|0.017064818|-66.48079820000001|85.87072848|-0.038674741|6.804436105|0.0|-1.895062322|-33.14358793|76.16725916|63.2630417|0.4701566479999999|491.3700419|-1196.654368|2349.172094|-15.42118984|0.200596792|0.887350282|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|618.6004214|1.0|1.0|0.0|0.0|0.14|-6.9|4.25|3.18|81.65|3.2|0.0|127.24|1.0|-5.39|30.0|5.0|416.47|0.0|0.0|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|0.0|5.260000000000001e-05|4.07|3.4859|-1675.011418|355.67|0.1826|0.27009|0.6854|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|6.32|7983.0
18_a4|0|0|7.535296702|1|1.3998285519999998|1.904090136|-0.004533883|5.4161004020000005|-0.164169913|0.042924837|0.049240675|-0.181355303|0.000379379|-0.200683549|10.94611841|-0.063708832|1|1|0.00042|0.108754635|0.006968314|0.015390457|-0.319213511|1|0.793041267|0|0.7755960390000001|0.269470313|0.017694182|-42.33787448|203.5264327|-0.03479101|4.306590617|0.0|-1.287267373|-22.93503169|50.98777224|55.21809494|0.405586004|382.6371479|-635.0681172000001|1573.744396|-8.467791078|0.2305616919999999|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|-265.85258480000005|337.0066459|0.0|1.0|0.0|2.56|0.11|-5.53|3.46|3.43|50.94|2.2|0.0|86.22|2.0|-2.95|23.0|4.0|307.32|0.0|1.0|1.0|-3.51|0.00113|349.0|0.000312|0.0959|0.0|0.0009109999999999|3.02|4.2045|-1033.480025|294.88|0.2083|0.52475|0.57777|-1033.349218|0.1|-0.17345|-0.20883|0.02525528|3498.0|5.5817
16a_a10|0|0|7.535296702|1|1.325756911|2.041062372|-0.00230615|5.4161004020000005|0.023926176|0.0334858389999999|-0.085711535|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.772481675|1|0.916148686|0.3637074329999999|0.013872737|-53.28817038|77.68598956|-0.026063936|6.652715932|99.81657855|-1.615964058|-25.21250404|63.53441386|46.01490333|0.4629532229999999|634.4309626|-1119.0515779999998|1823.310808|-12.4990447|0.272940681|0.862035195|6366.0631060000005|189.0108247|24.82496066|0.014796066|-314.4761648|879.8636987|1.0|1.0|1.0|4.46|0.3|-8.5|4.73|5.19|56.07|2.47|0.0|133.66|1.0|-5.22|33.0|5.0|439.55|0.0|1.0|1.0|-5.17|6e-06|0.00264|6.76e-06|0.00297|0.0|1.4e-06|3.46|3.8718|-1395.158387|320.22|0.3843|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|-0.20697|0.02819643|4.6574|7.3279
12a_a40|0|0|7.515889085|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|-0.012791297|0.036587302|0.17758258|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.718281767|1|0.940879765|0.000279043|0.011766311|-38.17175304|107.5277007|-0.033799|3.060902482|49.24750281|-1.047769006|-16.73754566|43.65970865|38.81741016|0.476055146|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.14863036|0.908597808|4873.458436|75.8074911|20.24838026|0.010759845|-358.4254366|323.26151960000004|1.0|0.0|0.0|3.39|0.0|-7.21|5.33|5.43|58.43|4.34|0.0|91.76|1.0|-6.41|22.0|2.0|346.23|0.0|1.0|1.0|-5.95|3.86e-07|0.000134|1.13e-06|0.00039|0.0|2.13e-05|5.01|3.0966|-2097.826771|400.39|0.3701|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|-0.2091|0.0104658999999999|3.8054|5.7501
14t_a23|1|1|7.423568444|0|1.197962538|3.410065804|-0.005383494|5.351858133|-0.024472753|0.045277778|0.073534004|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|2|0.7629258809999999|1|0.920956836|0.361071229|0.017433037|-51.65035498|36.6149406|-0.033286443|7.404291213|42.20767549|-1.6643221380000002|-23.52629623|61.0040156|47.46057034|0.465981891|600.1979272000001|-1084.657455|2286.063655|-14.13766923|0.2000541589999999|0.872595673|6523.656379|130.3775455|27.11827225|0.014352462|-390.9561553|666.0036144999999|0.0|1.0|1.0|3.49|0.09|-7.78|3.88|4.33|105.02|3.24|1.0|125.25|1.0|-5.85|31.0|4.0|425.51|0.0|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|0.0|7.03e-06|3.79|3.2060000000000004|-1669.240512|386.72|0.2061|0.5824199999999999|0.68886|-1668.980578|0.0003|-0.15625|-0.22291|0.02135191|8.3062|8.3979
6c_a31|0|0|7.78113851|1|0.6101347220000001|0.0|-0.015192833|5.733341277|-0.151732713|0.038901235|0.137523742|-0.790027307|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.790900932|0|0.641197273|0.138124296|0.03173578|-79.97295595|163.6316745|-0.044739967|12.71919216|105.7632176|-2.147518413|-48.45681657|93.4208388|96.63311186|0.4463376229999999|405.9259734|-1359.540251|2357.829685|-17.93106176|0.234676081|0.8061548709999999|6283.091868|148.5675636|37.00884624|0.0212421629999999|-335.9398876|597.3075924999999|1.0|1.0|1.0|3.13|0.14|-7.72|5.58|4.26|131.36|1.58|0.0|114.5|1.0|-6.09|30.0|5.0|418.47|0.0|0.0|1.0|-4.94|8.179999999999999e-07|0.000343|1.15e-05|0.0048|0.0|7.9e-06|5.08|3.2974|-1691.984862|376.01|0.5028|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|-0.19169|0.03620884|8.8847|6.4685
