molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12c_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.045997203|-0.006900253|5.351858133|-0.030422458|2|0.042804233|-0.0983590219999999|-0.3657134279999999|0.00372838|10.31162888|1|-0.172653074|-0.051371057|-0.468696709|1|0.8264832879999999|-0.1240820219999999|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.076777688|-0.096482247|-50.12643041|-62.99109515|10.36785909|82.07537640000001|0.156067288|101.8928318|0.0|0.8061287690000001|-1.833162702|72.5855533|-24.42511853|2860.640481|-1196.830808|-15.946612|0.193871231|13.9883503|-781.3839879|30.29927658|0.014695647|1484.664552|9.594458155|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.0|0.14|17.0|-7.22|81.65|3.31|2.0|132.29|5.0|-5.93|-5.75|432.93|3.11|1.19e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|5.0582|4.45|3.5286|-2035.339256|695.96|1168.62|245.12|0.32037|0.68457|0.1568|-0.1496299999999999|0.03433522|-2035.202565|0.01|7.9914
18_a10|0|0|0|0.0|1|7.78113851|2|2|1.243178376|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2|0.035770975|-0.092424959|-0.1859075939999999|0.009941402|10.92966688|1|-0.144233311|-0.091730492|-0.220292492|2|0.7155022459999999|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|-0.076052353|-36.52271591|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|123.3621791|0.641615544|-1.368942347|61.38857307|-15.79795381|2788.499133|-868.8874593|-10.02718922|0.358384456|13.51828833|-551.4954071000001|24.62214943|0.020666062|1354.218219|13.11704755|0.0|1.0|1.0|1.0|1.0|0.0|4.07|3.41|0.32|21.0|-7.88|62.06|2.14|1.0|119.81|5.0|-4.48|-6.34|412.48|3.67|3.34e-05|0.00705|3.49|0.0|1.32e-08|5.44e-06|5.7687|2.65|3.7977|-1336.404041|687.19|1181.5|214.93|0.37729|0.6866300000000001|0.1637|-0.15735|0.02974086|-1336.185978|0.13|6.8861
12am_a36|1|0|0|3.340519946|0|7.412764017000001|2|2|1.240140551|0.088482802|-0.015884751|5.351858133|-0.297354748|2|0.044036281|0.122824831|-0.921315581|-0.011700732|10.9602097|1|0.345949079|-0.1187503719999999|-0.6080522279999999|1|0.647732719|-0.05754717|0.885733922|0.624142499|0|0.814986544|-0.091472759|-0.118101664|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|1.038361162|0.788334835|-2.480134939|95.53118838|-31.72964526|3230.6292780000003|-1713.4008440000002|-21.92042059|0.211665165|17.01968794|-1183.702712|40.24894481|0.020179019|2173.44302|13.94067198|1.0|0.0|1.0|1.0|0.0|2.0|4.81|0.0|0.17|17.0|-7.14|78.43|2.04|2.0|130.43|7.0|-5.2|-6.4|465.43|2.65|6.26e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|5.2317|4.86|3.8606|-1645.169789|714.21|1206.77|236.99|0.40752|0.6805100000000001|0.2987|-0.15658|0.03550681|-1645.016323|0.06|7.2218
19d_a38|1|0|0|3.314284769|0|7.412764017000001|2|2|1.297043205|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|2|0.04572104|0.019858574|-0.6999264340000001|-0.011156837|10.95446448|1|0.041924146|-0.060668296|-0.529632789|1|0.7581164340000001|-0.039361255|0.908591797|0.730686013|0|0.63167949|-0.116424545|-0.1248815919999999|-74.84120843|-80.2776536|15.53007152|158.6487879|0.36832051|236.7675313|115.6739235|0.7494816990000001|-2.372750256|94.84426896|-28.24584108|3055.168373|-1525.275418|-18.15727844|0.250518301|13.52121974|-980.493036|37.68716585|0.022660131|2035.106956|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|4.91|2.38|0.13|17.0|-6.41|124.32|1.65|1.0|133.79|6.0|-3.87|-7.84|444.46|1.94|0.000134|107.0|1.65|0.0|3.94e-07|0.000175|5.3771|4.13|3.6586|-1500.850957|679.08|1171.77|230.58|0.3356699999999999|0.6957800000000001|0.0699|-0.15054|0.04735828|-1500.683599|11.0|7.9586
6_a47|0|0|0|0.0|0|0.0|0|0|1.304328257|0.011739916|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|-0.392537045|-0.010708889|10.93671042|0|-0.302730533|-0.020576777|-0.459934519|2|0.701994505|0.062425042|0.84654143|0.672308592|1|0.8419184120000001|-0.080118846|-0.096689626|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|85.6917678|0.0|0.7943908059999999|-1.547034008|60.76103606|-19.96679614|2431.668154|-838.6054381|-10.82346202|0.205609194|10.90843226|-454.5854048000001|25.13472712|0.0154005|1055.658539|8.348196185|1.0|1.0|0.0|1.0|1.0|2.0|2.82|2.91|0.05|22.0|-9.06|58.04|3.48|2.0|106.47|3.0|-6.02|-5.02|379.81|4.59|9.53e-07|0.000619|5.06|0.0|8.71e-10|3.310000000000001e-07|5.5188|4.69|3.7196|-1608.652005|576.56|990.85|224.66|0.30468|0.69305|0.2119|-0.1544|0.03288085|-1608.554019|13.0|7.9
15a_a22|0|0|0|0.0|1|6.842683282|0|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|-0.280236463|0.005288335|10.9464374|1|0.036467904|-0.097476465|-0.360663314|2|0.6819423609999999|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|90.52525878|65.53409434|0.702735071|-1.634109304|70.12529157|-21.33157831|2884.815511|-1109.242072|-14.47998862|0.297264929|14.6895113|-752.9594081|30.3550786|0.0216014629999999|1578.4640869999998|14.66318798|1.0|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|85.59|1.73|1.0|124.05|6.0|-4.65|-6.61|420.47|3.19|2.25e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|5.0577|4.98|3.6496|-1368.321775|696.57|1189.31|245.14|0.41078|0.69076|0.0955|-0.15281|0.03153544|-1368.1368730000002|143.0|6.8447
11g_a5|1|0|0|2.9590700880000003|1|7.139660336|0|0|1.388236041|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|-0.252634073|0.00599982|10.94877951|2|-0.14133011|-0.137739838|-0.267507083|2|0.777565622|-0.01453517|0.8737292720000001|0.73551511|0|0.837943738|-0.067247149|-0.076326887|-44.19305139|-50.16001519|15.25675|68.77977167|0.1620562619999999|106.4990972|0.0|0.543581314|-1.297557078|71.21847290000001|-16.72000506|2823.738452|-852.7202582999998|-10.98794595|0.456418686|18.16867625|-560.3852433999999|30.75897687|0.03204398|1568.70782|21.05845771|1.0|1.0|1.0|1.0|1.0|1.0|3.17|2.34|0.08|28.0|-9.04|81.51|1.06|1.0|118.35|7.0|-4.12|-6.84|408.46|2.96|7.65e-05|0.0199|2.75|0.0|9.229999999999999e-10|3.770000000000001e-07|4.5106|2.3|4.2083|-1330.144218|693.48|1180.25|274.87|0.56924|0.63081|0.2403|-0.1714|0.04557484|-1329.988893|0.03|7.5229
10_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.605017375|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|-0.381954986|-0.008037672|10.31162304|1|0.033279122|-0.0495219879999999|-0.616256033|3|0.8947911009999999|0.078405316|0.8136572320000001|0.834020779|1|0.747406318|-0.1007256719999999|-0.0989320009999999|-46.64544572|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|80.37219813|0.7066293240000001|-1.187184014|56.68388955|-16.65993003|2098.79955|-549.7776912|-7.715112198|0.293370676|8.559361451000001|-254.5987025|23.57661855|0.023470578|778.0284121000001|10.86908195|0.0|1.0|0.0|1.0|1.0|1.0|3.02|1.78|0.0|21.0|-6.51|105.82|1.2|0.0|88.28|2.0|-4.3|-6.44|305.36|2.52|5.07e-05|0.0443|2.43|0.0|3.06e-07|9.35e-05|5375.0|1.64|3.4217|-1288.150029|498.67|830.63|230.67|0.41894|0.68995|0.0463|-0.15011|0.04080931|-1288.097561|7943.0|5.1
12q_a36|1|0|0|3.453150038|0|7.412764017000001|2|2|1.29701394|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|2|0.042804233|0.068040097|-0.410984299|0.0005016269999999|10.9598352|1|0.1161527719999999|-0.103922055|-0.441747876|1|0.8941919290000001|-0.074349074|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.07607684|-0.1060430969999999|-49.18227989|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|0.0|0.768692389|-1.908775752|80.15866795|-24.67976947|2786.514757|-1233.988474|-15.95501778|0.231307611|14.69971555|-797.7508892000001|32.10617123|0.017949083|1605.308562|11.60375275|1.0|0.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.18|69.2|2.51|1.0|128.76|5.0|-4.44|-6.49|415.88|2.34|3.64e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2375|3.79|3.8653|-1692.5102989999998|683.51|1148.35|236.72|0.39919|0.6863199999999999|0.3419|-0.1566|0.03415678|-1692.370918|6.0|8.2218
3_a3|0|0|0|0.0|0|7.285506549|0|0|0.605000514|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|-0.3413621639999999|-0.007818326|10.31154314|2|-0.030486489|0.041786524|-0.599804962|1|0.913546349|0.123113049|0.885339037|0.8495058259999999|1|0.7538064790000001|-0.107269779|-0.098797066|-48.91675544|-45.05306124|5.753894372|228.5396864|0.246193521|112.2682304|75.88125246|0.7000038270000001|-1.086767728|55.67251784|-15.98657012|2092.406045|-495.58367360000005|-7.290134722999999|0.299996173|8.592908408|-225.9941764|22.83783244|0.023287455|707.9728057|10.6194566|1.0|1.0|1.0|1.0|1.0|1.0|3.11|2.39|0.0|20.0|-6.15|121.17|1.41|0.0|88.36|2.0|-5.48|-5.88|310.4|3.23|3.32e-06|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|5.8458|1.92|3.3475|-1592.873593|491.26|817.21|212.09|0.29441|0.69206|0.0851|-0.14599|0.03099295|-1592.839065|1175.0|5.93
13_a12|0|0|0|0.0|0|0.0|0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|-0.272508888|0.000830398|10.96083169|0|-0.362308767|-0.169387652|-0.595629719|2|0.845823047|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|66.2289548|0.8829921740000001|-1.2947675790000002|48.99243638|-17.15403411|1812.788134|-634.6992622|-8.408963103|0.117007826|11.36787272|-311.13163480000003|19.42716439|0.0074597119999999|718.8050825|3.656774794|1.0|1.0|0.0|0.0|1.0|1.0|2.7|2.64|0.12|18.0|-7.14|50.7|2.42|1.0|84.74|3.0|-4.26|-5.49|276.34|3.22|5.520000000000001e-05|0.0174|3.51|0.0|7.26e-08|2.01e-05|4.5363|3.83|3.9329|-876.3370809|532.86|867.79|273.31|0.6622399999999999|0.64974|0.0155|-0.16458|0.0290811829999999|-876.258343|93.0|7.0315
9a_a31|1|0|0|3.348289714|0|7.765993078999999|1|1|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|0.036891534|-0.05057805|-0.723734943|-0.006189303|10.31169772|2|-0.084652799|-0.093527289|-0.542342338|0|0.8058046320000001|-0.001313433|0.837697452|0.76226755|0|0.691768132|-0.100906991|-0.122626525|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|95.14995868|0.737758755|-2.0846509230000003|94.03540892|-27.87131275|2855.751316|-1337.8230119999998|-17.886392|0.262241245|15.15483138|-858.5468158|37.77835579999999|0.0239033229999999|1813.361078|15.33993762|1.0|1.0|1.0|1.0|1.0|2.0|3.6|2.78|0.14|22.0|-8.13|117.37|1.58|1.0|113.64|6.0|-5.62|-6.39|418.47|3.47|2.42e-06|0.00715|3.47|0.0|7.35e-09|3.07e-06|3.7892|5.27|3.7892|-1691.9137670000002|680.72|1145.99|327.21|0.7028|0.7028|0.7028|-0.15757|0.03885662|-1691.7777600000002|0.15|6.8239
8b_a8|1|0|0|3.191799887|1|7.535296702|1|1|1.395658149|-0.023718767|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|-0.733216119|-0.0055544409999999|10.94650923|1|0.031896755|0.049587543|-0.5058761820000001|1|0.758899977|-0.0527918259999999|0.8354024290000001|0.726912742|0|0.558354653|-0.130159955|-0.11627069|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|270.5854753|89.09854311|0.781454722|-2.325413799|84.97574547|-29.07602182|2863.095568|-1424.7250689999998|-17.8141788|0.218545278|14.53652808|-872.8947609999999|37.20755791|0.022425382|1823.170337|13.73949201|0.0|0.0|1.0|1.0|0.0|2.0|3.52|2.93|0.09|23.0|-7.13|112.23|2.12|1.0|114.18|4.0|-4.77|-6.87|414.41|2.9|1.6899999999999997e-05|0.0153|2.76|0.0|7.33e-08|3.04e-05|4.5819|6.41|3.2992|-1407.052256|640.35|1098.17|270.59|0.57234|0.70195|0.1515|-0.13807|0.03204403|-1406.887058|5.08|5.2941
10_a1|1|0|0|3.261363142|0|6.86171134|0|0|1.435871163|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.037578348|0.049971022|-0.621976404|-0.012672753|10.94957578|1|0.107434253|-0.019835038|-0.623957903|1|0.674381582|0.017498337|0.783467165|0.658433571|0|0.669963758|-0.116648443|-0.10949971|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|64.49041745|0.8340962559999999|-1.861495069|70.6564636|-25.67872721|2432.447088|-1052.827816|-14.52342192|0.165903744|13.65143394|-595.4602985|30.78628757|0.015427326|1262.237791|8.725415617000001|1.0|1.0|0.0|1.0|0.0|2.0|3.0|2.18|0.0|23.0|-8.02|78.87|2.78|2.0|99.61|4.0|-4.98|-5.91|359.35|3.7|1.04e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|3.4067|5.81|3.4067|-1223.125689|585.51|979.35|363.94|0.70345|0.70345|0.6754|-0.13576|0.03426532|-1223.022387|1.5|5.8239
8k_a46|0|0|0|0.0|1|7.727094485|1|1|0.300205953|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|0.038616352|-0.061030265|-0.397337564|-0.002099764|10.31928125|1|-0.1017929319999999|-0.030019362|-0.510222233|2|0.73768327|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|-61.98124174|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|19.34993627|0.8265691140000001|-1.985989657|70.036452|-23.74966689|3351.548891|-1424.980013|-17.04077386|0.173430886|15.94634031|-1022.446432|28.73282642|0.0112621819999999|1723.969585|8.080799245|1.0|0.0|1.0|1.0|1.0|2.0|3.94|2.82|0.24|23.0|-8.66|124.17|1.86|1.0|132.47|5.0|-5.74|-6.75|474.58|3.29|1.82e-06|0.00355|3.45|0.0|2.17e-09|1.03e-06|5.0379|7.63|4.1034|-1845.257085|742.04|1302.56|246.1|0.41618|0.5577300000000001|0.1166|-0.16967|0.04718819|-1845.037411|147.0|6.8327
12bd_a36|1|0|0|3.497517322|0|7.412764017000001|2|2|1.297043358|-0.051990612|-0.006695407|5.351858133|-0.045630197|2|0.04625323|0.025649557|-0.4017244129999999|0.003676818|10.94639828|1|0.042808724|-0.101854847|-0.436345273|1|0.902377067|-0.047786573|0.833398429|0.857993338|0|0.832478093|-0.071083327|-0.099460046|-46.92083391|-65.65179884|11.7156452|83.92365468|0.167521907|110.578217|0.0|0.78244124|-1.989200921|75.7932235|-23.44707102|2772.776922|-1313.035977|-15.47699253|0.21755876|15.34283166|-866.7115819|29.96655829|0.015363883|1678.127264|10.14142465|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.0|0.21|17.0|-7.34|69.2|2.45|1.0|133.68|5.0|-4.54|-6.38|409.49|2.42|2.8600000000000004e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.8786|3.79|3544.0|-1311.560669|706.26|1200.23|319.66|0.69411|0.7044100000000001|0.0058|-0.1459|0.03110617|-1311.352257|17.0|7.7696
4b_a49|0|0|0|0.0|1|7.535296702|1|1|1.343847828|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|2|0.036555556|-0.064060521|-0.402986655|0.001769804|10.92776533|1|-0.10158752|-0.0563571629999999|-0.390006034|2|0.720824193|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|-56.45224362|-55.5653235|14.84890147|41.97072627|0.241850733|148.84640819999998|64.87087098|0.645330839|-1.534835437|71.2971749|-18.89220999|2708.998101|-944.6104994|-11.62716177|0.354669161|14.53457293|-581.3580885|29.27523192|0.02556165|1463.761596|15.73185141|1.0|1.0|1.0|1.0|1.0|1.0|3.37|3.1|0.22|21.0|-7.05|90.13|1.66|1.0|112.36|6.0|-3.81|-7.12|400.43|2.8|0.000155|0.0527|2.28|0.0|8.91e-08|3.570000000000001e-05|4.6422|3.56|3.7413|-1333.026419|664.86|1121.45|267.08|0.4151899999999999|0.68242|0.0615|-0.15635|0.03702033|-1332.8586269999998|79.0|7.1024
16_a20|1|0|0|3.485659565|0|6.842683282|0|0|1.401259527|-0.014660441|-0.004705049|4.727387819|0.00695144|2|0.0388043479999999|0.126359252|-0.254072625|8.23e-05|10.93301779|1|0.211127741|-0.070208458|-0.458484451|2|0.7582110409999999|-0.10978034|0.809440795|0.724665638|1|0.915005572|-0.066137353|-0.077793092|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|55.92018945|3.46788153|0.780108103|-1.47806874|60.02453683|-19.44924762|2722.728332|-972.4623811|-12.79619894|0.219891897|15.24926152|-639.8099471|24.9314775|0.013439632|1246.573875|8.84230625|0.0|1.0|1.0|1.0|1.0|1.0|3.5|3.13|0.08|27.0|-10.52|78.25|2.2|2.0|121.69|4.0|-6.06|-5.42|401.46|4.37|8.68e-07|0.0008699999999999|4.69|0.0|3.0500000000000005e-11|1.22e-08|5.9837|4.45|3.5704|-1275.8670960000002|686.59|1174.61|207.2|0.32553|0.69524|0.1958|-0.1481299999999999|0.03385502|-1275.6960869999998|26.0|7585.0
1g_a5|1|0|0|2.942391606|0|6.605297921|0|0|1.4275159730000002|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|0.027447447|-0.011534568|-0.172437603|0.00683534|10.94875199|1|-0.019057802|-0.010807075|-0.242737126|2|0.74740095|-0.067172264|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.070108797|-0.074361785|-37.59983870000001|-39.8807456|10.9506874|74.51397212|0.134079034|71.90752413|0.589719781|0.61393343|-1.11542677|54.34919851|-14.59051668|2243.103668|-598.211184|-7.824996219|0.38606657|13.83149499|-320.82484500000004|23.76563316|0.02697793|974.3909596|14.46845291|1.0|1.0|1.0|1.0|1.0|1.0|2.79|2.12|0.05|23.0|-8.14|63.69|1.57|0.0|96.98|4.0|-4.03|-6.15|328.37|3.09|9.27e-05|0.0206|3.03|0.0|7.190000000000001e-09|2.36e-06|4.7822|2.61|4.1733|-1065.818889|572.15|961.17|259.26|0.4386899999999999|0.66164|0.0504|-0.17042|0.02730461|-1065.727193|115.0|6.9393
17b_a25|0|0|0|0.0|1|6.842683282|0|0|1.3732004619999998|0.001256821|-0.004368141|4.727387819|-0.002108117|2|0.042843137|-0.026412432|-0.266456625|0.005120507|10.93106294|1|-0.044260194|-0.044156525|-0.366585181|2|0.653180996|0.029728702|0.838260077|0.636746066|1|0.882170399|-0.068207754|-0.079392561|-51.71860811|-60.19950116|12.04068508|99.61874923|0.1178296009999999|89.34443096|87.61586206|0.724866184|-1.6672437880000002|73.52844745|-22.17876359|3100.8813760000003|-1264.189524|-16.81707305|0.275133816|18.52147096|-958.573164|30.59704545|0.0175785369999999|1744.031591|13.32894629|1.0|1.0|1.0|1.0|1.0|1.0|3.56|3.25|0.11|27.0|-10.04|96.49|2.0|2.0|135.78|7.0|-5.32|-6.53|458.51|3.78|4.75e-06|0.00394|3.61|0.0|9.08e-11|4.16e-08|5.4236|5.89|3961.0|-1483.830524|781.08|1329.35|228.6|0.31395|0.6594800000000001|0.1741|-0.16408|0.04272963|-1483.630939|101.0|6.9957
17d_a50|0|1|1|0.0|2|8.105609402|2|2|1.338814635|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.031990741|0.006071856|-0.140830095|0.012079|10.94500663|2|0.009780681|-0.200725906|-0.2294807539999999|1|0.754575205|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|86.38197811|0.75405703|-1.535398758|57.5414543|-17.74731987|2824.70142|-1064.839192|-12.30823045|0.24594297|12.62170017|-738.4938272999999|23.53577933|0.013178555|1412.14676|9.139672835|0.0|1.0|1.0|1.0|1.0|0.0|4.07|3.68|0.35|20.0|-7.07|51.77|2.71|2.0|133.19|6.0|-4.5|-6.25|424.54|3.68|3.17e-05|0.00557|3.72|0.0|8.55e-08|3.63e-05|4.0506|3.41|4.0506|-1335.962757|727.15|1263.22|306.09|0.66103|0.66103|0.1819|-0.16716|0.02625058|-1335.713194|74.0|7.1308
3_a27|0|0|0|0.0|2|6.605297921|0|0|1.402697639|0.124551908|-0.00648099|4.59511985|-0.096132106|2|0.040512821|-0.172132163|-0.27868256|0.009082086|10.93782973|1|-0.296039263|-0.1984716939999999|-0.479874452|2|0.640545265|0.038685745|0.8759548629999999|0.610158103|1|0.862115922|-0.06145119|-0.086153958|-31.82136336|-44.61323499|9.960129259|10.71226495|0.137884078|71.40072181|57.97805043|0.733853752|-1.292309364|54.32114618|-16.72996312|2294.213272|-669.1985248999999|-8.663302268999999|0.266146248|11.64968556|-346.53209080000005|22.79740761|0.018747239|911.8963045|9.707911187|1.0|0.0|1.0|0.0|1.0|0.0|3.03|3.11|0.05|21.0|-5.89|65.6|2.18|0.0|97.71|3.0|-3.7|-6.41|329.36|2.74|0.0002|0.0339|2.67|0.0|1.29e-06|0.000423|5.5045|4.92|3962.0|-1081.88481|547.92|931.06|225.24|0.34864|0.6734600000000001|0.2208|-0.16457|0.02032437|-1081.794829|4.0|8.3979
LY580276_a4|0|0|0|0.0|1|7.535296702|1|1|1.344599701|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|-0.063298854|0.010217376|10.94681614|1|0.064209689|-0.019747846|-0.191806286|1|0.5162208110000001|0.019144144|0.847526918|0.518109998|0|0.8685269959999999|-0.057317455|-0.071023484|-27.6229776|-34.22831819|4.207217677|11.22286434|0.131473004|63.36073061|82.46094409|0.8478469959999999|-1.065352257|38.23432817|-13.51117823|1948.220005|-513.4247728|-6.511436537000001|0.152153004|9.693623538|-247.4345884|15.93586849|0.008312438|605.5630025|4.0060099860000005|1.0|1.0|0.0|1.0|1.0|0.0|3.01|3.04|0.22|17.0|-6.56|30.71|3.13|0.0|84.74|2.0|-3.67|-5.71|293.34|3.69|0.000213|0.0181|3.35|0.0|2.75e-07|8.08e-05|5.2983|3.64|4.4918|-959.4723321|519.23|865.23|234.01|0.36903|0.68002|0.1842|-0.18746|0.023546627|-959.404416|175.0|6757.0
12az_a36|1|0|0|3.465535084|0|7.412764017000001|2|2|1.297042831|-0.196183836|-0.009570959|5.351858133|-0.040156368|2|0.040566449|0.078817323|-0.593399474|0.000482522|10.95957115|1|0.129156742|-0.176729938|-0.387734368|1|0.884226781|-0.021825174|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|-50.28669997|-75.58351856|24.36575918|60.11023222|0.180836387|126.71905359999998|8.104966044|0.583865006|-1.941527339|99.82512582|-23.45695404|3039.528467|-1360.503334|-16.43719536|0.416134994|15.73229538|-953.3573311|40.17530387|0.034594361|2330.167624|24.24160725|1.0|0.0|0.0|1.0|1.0|2.0|4.96|0.0|0.21|17.0|-6.79|87.66|1.42|1.0|136.74|7.0|-4.11|-7.13|441.49|1.75|7.75e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|3.8863|2.68|3.6095|-1461.962459|737.12|1252.18|319.03|0.69385|0.70333|0.0146|-0.14879|0.02800521|-1461.750394|58.0|7.2366
8c_a32|1|1|1|3.46252244|0|7.765993078999999|0|0|0.609420757|0.080016722|-0.0093793719999999|5.733341277|-0.04699673|0|0.036711712|-0.026467635|-0.459589251|-0.003484915|10.31100269|3|-0.047650724|-0.0852122769999999|-0.578242111|0|0.788133615|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|-46.47597924|-58.93213925|9.818219446|126.6561213|0.198252488|119.85432240000002|78.19443734|0.600684883|-1.267244762|74.36515033|-16.654735000000002|2571.62241|-766.1178102000001|-10.06868562|0.399315117|12.81496717|-463.1595384|27.72624296|0.025527931|1275.407176|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|19.0|-7.65|140.04|1.1|1.0|110.47|7.0|-5.82|-6.45|397.52|3.56|1.5e-06|0.0164|3.21|0.0|2.23e-08|8.86e-06|3.5673|4.28|3.5673|-1880.733377|646.97|1090.0|347.56|0.70135|0.70135|0.3272|-0.14712|0.03115673|-1880.597039|37.0|7.4318
