molecula|NaaNH|n9FaHRing|SaaNH|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
4f_a49|0|0|0.0|7.535296702|1.343848013|2.066693174|0.010266272|-0.008903208|-0.087045007|0.038839506|1.5830545580000002|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|0.69044503|0.7927086309999999|0.114367229|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.089955514|0.480786546|0.016591015|-48.83888562|9.007637695|142.7551002|-0.033471819|4.89045046|-30.33918719|60.18871783|64.88887164|0.437355335|2458.261097|400.1675422|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|6.302023735|5422.650822|-424.2517893|0.020905063|-237.0468572|467.1194103|11.34983222|0.0|1.0|3.07|21.0|-6.54|3.8|80.9|2.03|1.0|0.0|0.0|3.0|27.0|-6.6|-4.09|0.0365|0.0289|2.64|0.0|-0.06954|-1179.23587|-1179.201105|575.01|334.21|0.39584|0.68474|-1179.029099|0.0579999999999999|1.7833|-0.22471|-1179.080799|0.04|7.3979
1m_a5|1|0|2.934162514|6.605297921|1.3047206409999998|0.0|-0.252787668|-0.002410445|-0.005518104|0.026339869|0.0|0.006422789|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.042813643|0.07132816|-0.2274929269999999|2|0.691858366|0.7824502320000001|-0.022280685|0.851987765|0.63664685|0|0.8823955520000001|-0.071478865|0.429612762|0.009030414|-37.65438054|4.7571353730000006|61.95289543|-0.028977918|2.506013299|-19.69180207|46.74648368|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|841.0375686000001|-8.041608085|0.26152627|6.911100301|4584.808374|-297.5394992|0.0172594319999999|-251.2513491|383.4128238|9.092103139|1.0|0.0|2.69|23.0|-8.63|4.85|54.46|2.4|1.0|0.0|0.0|3.0|24.0|-5.71|-4.74|0.00996|0.00607|3.69|0.0|-0.0507699999999999|-1410.912452|-1410.88022|553.42|281.89|0.4527899999999999|0.45426|-1410.783167|0.2373|1939.0|-0.22857|-1410.833395|43.0|7.3665
13_a15|0|0|0.0|0.0|1.4356889940000002|0.0|-0.139434143|-0.006348913|-0.031457366|0.029206349|0.0|0.001806571|-0.031047852|10.95980212|0.005149745|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0.009456191|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.098053528|0.708462114|0.016196467|-61.86632281|10.21906987|72.25096855|-0.033811561|6.447664726|-27.279882500000003|72.41636305|53.45565817|0.482317225|3028.485145|558.6934137000001|-1237.326456|3581.589629|-13.46007201|0.244716567|5.21465994|7196.400881999999|-780.6841766|0.01672103|-322.1392954|830.7967967000001|10.55004024|1.0|1.0|4.13|24.0|-8.9|6.69|59.51|2.52|2.0|0.0|0.0|6.0|34.0|-5.26|-6.1|0.000214|0.000357|5.32|0.0|-0.03946|-1450.756042|-1450.727602|674.36|482.03|0.63827|0.70626|-1450.399387|0.0003|3.5479|-0.15229|-1450.462642|6.0|8.2218
12o_a36|1|0|3.444418304|7.412764017000001|1.297042837|0.0|0.01340619|-0.0100574069999999|-0.079716275|0.040770975|0.0|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|-0.01854899|0.848816593|0.817582774|0|0.7592112809999999|-0.10624773|0.514457955|0.023402195|-76.51720886|16.85373064|173.4105814|-0.03541591|12.13767506|-42.554984000000005|95.66406176|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|0.333537155|7.322888607|6622.134304|-1047.013252|0.026586303|-239.7655413|757.7532208|19.1468529|0.0|0.0|4.97|17.0|-6.93|1.65|98.3|1.49|1.0|0.0|0.0|7.0|33.0|-7.66|-3.64|128.0|0.0997|1.85|0.0|-0.05456|-1440.969954|-1440.926241|728.07|320.16|0.36719|0.67273|-1440.671057|0.2888|4.9237|-0.21151|-1440.734965|0.04|7.3979
5a_a50|0|1|0.0|7.927685046000001|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|-0.017108794|0.038040936|2.475383677|0.012640587|-0.256097122|10.93256969|-0.130929632|2|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|0.699970832|0.788709546|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|-0.065209836|0.2814514|0.010185297|-34.7974024|5.435098605|16.06582337|-0.022747617|2.900288114|-11.08625592|44.17662122|26.21058426|0.4528093929999999|2246.106104|517.556163|-521.9610361|1605.985157|-6.477439183|0.33472483|5.892775027000001|4770.917486|-278.5298849|0.017576522|-176.38892919999998|462.1867149|9.379218813|1.0|1.0|3.5|20.0|-6.24|4.33|35.64|2.62|0.0|0.0|0.0|2.0|25.0|-5.83|-4.5|42.0|0.0102|3.46|0.0|-0.02487|-1029.930364|-1029.905844|582.98|308.73|0.39948|0.6725399999999999|-1029.734933|0.1156|3.9843|-0.19146|-1029.786489|4.1|5.3872
1_a3|0|0|0.0|6.823286122000001|0.6195934120000001|0.0|0.079857077|-0.006053652|-0.073036903|0.034166667|2.194605012|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|0.057919092|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.0925710269999999|0.521474118|0.008036786|-42.54530997|3.693677623|102.8341051|-0.034105115|1.697600903|-20.88467272|49.05980305|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|0.207914282|4.984064981|4510.611026|-273.7513925|0.014174378|-268.4830832|373.1494221|6.514493077999999|1.0|0.0|3.83|16.0|-5.77|1.85|77.1|1.52|0.0|0.0|0.0|2.0|22.0|-6.87|-3.3|261.0|154.0|1.83|0.0|-53.0|-1273.316428|-1273.290432|496.09|320.83|0.30619|0.68912|-1273.1763970000002|0.0096|2.2332|-0.21886|-1273.22339|724.0|6.1403
9d_a40|0|0|0.0|7.515889085|0.604992329|1.839557351|0.007834411|-0.003961493|-0.022152094|0.045555556|0.89023715|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.223631751|0.8221990920000001|0.55759121|1|0.941627612|-0.071656839|0.002088915|0.010749826|-36.92750973|5.539796446|30.08152399|-0.031613312|2.854868966|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|-553.912646|336.6614768|-8.395657932|0.133579429|8.023385851|4401.742338|-285.4523697|0.0087217999999999|-377.6610668|346.9019309|4.49467719|1.0|1.0|3.25|20.0|-7.0|5.09|58.43|4.07|1.0|0.0|0.0|2.0|22.0|-4.62|-5.65|0.0002399999999999|0.000727|5.16|0.0|-0.06906|-1677.551678|-1677.540538|542.19|370.51|0.4557199999999999|0.69986|-1677.429981|0.4025|6.2032|-0.20781|-1677.48058|107.0|6.9706
6e_a40|0|0|0.0|8.421342866|0.604892975|1.75595616|0.128035402|-0.0148450439999999|-0.074872854|0.039160494|0.744550501|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.289988439|0.8988141140000001|0.648802794|1|0.74620476|-0.1164147119999999|0.376602018|0.015875595|-76.50178121|10.43262695|166.7812216|-0.04873174|6.85578763|-46.34235117|84.95203628|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.133008824|6.972949117000001|7585.605268000001|-904.9148811|0.012858969|-482.3355765|587.7345677999999|8.450255075|1.0|1.0|3.98|14.0|-4.63|3.72|173.43|2.12|2.0|2.0|1.0|5.0|30.0|-6.09|-5.58|8.31e-06|0.00124|4.4|0.0|-0.09682|-2831.191706|-2831.156883|671.95|419.59|0.67187|0.67187|-2830.986514|0.3625|8.3311|-0.2164|-2831.048968|18.0|7.7447
47r_a18|0|0|0.0|7.03438793|0.403924645|0.0|0.029358241|-0.0058631659999999|-0.216996268|0.035706215|0.0|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|-0.048143486|0.8075001|0.7554975009999999|0|0.769578222|-0.087091542|0.26560995|0.0155038689999999|-65.12700692|11.59378448|172.30927739999998|-0.031669652|8.669825595|-46.92606587|81.99788849|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|-17.70979622|0.311925149|9.819988422|7727.455993|-1168.846551|0.0225607039999999|-281.2845386|1005.982493|16.87088158|1.0|1.0|4.55|18.0|-7.46|3.76|111.03|2.23|3.0|1.0|0.0|9.0|36.0|-6.12|-5.64|0.0001139999999999|0.00117|4.59|1.0|-0.0522799999999999|-1964.841529|-1964.813473|790.57|391.06|0.69545|0.69545|-1964.443758|0.6007|2.3873|-0.18249|-1964.516246|231.0|6.6364
12e_a40|0|0|0.0|7.515889085|0.604990524|1.6315143930000002|0.061944605|-0.015461694|-0.262526337|0.04020202|0.665270062|-0.013162335|0.130516751|10.31197242|-0.192362496|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.788800541|-0.279310345|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.122830115|0.284429447|0.015096495|-66.68049019|8.195398107|119.4966772|-0.048387621|4.4490161310000005|-38.96782748|78.14505956|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|-14.26008524|0.209181178|8.014314957|5478.52313|-470.5828129|0.021118537|-315.75223450000004|348.3847394|11.46456937|1.0|1.0|3.27|20.0|-6.04|4.84|98.89|2.93|2.0|0.0|0.0|2.0|24.0|-5.26|-5.64|0.000113|0.00086|4.72|0.0|-0.07296|-2248.276958|-2248.244231|552.91|409.82|0.6826|0.70157|-2248.154966|284.0|2.5946|-0.19912|-2248.206714|1.17|5.9318
6a_a40|0|0|0.0|8.421342866|0.604893625|1.78213955|0.117890918|-0.014623575|-0.077397672|0.035707071|0.775942224|-0.001347823|0.104332675|10.30179985|-0.230955427|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.801647855|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.117413572|0.360858579|0.016399125|-73.33687786|10.24294396|166.2999483|-0.049149867|6.397774285|-42.542782200000005|81.37714586|78.35465194|0.41480944|2936.1501780000003|458.303126|-1320.063801|2536.88262|-19.17478857|0.132148181|6.945713476|7059.617542|-824.5159087000001|0.012872604|-459.522754|557.4018948|8.040268001|1.0|1.0|3.99|14.0|-4.05|3.07|173.43|1.62|2.0|2.0|1.0|5.0|29.0|-6.32|-4.99|3.47e-05|0.00457|3.77|0.0|-0.0926|-2371.579899|-2371.560378|649.48|415.55|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|6.9379|-0.21255|-2371.443161|0.04|7.3979
14ad_a23|0|1|0.0|7.423568444|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|-0.028065075|0.0444129979999999|0.735584095|0.008996289|-0.05348283|10.31321689|-0.031279567|2|0.009675528|0.2086248289999999|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|-0.050707765|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.085840335|0.224009311|0.033831691|-61.35364811|24.18091285|80.67170209999999|-0.029653934|17.28310144|-30.226481300000003|85.20135045|66.47100256|0.46995189|3209.330728|634.0697778|-1165.7193140000002|2339.533586|-15.14887177|0.424119041|8.661363236|7308.229822|-833.1879476|0.033365494|-108.4705382|770.8206617000001|23.84770234|0.0|1.0|3.73|26.0|-7.6|4.03|123.48|2.42|2.0|1.0|0.0|7.0|34.0|-6.68|-5.08|0.000753|0.0038799999999999|3.52|0.0|-0.06925|-1858.957788|-1858.942973|747.83|366.09|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|5.2331|-0.20659|-1858.733603|4.0|8.3595
27c_a34|0|0|0.0|7.412764017000001|1.4335249819999998|1.996958431|0.02583752|-0.014036512|-0.1450543259999999|0.041728395|0.0|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.631065353|-0.12597014|0.32643486|0.0304948179999999|-84.73908278|20.51361454|248.17931940000005|-0.042782312|13.79934071|-51.69246989|100.1948155|97.35782216|0.424716257|2921.328444|424.51250080000005|-1525.30349|2477.818875|-19.35960719|0.261802571|8.808655321|6308.331369|-1026.059181|0.022975949|-320.4669239|673.8038326000001|15.45573273|1.0|1.0|3.55|23.0|-7.67|3.34|104.29|1.71|1.0|0.0|0.0|6.0|32.0|-6.85|-4.45|0.00759|0.0151|2.9|0.0|-0.03792|-1426.521813|-1426.482676|709.72|316.4|0.68683|0.70336|-1426.246896|0.0093|7.6204|-0.19682|-1426.31053|0.8|6.0969
47k_a18|0|0|0.0|7.03438793|1.25117623|0.0|0.029145635|-0.0067578909999999|-0.0605329409999999|0.033777778|0.0|0.003047962|-0.02822032|10.94702256|-0.008576013|0|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0|0.762665453|0.721697829|-0.014398731|0.753132457|0.737517943|0|0.8309354040000001|-0.088346874|0.3533268229999999|0.015080484|-69.77479556|11.91029894|133.5242222|-0.030255779|9.406543039|-40.74641317|84.23875372|63.50225571|0.467246896|3245.964586|656.2580564|-1744.369889|2009.418849|-18.87222501|0.284695579|9.777177947|7575.637462000001|-1377.672426|0.018313855|-340.0872332|1167.054827|14.46395816|1.0|1.0|4.66|18.0|-8.44|3.17|88.97|2.82|3.0|2.0|1.0|11.0|38.0|-6.41|-5.33|0.000742|0.0023899999999999|4.26|1.0|-0.04359|-1664.756029|-1664.728002|842.29|400.63|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|4.1818|-0.17135|-1664.341238|29.0|7.5376
8_a27|1|0|2.599100867|6.605297921|1.406757715|1.7626247169999998|0.188762686|-0.008444078|-0.077396262|0.039673203|1.21499748|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|0.64927069|1|0.776384028|-0.092265073|0.3608031339999999|0.021852066|-43.96130162|10.41179748|106.5457267|-0.035880862|4.960882344|-17.86879446|53.20197882|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|-8.145716531|0.248298166|5.016799703|4522.989286999999|-293.2457951|0.019394143|-239.8554499|326.3351007|9.240677197|0.0|0.0|2.79|21.0|-6.28|2.48|76.46|2.19|0.0|0.0|0.0|2.0|23.0|-6.73|-3.52|178.0|0.0907|2.0|0.0|-0.05015|-1004.515654|-1004.489001|507.76|300.38|0.64893|0.64893|-1004.385302|0.2336|3.0415|-0.21973|-1004.432889|6.0|8.2218
11c_a31|1|0|3.336985072|7.765993078999999|0.6101368770000001|0.0|0.069254998|-0.0184155389999999|-0.141329185|0.037731481|0.0|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.825336018|0.839810365|-0.139933586|0.8906705429999999|0.787929678|0|0.564143263|-0.14043574|0.3608415239999999|0.034256743|-82.24513417|20.06220362|255.2562173|-0.042457317|11.74927853|-47.33176279|99.31985763|100.8824395|0.47997061|2470.585429|330.3862551|-1069.186744|1770.045716|-14.56188764|0.323910768|7.259183801|5329.481371|-626.1611682999999|0.029155542|-206.2506659|449.7512005|17.07472346|1.0|1.0|3.51|16.0|-5.84|3.64|125.57|1.03|1.0|0.0|0.0|6.0|26.0|-6.56|-3.98|0.00285|39.0|2.82|0.0|-0.03532|-1559.3980869999998|-1559.353434|622.22|321.61|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|5289.0|-0.19526|-1559.253116|0.13|6.8861
12b_a50|0|1|0.0|7.927685046000001|1.397986833|4.058595679|-0.19841119|-0.002929899|-0.0016330379999999|0.034845679|2.112397566|0.01164808|-0.101728189|10.94501743|-0.115659308|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|0.804535572|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|-0.066155918|0.24516882|0.0214891|-33.25880166|10.80329197|37.24447201|-0.0237482779999999|5.43117764|-11.52561607|47.12729492|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|4672.843578|-234.0844297|0.027586169|-73.59089223|388.171611|13.86849326|1.0|0.0|3.31|20.0|-5.49|3.42|48.53|2.02|0.0|0.0|0.0|2.0|24.0|-6.44|-3.84|215.0|45.0|2.5|0.0|-0.02974|-1006.664619|-1006.641541|539.15|315.44|0.6016199999999999|0.6581|-1006.501585|0.0777|4.0567|-0.19425|-1006.550688|4.74|5.3242
12aa_a36|1|0|3.4172704080000003|7.412764017000001|1.297043479|0.0|0.033952382|-0.011588438|-0.135770278|0.042560386|0.0|-0.006653538|0.010538281|10.95446449|-0.013898809|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|-0.023185884|0.888163057|0.849217847|0|0.688945241|-0.117270578|0.4679233379999999|0.023617545|-80.19356964|16.1504726|212.7097172|-0.04126187|11.04423694|-49.88002793|96.18613736|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|8.05947774|6438.603019|-1041.942197|0.023386634|-316.3903377|689.2886595|15.99256772|0.0|0.0|4.83|17.0|-6.14|0.98|112.29|1.28|1.0|0.0|0.0|6.0|32.0|-7.79|-3.45|129.0|152.0|1.55|0.0|-0.05111|-1401.662677|-1401.617177|701.99|318.73|0.6931|0.6931|-1401.389257|0.4446|3.5904|-0.20829|-1401.45065|9.0|8.0458
12_a1|1|0|3.3894574360000003|7.423568444|1.430936075|0.0|-0.0455890429999999|-0.011221829|-0.02164054|0.036382114|0.0|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.093957115|0.817998205|0.7534284040000001|0|0.765121385|-0.104724018|0.210514881|0.033770552|-60.78517756|19.60151089|136.3310784|-0.039894864|11.37734536|-32.50125347|74.99749378|75.59644237|0.46449367|2592.245875|444.1009824|-972.562841|1825.150911|-13.44063462|0.275333347|7.679719277999999|5468.378562|-564.5066541|0.024485753|-260.8074567|473.040639|14.21231622|1.0|1.0|3.29|23.0|-8.2|4.41|83.82|1.67|2.0|0.0|0.0|3.0|28.0|-6.02|-4.75|0.00379|0.00649|3.54|0.0|-0.07042|-1216.12881|-1216.099134|607.42|390.57|0.69114|0.69763|-1215.922313|0.2821|7.7454|-0.19916|-1215.975876|2.95|5.5302
17b_a50|0|1|0.0|7.934155233999999|1.348984601|4.35392516|-0.145258626|-0.002181823|0.013050204|0.032052154|2.206759705|0.012409091|-0.152660972|10.94500663|-0.15040528|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.07555585|0.4220781729999999|0.0128994089999999|-52.58062823|8.976922737999999|47.42733742|-0.02681014|6.247196459|-23.14256283|59.65808461|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|6059.076348|-805.0189948|0.010169967|-422.2639022|862.3868512|7.077456382|1.0|1.0|4.17|20.0|-7.54|4.92|51.77|2.71|3.0|0.0|0.0|8.0|32.0|-6.09|-4.91|0.00763|0.0052|3.96|0.0|-0.0318|-1337.1910779999998|-1337.164673|752.09|306.75|0.6269899999999999|0.66195|-1336.833957|0.1758|6.3333|-0.19879|-1336.899093|122.0|6.9136
1g_a5|1|0|2.942391606|6.605297921|1.4275159730000002|0.0|-0.203595168|-0.003919036|-0.010620031|0.027447447|0.0|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.074361785|0.39389953|0.020418692|-39.8807456|10.9506874|71.90752413|-0.027205531|5.8729303|-20.16505667|54.34919851|48.55052611|0.4713154089999999|2243.103668|464.3994751|-598.211184|832.7655896000001|-7.824996219|0.38606657|7.312498266|4639.260975|-320.82484500000004|0.02697793|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|2.79|23.0|-8.14|4.21|63.69|1.57|0.0|0.0|0.0|4.0|25.0|-6.15|-4.2|0.0304|0.0206|3.03|0.0|-0.0393|-1065.846194|-1065.818889|572.15|297.09|0.4386899999999999|0.66164|-1065.675316|0.0504|3.4883|-0.20972|-1065.727193|115.0|6.9393
14d_a23|0|1|0.0|7.423568444|1.197963465|3.405551724|0.058368697|-0.005343003|-0.026530366|0.043538647|0.758207139|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|0.01180744|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|-0.088996384|0.829764975|0.6906097959999999|1|0.921694462|-0.078282292|0.213597535|0.018596017|-51.58357156|12.25371621|51.59888942|-0.032878563|8.074501042|-23.33262837|61.49227899|47.66288948|0.454495683|2878.955374|607.3441532|-1083.255003|2261.37838|-14.27606695|0.209653392|7.832720777|6459.554383|-713.8033475|0.015037275|-382.6437544|666.0036144999999|9.908707432|0.0|1.0|3.52|26.0|-7.78|4.33|105.02|3.24|2.0|1.0|0.0|5.0|31.0|-6.1|-5.25|0.000608|0.0023899999999999|3.94|0.0|-0.0725799999999999|-1669.24571|-1669.224874|696.21|3688.0|8.1555|8.1555|-1668.983743|336.18|5.6156|-0.22152|-1669.045136|4.0|8.4001
12f_a36|1|0|3.50900085|7.412764017000001|1.297042537|0.0|-0.066269699|-0.006773586|-0.032343041|0.039061728|0.0|0.003676818|0.012286423|10.95389399|-0.06756661|1|0.0045625|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|0.821599443|-0.1188384119999999|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.100276611|0.3416917479999999|0.01784834|-66.16123807|11.77610852|103.2191714|-0.035813075|7.769727312|-30.92312428|76.51015325|58.64442871|0.464240353|2770.818472|556.5681681|-1323.224761|2380.393255|-15.59012402|0.219698129|7.416874811|6000.985822|-873.0469447999999|0.015685228|-369.879252|729.1873176|10.34891518|1.0|0.0|4.94|17.0|-7.36|2.45|69.2|2.45|1.0|0.0|0.0|6.0|31.0|-6.33|-4.57|0.0102|0.0109|3.47|0.0|-0.05035|-1311.57896|-1311.550167|699.88|339.27|0.37095|0.70126|-1311.285102|0.0231|5.9228|-0.20046|-1311.345557|11.0|7.9586
2_a1|0|0|0.0|7.535296702|1.348828131|2.233384354|-0.049975995|-0.004621682|-0.014296455|0.0409444439999999|0.0|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.077270452|0.220315042|0.011282631|-35.17029414|5.135384136|87.29479691|-0.026492726|2.337413146|-12.89184641|43.24570924|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|3920.383175|-192.096651|0.017741989|-176.9692239|299.6692382|8.075415099999999|1.0|0.0|2.91|17.0|-6.18|4.12|30.71|2.49|0.0|0.0|0.0|2.0|21.0|-6.04|-3.78|243.0|0.0466|2.76|0.0|-0.02966|-920.2093796|-920.184721|489.42|303.31|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|3.5853|-0.19826|-920.123726|5.8|5.2366
LY364947_a10|1|0|2.949609552|6.605297921|1.390175303|0.0|-0.278922508|-0.00235945|-0.00390904|0.0273958329999999|2.084955541|0.007575|0.010202602|10.9303125|-0.006198347|1|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.012096774|0.7792035190000001|0.681525895|1|0.8431045490000001|-0.075303751|0.449473391|0.009678082|-33.26705198|4.275500834|69.31194102|-0.029665114|1.88879448|-15.02735938|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|839.5356408|-5.78950507|0.276515344|4.702575386|3903.496845|-191.05366730000003|0.018707677|-197.4583104|287.99188260000005|8.264519015|1.0|0.0|2.46|21.0|-7.2|3.69|54.46|1.74|0.0|0.0|0.0|2.0|21.0|-6.02|-3.86|0.0789|0.0374|2.74|0.0|||||||||||||59.0|7.2291
12b_a30|0|0|0.0|7.412764017000001|0.604984682|0.0|0.047132642|-0.007353271|-0.06631353|0.042804233|0.0|0.001139238|-0.037209579|10.31162898|-0.072247675|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.824373792|-0.1240820219999999|0.880943609|0.64876559|0|0.764737577|-0.09915679|0.383979687|0.017341789|-62.96700664|11.01246349|149.39744040000002|-0.038448551|6.99318589|-33.68855323|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|0.201479318|7.393647884|6275.380072|-759.7264385|0.01584525|-379.1359902|618.6004214|10.06212472|1.0|1.0|4.63|17.0|-6.9|3.18|81.65|3.2|2.0|0.0|0.0|5.0|30.0|-6.02|-5.01|0.00171|0.00405|3.97|0.0|-0.05351|-1675.0107779999998|-1674.977262|673.18|352.16|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|3.7327|-0.20289|-1674.838225|7.0|8.1543
