molecula|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Lipinski|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14aa_a23|7.423568444|0|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|-0.026892547|0.031136154|0.758549568|0.013012022|10.313217300000002|2|0.012103325|0.055934795|-0.074579388|-0.13397874|2|0.725358161|0.055269665|0.8072028240000001|0.693959193|1|0.924108042|-0.076107469|0.204831806|0.018016316|-51.83122853|51.68445972|8.355923226|83.27171526|0.796659447|-24.18971469|47.78906871|0.4930525229999999|629.3423691|2263.821505|-14.65218978|0.203340553|6651.23042|138.4803717|-776.5660584|27.00633206|0.013786041|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|1.0|3.68|0.12|26.0|-8.16|4.4|4.63|3.45|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|4.0|-5.92|0.0|0.0|4.1|5.9e-07|0.0|4.1|715.57|345.03|0.4157|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0
9n_a24|6.605297921|0|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|0.001099755|-0.141205159|0.0|0.008307337|10.94875265|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|2|0.786587307|0.048359202|0.804201677|0.755793189|0|0.904556598|-0.0777274979999999|0.331008994|0.017608478|-52.53031811|64.50319929|8.042526681|24.72120326|0.652126509|-23.79925701|47.11530904|0.4331595789999999|611.3234977000001|1361.307012|-12.28894317|0.347873491|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|631.9206508|14.83518955|1.0|1.0|1.0|1.0|1.0|2.6|0.17|23.0|-8.64|4.41|4.14|1.42|1.0|0.0|114.29|0.0|1.0|7.0|-4.14|5.0|-6.47|0.0|1.0|3.13|7.2e-05|0.0|2.59|686.19|302.2|0.2522|587.05|0.44042|0.63085|-1238.856882|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|19.0|7.7212
8b_a32|7.765993078999999|0|0|0.609420757|0.0|0.113639567|-0.009362305|-0.057200812|-0.008128765|2.123714284|-0.003484915|10.31100269|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.060636167|0.8966299409999999|0.7507116140000001|1|0.788218098|-0.108971309|0.253018806|0.016711528|-68.4085006|132.9495116|6.585851946|68.21751748|0.669149204|-33.50038167|63.85535908|0.458155153|494.8166492|2275.886421|-12.13650094|0.330850796|5619.400983|207.6969342|-558.2790432999999|28.89166873|0.021225152|557.1050635|13.32443194|1.0|1.0|1.0|1.0|2.0|3.04|0.26|19.0|-7.65|6.49|4.19|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.83|4.0|-6.44|1.0|0.0|3.61|1.47e-06|0.0|4.22|671.54|349.82|0.2943|558.16|0.70285|0.70285|-1880.539698|-0.14717|846.0|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208
33_a20|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.023539095|0.148855442|2.0219022580000003|0.009265667|10.93244905|1|0.008780074|0.248715569|-0.036258691|-0.060582944|2|0.616352201|-0.0854333469999999|0.802353442|0.607038752|1|0.9493896|-0.069838312|0.399354817|0.012738882|-45.72654913|33.13709773|5.46110745|64.93395624|0.759356182|-25.26187502|46.92331405|0.465855239|621.611679|2274.654579|-11.3769728|0.240643818|5916.443448|157.56124519999997|-568.84864|22.88265911|0.013564844|664.4562602999999|8.881565237|1.0|1.0|1.0|1.0|0.0|3.59|0.08|27.0|-9.69|5.33|5.39|2.61|2.0|0.0|121.62|0.0|1.0|4.0|-5.6|4.0|-5.58|0.0|0.0|4.28|2.48e-06|0.0|4.07|689.51|318.99|0.6157|563.98|0.27375|0.6129|-1275.602977|-0.15959|3.5714|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685
17a_a22|6.842683282|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|-0.092107225|-0.054347074|1.67348685|0.00220634|10.94643739|1|0.0027615779999999|-0.089641194|-0.076790454|-0.126659773|2|0.830653242|0.155547571|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.08790445|0.345497724|0.0140462319999999|-60.0620365|96.01444244|6.55749888|0.0|0.710958975|-33.68866751|58.9027164|0.485943988|587.2505892999999|1934.881271|-14.39939974|0.289041025|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|0.01931764|784.2697099|13.19906822|1.0|0.0|1.0|1.0|1.0|-3.24|0.15|27.0|-9.13|3.93|4.93|2.01|2.0|1.0|128.29|0.0|1.0|7.0|-4.75|5.0|-6.39|0.0|1.0|2.25|1.7899999999999998e-05|0.0|5.13|731.19|887.46|185.0|577.52|0.46268|0.71303|-1407.8711|-0.06214|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862
1_a3|6.823286122000001|1|1|0.6195934120000001|0.0|0.079857077|-0.006053652|-0.073036903|-0.004409693|2.194605012|-0.006610844|10.33805862|0|-0.005006707|-0.007705076|0.05038525|0.08803837|2|1.005427002|-0.126299711|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.0925710269999999|0.521474118|0.008036786|-42.54530997|102.8341051|1.697600903|0.0|0.7920857179999999|-20.88467272|49.13501083|0.4490711529999999|356.76228530000003|1162.737831|-7.203984013|0.207914282|4510.611026|95.55665364|-273.7513925|19.78900457|0.014174378|373.1494221|6.514493077999999|1.0|0.0|1.0|1.0|1.0|0.0|0.18|16.0|-5.77|2.28|1.85|1.52|0.0|0.0|91.52|0.0|2.0|2.0|-3.07|4.0|-6.87|0.0|0.0|1.5|0.0008529999999999|0.0|2.08|496.09|320.83|0.1775|316.61|0.30619|0.68912|-1273.1763970000002|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403
LY364947_a10|6.605297921|0|0|1.390175303|0.0|-0.278922508|-0.00235945|-0.00390904|0.0938628109999999|2.084955541|0.007575|10.9303125|1|0.006909045|0.1625645369999999|0.04209715|0.072909639|2|0.706034038|-0.072740964|0.7792035190000001|0.681525895|1|0.8431045490000001|-0.075303751|0.449473391|0.009678082|-33.26705198|69.31194102|1.88879448|0.0|0.7234846559999999|-15.02735938|38.29163558|0.486715511|372.4595738|839.5356408|-5.78950507|0.276515344|3903.496845|122.1566022|-191.05366730000003|18.1140017|0.018707677|287.99188260000005|8.264519015|1.0|0.0|1.0|1.0|1.0|1.88|0.0|21.0|-7.2|3.97|3.69|1.74|0.0|0.0|82.56|0.0|1.0|2.0|-3.54|3.0|-6.02|0.0|1.0|2.8|0.00029|0.0|||||||||||||||59.0|7.2291
12m_a30|7.412764017000001|2|2|0.6049842529999999|0.0|0.096631895|-0.01047558|0.024086432|-0.1305457069999999|0.0|0.001371944|10.31162838|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|1|0.817497287|-0.036924662|0.893689741|0.770326886|0|0.783260049|-0.103359773|0.415971907|0.027352277|-70.1324196|147.06395700000002|12.59296644|237.0982213|0.773732767|-39.32844052|76.52074257|0.44976016|531.4632661|2370.879718|-18.66147291|0.226267233|6658.711303|153.52847759999997|-951.7351184|35.54574762|0.019500715|683.7405759|13.2317657|1.0|1.0|1.0|0.0|1.0|0.0|0.13|17.0|-6.42|3.4|2.48|2.06|2.0|1.0|133.52|0.0|1.0|6.0|-6.0|6.0|-6.22|0.0|0.0|2.36|1.01e-06|0.0|3.88|714.92|349.29|255.0|578.87|0.33392|0.68404|-1742.965888|-0.15042|3.6891|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114
12_a4|7.535296702|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|-0.271149771|-0.0334644329999999|1.587386096|0.005795666|10.31168324|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|2|0.5687812560000001|-0.036425699|0.8749408470000001|0.531333552|1|0.805238097|-0.074699711|0.636722126|0.01168879|-44.33087544|115.5823166|4.116653575|7.519189887|0.717772573|-24.74343259|48.6306683|0.470780296|477.8721263000001|1962.933988|-9.127388465|0.282227427|6390.233612|167.4891205|-447.2420348|21.42753878|0.015603795|608.4548423|9.260141177|1.0|1.0|1.0|1.0|0.0|2.94|0.23|21.0|-7.84|3.69|4.98|2.17|1.0|0.0|113.02|0.0|1.0|4.0|-4.18|5.0|-6.84|0.0|0.0|3.3|6.57e-05|0.0|6.12|640.67|325.57|0.1194|503.28|0.63967|0.68825|-1617.57796|-0.16224|7.8701|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0
8b_a50|7.860570786|1|1|1.398299046|2.021915391|-0.115740384|-0.0045301379999999|-0.009597908|-0.096039086|1.98971238|0.006841944|10.945024|2|0.007057361|-0.170496134|-0.065440141|-0.116174481|1|0.753629415|-0.027207307|0.8836675340000001|0.71043578|1|0.845349082|-0.078068703|0.267094693|0.021513107|-37.39727879|74.08248511|4.93661461|0.0|0.6717097959999999|-16.66636363|45.09730487|0.428882006|404.9478761|1401.458274|-6.966723542|0.328290204|4446.001554|157.2609748|-250.8020475|21.65129387|0.024280552|339.5806858|11.63112165|1.0|0.0|1.0|1.0|1.0|1.69|0.06|20.0|-5.94|3.14|3.41|1.79|0.0|0.0|89.78|0.0|2.0|2.0|-3.44|3.0|-6.32|0.0|1.0|2.51|0.000359|0.0|2.11|515.81|296.58|0.1717|353.17|0.5533|0.59283|-967.212701|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675
12ah_a36|7.412764017000001|2|2|1.297013411|0.0|-0.050415481|-0.007648622|-0.043678703|0.078459408|0.0|0.0005016269999999|10.95983779|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|1|0.8941919290000001|0.011674455|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.1059368909999999|0.271553945|0.0184777819999999|-68.45222166|110.8777131|7.714903458999999|0.0|0.768906425|-31.66734951|60.9481085|0.468162246|535.2826672|2334.380591|-15.92320089|0.231093575|6015.129321|149.3235124|-796.1600443|32.04915319|0.017909528|629.5017194000001|11.57242717|1.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.18|3.35|2.54|2.51|1.0|0.0|128.76|0.0|1.0|5.0|-4.44|4.0|-6.49|0.0|1.0|2.34|3.64e-05|0.0|3.79|682.21|328.07|0.6729|532.36|0.40051|0.6970000000000001|-1692.3109559999998|-0.15434|5.4979|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586
12al_a36|7.412764017000001|2|2|1.297043737|0.0|-0.06777947|-0.008463062|-0.04314418|0.1030147719999999|0.0|0.00127667|10.96020817|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.125005134|0.885733922|0.84179881|0|0.801179217|-0.105915949|0.2689491989999999|0.026927826|-69.69632923|130.8308989|11.65999569|0.0|0.671084645|-33.70669917|68.94274882|0.456856406|527.2034213000001|2244.88081|-15.28752554|0.328915355|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|679.7230552999999|17.07995636|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.69|2.77|1.89|1.72|1.0|0.0|130.24|0.0|1.0|6.0|-3.95|5.0|-6.93|0.0|0.0|1.81|0.000113|0.0|2.92|702.95|349.14|0.4466|554.23|0.6945399999999999|0.70417|-1347.196501|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188
12i_a36|7.412764017000001|2|2|1.2401347459999998|0.0|0.043792895|-0.016027043|-0.29543904|0.048138468|0.0|-0.011700732|10.96020192|1|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.141564781|0.87043328|0.624142499|0|0.830964232|-0.117424873|0.332782117|0.01973953|-75.66036485|108.9148111|8.195085212|0.52902639|0.7691298590000001|-35.3196406|67.53484704|0.460246812|535.4151566|2351.232652|-18.95842684|0.230870141|7707.634338|148.7565508|-1023.755049|38.2555363|0.022430221|672.4630346|14.45246358|1.0|1.0|1.0|0.0|2.0|0.0|0.17|17.0|-7.14|3.31|4.04|2.04|2.0|0.0|130.43|0.0|1.0|7.0|-5.2|8.0|-6.4|0.0|0.0|2.65|6.26e-06|0.0|4.86|666.79|330.66|0.5402|504.47|0.34255|0.70134|-1644.954647|-0.1541|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208
19c_a38|7.412764017000001|2|2|1.297043851|0.0|-0.085545751|-0.008177185|-0.04575843|0.02192428|0.0|-0.004442319|10.95429182|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|1|0.7163622890000001|0.073931688|0.908721232|0.6885713729999999|0|0.7591916240000001|-0.108301657|0.396635872|0.024315945|-68.18641054|151.612258|9.638658988|4.848162625|0.7187071909999999|-36.38913762|73.10674676|0.477803802|477.9848537|2660.812979|-15.15175311|0.281292809|6618.350708|177.10114030000005|-772.7394084|33.48483537|0.023120664|640.025745|14.55670345|1.0|1.0|1.0|1.0|3.0|3.0|0.13|17.0|-6.92|3.17|2.42|1.76|1.0|0.0|130.41|0.0|1.0|5.0|-4.35|5.0|-7.13|0.0|0.0|2.57|4.46e-05|0.0|3.23|652.09|323.53|0.2961|517.28|0.2597|0.6279899999999999|-1424.1880119999998|-0.15612|2495.0|-0.21303|0.03740877|-1424.247603|3.2846|9.0|8.0348
2_a4|6.605297921|1|1|1.189716144|0.0|-0.072708147|-0.00708265|-0.103346554|0.08246129|0.0|-0.001386521|10.95268469|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|1|0.930871261|0.11821091|0.847373823|0.912872667|0|0.742518847|-0.105102755|0.442778552|0.006330673|-44.27948986|108.4760726|1.123639184|0.0|0.843107708|-20.83662681|52.12536246|0.3961813179999999|312.82106489999995|910.3327882|-6.736463618999999|0.156892292|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|284.26458360000004|4.657326379|0.0|0.0|1.0|0.0|2.0|0.0|0.27|12.0|-4.83|2.12|0.83|1.63|0.0|0.0|79.59|0.0|2.0|2.0|-2.18|4.0|-6.69|0.0|1.0|1.24|0.0066|0.0|2.46|458.73|384.69|0.1315|333.36|0.4682|0.6885600000000001|-819.771754|-0.14614|1.7717|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086
3c_a32|7.765993078999999|0|0|0.6094207970000001|0.0|0.025890116|-0.006923974|-0.048337951|-0.0522536959999999|2.224112182|-0.00017094|10.31100278|3|0.00124359|-0.097512832|-0.0779821129999999|-0.145525719|0|0.831186295|-0.003205869|0.901864778|0.774363061|1|0.888766719|-0.0943910459999999|0.216289509|0.015118975|-48.52416391|57.18235134|3.995552912|0.0|0.693952122|-17.94949454|42.68833949|0.423167668|456.8935699|1393.156794|-7.622115192000001|0.306047878|4598.027604999999|157.331845|-274.3961469|21.36577928|0.018316536|370.5811396|9.416090047|1.0|1.0|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|6.61|4.68|1.7|1.0|0.0|93.05|0.0|1.0|3.0|-6.18|3.0|-5.35|0.0|0.0|4.02|6.65e-07|0.0|3.02|544.22|352.54|0.5017|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|3123.0|-0.1970599999999999|0.02415856|-1633.348356|5.0659|9.0|8.0458
9i_a24|7.153833802|0|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|2.01e-05|-0.076024544|0.0|0.004814196|10.96661275|2|0.005891639|-0.140841749|-0.1818753839999999|-0.336939175|2|0.783500303|0.139004845|0.898194715|0.73094562|0|0.8260893640000001|-0.069812876|0.379687415|0.025118046|-33.00219474|82.21166337|5.613069697999999|1.634015079|0.499238289|-14.44881966|42.43894111|0.468272544|390.5119445|761.9885477000001|-5.506205845|0.500761711|4155.922671|236.7218826|-187.2109987|23.33121014|0.038195951|295.8603625|18.05612763|1.0|0.0|1.0|1.0|1.0|1.36|0.0|22.0|-6.05|2.42|2.72|0.67|0.0|0.0|82.17|0.0|1.0|3.0|-2.6|4.0|-7.01|0.0|1.0|1.73|0.00248|0.0|1.13|501.48|299.06|0.2373|363.15|0.58977|0.6755800000000001|-945.174716|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
28_a20|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|-0.006492092|-0.114439513|0.091462964|1.650185059|0.002234763|10.94963925|1|0.002695258|0.155263557|-0.016955137|-0.028782305|3|0.715067047|-0.104458316|0.812553182|0.690655217|1|0.7817507370000001|-0.091179288|0.3962228229999999|0.014682607|-60.85602167|145.66665480000003|6.540604536|88.39175809|0.773641727|-38.44343857|67.39863895|0.468838001|521.7658603|2449.815677|-15.62203369|0.226358273|6348.941881000001|151.0788711|-812.3457521|30.25452396|0.016673728|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-8.8|3.93|4.01|1.73|1.0|0.0|122.8|0.0|1.0|5.0|-4.42|5.0|-6.96|0.0|0.0|3.04|3.77e-05|0.0|4.64|704.42|346.35|0.2354|531.85|0.50352|0.4701899999999999|-1368.085242|-0.15572|3.5284|-0.21814|0.03534166|-1368.146882|4.7428|255.0|6.5935
19a_a38|7.412764017000001|2|2|1.297044508|0.0|-0.084389038|-0.007986407|-0.082283951|0.054257043|0.0|-0.002526241|10.96083376|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|1|0.724208473|0.031696119|0.8741648479999999|0.698414933|0|0.747152898|-0.108300308|0.298938581|0.022142322|-64.73159672|151.1278869|7.910363161|0.0|0.744796537|-30.69910427|64.59623135|0.465829126|446.57675660000007|2304.055966|-13.92853534|0.255203463|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|3.0|2.56|0.14|17.0|-6.86|3.13|2.55|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|4.0|-6.77|0.0|0.0|2.68|7.209999999999999e-05|0.0|3.41|628.65|339.65|0.2668|466.55|0.6329100000000001|0.68835|-1331.94466|-0.15108|4.7986|-0.20379|0.03338983|-1332.002093|6.0223|0.01|8.0106
19h_a38|7.412764017000001|2|2|1.297044177|0.0|-0.088176988|-0.007781653|-0.082283951|0.14165187|0.0|-0.002526241|10.96083376|1|-0.000673716|0.303981987|-0.101303149|-0.217394466|1|0.724208473|-0.054149342|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.109986804|0.3263113569999999|0.021234963|-64.79649453|132.7728693|7.370099699|0.0|0.75379331|-28.533396600000003|60.94327866|0.47459722|456.3568442|1839.424968|-13.74247449|0.24620669|6253.901215|145.047677|-687.1237247|30.94580137|0.020207411|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|3.0|2.43|0.14|17.0|-6.86|3.13|2.55|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|4.0|-6.77|0.0|0.0|2.66|7.209999999999999e-05|0.0|3.41|626.65|350.65|0.2355|452.01|0.68472|0.69012|-1331.941646|-0.1467099999999999|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348
13c_a6|7.412764017000001|1|1|1.424213869|0.0|-0.046663393|-0.010619065|-0.0122495089999999|0.049627353|0.0|-0.003346018|10.95129637|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|1|0.845481322|0.085414885|0.8353837409999999|0.7995080809999999|0|0.786809832|-0.111231609|0.22875443|0.030547186|-75.71763296|145.12291069999998|14.15496611|567.1031411|0.772032541|-43.38886312|84.53371376|0.466844407|535.5975578|3135.546462|-18.47751526|0.2279674589999999|6204.855629|155.1821156|-979.308309|35.15921372|0.018354398|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|2.0|2.53|0.16|23.0|-9.4|5.38|4.57|1.5|2.0|0.0|121.6|0.0|1.0|6.0|-5.95|5.0|-5.88|0.0|0.0|3.64|1.11e-06|0.0|4.5|719.8|339.5|0.5471|596.15|0.48478|0.7008800000000001|-1389.122252|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367
11_a33|7.686621335|0|0|0.609352951|0.0|-0.151505631|-0.008708023|-0.039406316|0.055664124|1.979284901|-0.003303432|10.31100126|3|-0.00103193|0.105574347|-0.122478641|-0.232296883|0|0.8389087140000001|0.003391835|0.921896958|0.781083337|1|0.857287241|-0.104881435|0.229250542|0.033701864|-50.94714637|69.3240686|7.95236684|0.0|0.552878386|-16.71585694|50.78279943|0.4673066279999999|416.4353629|979.349175|-7.278840251|0.447121614|4880.001461|217.193541|-247.4805685|27.10262364|0.035341374|335.4799765|17.16740584|1.0|1.0|1.0|1.0|1.0|2.31|0.13|19.0|-6.23|5.77|4.13|0.89|0.0|0.0|89.77|0.0|1.0|3.0|-5.48|4.0|-5.97|0.0|0.0|3.28|3.32e-06|0.0|1.93|506.55|353.74|0.5408|378.1|0.70381|0.70381|-1669.202327|-0.14132|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|5.0|8.3188
13c_a5|6.605297921|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|-0.0090268969999999|-0.010689086|0.0|0.005288472|10.94530327|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|2|0.705487111|0.003545487|0.822789227|0.6775573359999999|0|0.80019672|-0.076591149|0.4148662979999999|0.023143526|-50.50012762|131.7396496|10.06137448|51.93687546|0.551328235|-33.60884086|66.23254483|0.46617977|527.6071331999999|1235.709541|-10.8855893|0.448671765|5989.714507|295.8302846|-566.0506435|29.94524142|0.0302745689999999|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|2.58|0.17|23.0|-8.09|4.23|3.29|1.16|1.0|0.0|120.88|0.0|1.0|5.0|-3.55|5.0|-7.28|0.0|0.0|2.68|0.0002839999999999|0.0|3.99|676.53|294.18|509.0|513.33|0.41594|0.51479|-1351.008469|-0.17324|2.3276|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101
13j_a6|7.412764017000001|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|-0.154502515|0.07522656|0.0|-0.011017781|10.95129557|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|1|0.8744720490000001|-0.063948098|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.129511589|0.205764388|0.03111288|-86.54032868|251.937353|13.89184843|114.6910805|0.7841668409999999|-53.67779048|101.1210779|0.433600896|416.2679342|2634.320708|-20.73032827|0.215833159|6276.316063|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.0|2.26|0.12|23.0|-8.5|4.16|3.54|1.18|1.0|0.0|120.17|0.0|1.0|6.0|-5.03|5.0|-6.81|0.0|0.0|2.82|9.32e-06|0.0|4.94|712.52|348.28|0.2857|555.0|0.69993|0.7045100000000001|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|10.9731|262.0|6.5817
1i_a5|6.605297921|0|0|1.219028472|0.0|-0.145964178|-0.006494891|-0.31059482|0.018196138|0.0|-0.0012491689999999|10.94550053|1|-0.000700145|0.059972925|0.001493879|0.004923698|2|0.525406088|-0.058385936|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|62.64191946|2.575548983|0.213644964|0.759459597|-28.32266298|55.43870932|0.4697279689999999|494.6981114|942.1618767|-11.09187646|0.240540403|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|403.396385|10.96226516|1.0|0.0|1.0|1.0|1.0|2.04|0.05|23.0|-8.88|5.48|6.37|2.73|2.0|0.0|95.49|0.0|1.0|4.0|-4.79|6.0|-5.73|1.0|0.0|4.12|1.6100000000000002e-05|0.0|3.58|569.42|283.08|0.7585|443.05|0.4571199999999999|0.50107|-1288.210207|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198
18_a10|7.78113851|2|2|1.243178376|2.142254323|-0.182332901|-0.00309846|0.0307177839999999|-0.092424959|2.026949641|0.009941402|10.92966688|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|2|0.7155022459999999|0.048377088|0.832812971|0.6886547670000001|1|0.885552955|-0.076052353|0.656664457|0.019095409|-48.27152552|72.64119073|7.692822451|123.3621791|0.641615544|-23.18149476|48.64284759|0.4670293179999999|562.0732377|2137.914113|-10.02718922|0.358384456|6213.631543|227.471785|-551.4954071000001|24.62214943|0.020666062|713.2632062000001|13.11704755|0.0|1.0|1.0|1.0|0.0|3.41|0.32|21.0|-7.88|4.65|4.66|2.14|1.0|0.0|119.81|0.0|1.0|5.0|-4.48|5.0|-6.34|0.0|1.0|3.67|3.34e-05|0.0|2.65|687.19|326.47|0.2962|504.61|0.37729|0.6866300000000001|-1336.126835|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861
19_a47|6.842683282|0|0|1.402889494|1.445775615|-0.038804671|-0.00973456|-0.227538423|0.027033021|1.174354482|-0.013020816|10.95058274|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|2|0.635684951|-0.024256505|0.8873627890000001|0.614975047|1|0.639642891|-0.104459947|0.270767873|0.026805875|-57.87554797|199.6541807|8.228498913|66.13355777|0.637832605|-32.2945343|73.14028211|0.463378097|354.3911695|1238.799875|-11.45202794|0.362167395|5846.960345|200.6571609|-480.9851737|32.40636867|0.03295186|428.5826478|18.25682461|0.0|1.0|1.0|1.0|2.0|1.72|0.05|21.0|-6.92|2.49|3.84|1.67|1.0|0.0|99.2|0.0|1.0|5.0|-3.67|6.0|-7.22|0.0|0.0|2.34|0.000214|0.0|3.51|571.23|322.68|0.3243|412.31|0.68924|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|6.3247|0.05|7.3
