molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
7_a15|0.0|0|0|0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.0|1|0.035075075|0.145944639|0.0|-0.0013239329999999|10.95880715|0.0019353679999999|0.002150323|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.841400327|-0.110819329|0.403524276|0.036600739|-41.29775265|-61.50761094|20.31436245|103.8062879|0.158599673|56.30310755|0.448664402|-22.92132733|85.26222186|-14.70834175|2330.667514|466.9990754|-676.5837204|-8.163512395|0.551335598|0.657158418|5097.868552|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|3.14|0.15|18.0|-7.19|3.38|4.64|2.0|0.0|99.77|1.0|-4.83|26.0|5.0|-5.72|352.38|1.0|1.46e-05|0.00516|0.0|0.0|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.385377|580.73|1000.95|330.67|0.3463|499.86|0.64652|0.0169|-0.18454|-1184.224637|1631.0|6644.0
3_a3|0.0|0|0|0|7.285506549|0|0|0.605000514|0.0|0.159413311|-0.010040064|5.283203728999999|1|0.034259259|-0.015653979|2.063441043|-0.007818326|10.31154314|0.069435247|-0.006362643|0.041786524|0.081380229|-0.599804962|1|0.913546349|0.8083172479999999|-0.082619043|0.7538064790000001|-0.098797066|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|228.5396864|0.246193521|75.88125246|0.7000038270000001|-22.30683222|55.67251784|-15.98657012|2092.406045|343.74795510000007|-495.58367360000005|-7.290134722999999|0.299996173|0.709760196|4677.617255|136.8031103|-225.9941764|22.83783244|0.023287455|-182.4099648|707.9728057|302.8386149|10.6194566|1.0|2.39|0.0|20.0|-6.15|5.0|4.07|0.0|0.0|88.36|1.0|-5.48|21.0|3.0|-5.88|310.4|1.0|3.32e-06|0.00103|0.0|0.0|0.000218|-0.0637|1.92|3.3475|-1592.904586|491.26|817.21|370.38|0.2383|316.65|0.29441|0.0851|-0.20969|-1592.839065|2.8045|5.93
27_a47|0.0|0|1|1|6.842683282|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|4.727387819|3|0.0304347829999999|-0.067535989|1.807806182|0.001861676|10.95005714|0.013336016|0.002350172|-0.077485193|-0.157688306|-0.280944221|2|0.6636125860000001|0.804224077|0.0436226579999999|0.846469886|-0.079484997|0.337815064|0.016506051|-40.35526807|-50.87821306|10.56549582|20.73428323|0.153530114|3.180329084|0.700732763|-25.8313393|63.02085767|-18.2393594|2804.020752|541.8239522999999|-966.6860481|-11.67498331|0.299267237|0.906398657|6433.288104|191.5604557|-618.7741154|26.02898047|0.018969968|-256.9774086|1379.535965|682.9868225|12.14264461|1.0|3.52|0.26|21.0|-8.82|4.18|5.07|2.0|0.0|125.17|1.0|-4.81|31.0|5.0|-6.34|436.91|1.0|1.5399999999999998e-05|0.00674|0.0|0.0|6.55e-07|-0.05814|2.97|3.8125|-1778.1049670000002|673.27|1165.54|325.21|0.4007|517.82|0.40976|0.1839|-0.21594|-1777.891054|5.2214|5.6
4_a27|0.0|0|0|0|6.823286122000001|0|0|1.4008954130000002|3.294369174|0.082486268|-0.006181204|4.727387819|2|0.0456410259999999|-0.273119343|1.274166982|0.00991794|10.93736915|-0.01660383|0.010329671|-0.2030237389999999|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.07759915|0.852604338|-0.078787867|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|0.1473956619999999|58.27512057|0.682485674|-15.48073439|51.33640873|-14.56891559|2273.715366|441.4418013|-611.8944548999999|-7.543156957000001|0.317514326|0.799110312|4988.6278600000005|164.3952417|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|10.54344507|1.0|3.08|0.16|21.0|-6.22|2.94|2.8|0.0|0.0|97.55|1.0|-3.57|25.0|4.0|-6.51|331.37|1.0|0.000266|0.0882|0.0|0.0|0.0002|-0.0449899999999999|4.63|4.1288|-1083.138303|555.75|946.77|300.29|0.2002|445.65|0.36899|0.1741|-0.21533|-1083.01571|3.9202|8.3979
13_a12|0.0|0|0|0|0.0|0|0|1.508548782|0.0|0.202052156|-0.0069874069999999|0.0|2|0.037948718|-0.21832579|0.0|0.000830398|10.96083169|0.021322992|0.002279068|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.90006391|-0.092483398|0.122164874|0.008188151|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|1812.788134|441.2142447|-634.6992622|-8.408963103|0.117007826|0.874625469|3647.657976|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|3.656774794|1.0|2.64|0.12|18.0|-7.14|3.63|3.9|1.0|0.0|84.74|1.0|-4.26|21.0|3.0|-5.49|276.34|1.0|5.520000000000001e-05|0.0152|0.0|0.0|2.01e-05|-0.04445|3.83|3.9329|-876.3661620999999|532.86|867.79|315.25|0.6528|437.91|0.6622399999999999|0.0155|-0.20903|-876.258343|1.5686|7.0315
15_a4|0.0|0|0|0|7.535296702|1|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|1|0.044357639|0.0432718859999999|0.0|0.009823083|10.94611612|0.022446689|0.00918585|-0.017259078|-0.038707204|-0.226703465|1|0.5118792910000001|0.772721853|0.095534883|0.867716376|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|0.132283624|86.01453643|0.8438913020000001|-14.29317436|40.03406565|-14.73400655|1973.978183|416.1168833|-530.4242358|-7.065752187|0.156108698|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|0.0|3.01|0.11|17.0|-6.09|4.09|4.4|0.0|0.0|85.06|1.0|-3.82|22.0|3.0|-5.6|291.32|1.0|0.000152|0.0443|0.0|0.0|0.000235|-0.03539|3.8|4.2148|-958.270023|512.65|848.47|294.16|0.1996|396.58|0.4778699999999999|0.0969999999999999|-0.2091199999999999|-958.195344|3.0091|6757.0
8_a15|0.0|0|0|0|0.0|0|0|1.419941362|0.0|-0.208657545|-0.009853404|0.0|1|0.039181287|0.155304204|0.0|1.7800000000000002e-05|10.95880707|-0.014489333|0.003160815|-0.203104439|-0.295062413|-0.342749125|1|0.85357243|0.7059441040000001|0.0937475619999999|0.853896482|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|0.146103518|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|2393.276181|498.6196971|-828.9085544|-9.878130237|0.480572589|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|3.76|0.19|18.0|-7.57|3.9|4.95|2.0|0.0|104.74|1.0|-5.25|27.0|5.0|-5.52|366.41|1.0|5.63e-06|0.00206|0.0|0.0|9.86e-06|-0.02723|3.36|3.7426|-1223.704913|598.84|1050.15|331.28|251.0|538.51|0.5128|0.0155|-0.18303|-1223.523393|1.4589|6.9666
16_a3|0.0|0|0|0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|-0.010031024|4.727387819|2|0.045993266|0.027762972|1.614080058|-0.010377537|10.31163046|-0.018884246|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.142670655|0.6974791290000001|-0.100138414|0.252612735|0.012203576|-53.7971544|-49.45999101|6.027544549|248.6415425|0.302520871|82.16042286|0.8296818009999999|-26.57128935|56.56724056|-20.36587865|2184.788331|344.4962834|-692.4398741|-10.05903863|0.1703181989999999|0.941329444|4733.033232|84.12292796|-342.00731349999995|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|2.59|0.0|21.0|-7.16|4.74|4.57|0.0|0.0|90.44|1.0|-4.98|23.0|4.0|-5.89|322.36|1.0|1.05e-05|0.0033799999999999|0.0|0.0|2.25e-05|-0.07095|3.19|3.2208|-1371.388717|520.28|856.09|384.94|0.3866|368.22|0.6944100000000001|0.3866|-0.2029|-1371.297964|3613.0|7.3768
5b_a49|0.0|0|0|0|7.853604813|2|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|5.777652323|2|0.034466231|-0.072128552|1.926253727|0.005836378|10.9297646|0.059834711|0.006696215|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|-0.006962617|0.7969332440000001|-0.076494119|0.615864196|0.020319986|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|69.07083505|0.608694741|-24.11745318|59.85065205|-15.28671785|2764.188493|468.4133145|-764.3358925|-8.985071494|0.3913052589999999|0.905459892|6225.302624|229.9974239|-449.2535747|25.1139312|0.025332565|-127.7749783|1255.69656|612.7019937000001|14.88971719|1.0|2.9|0.22|21.0|-7.24|2.98|2.87|1.0|0.0|122.26|1.0|-3.3|30.0|4.0|-7.24|396.44|1.0|0.000496|0.1969999999999999|0.0|0.0|2.3e-05|-0.04453|3.92|3.9209|-1292.139616|633.92|1093.32|316.21|0.4653|451.32|0.39241|0.0747|-0.20701|-1291.929428|6.1996|7.5528
3c_a49|0.0|0|0|0|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|5.4161004020000005|2|0.036335697|-0.04696024|1.879769411|0.006218639|10.92976555|0.0127926339999999|0.006470561|-0.0612829229999999|-0.101919761|-0.384874446|2|0.666785606|0.802792677|0.005559828|0.7963363840000001|-0.074135885|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|89.34479838|0.203663616|77.29181095|0.637222556|-23.47658531|54.85343388|-14.4326528|2521.794855|455.3990518|-678.3346816000001|-8.253567879|0.362777444|0.919925763|5544.351498|207.4607002|-387.9176903|22.64931248|0.021783913|-156.9462939|1064.517686|542.7276591|12.45751629|1.0|2.67|0.18|21.0|-7.54|3.63|3.87|1.0|0.0|109.43|1.0|-3.45|28.0|4.0|-6.93|369.42|1.0|0.0003509999999999|0.13|0.0|0.0|1.07e-05|-0.0606|3.99|3842.0|-1198.668772|613.33|1046.53|322.71|0.4321|456.22|0.32539|0.0729|-0.21913|-1198.484646|3.7789|7.0605
5e_a40|0.0|0|0|0|8.149890544|0|1|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0|0.044526749|-0.106497535|0.7768055559999999|0.009890343|10.31198323|0.029272031|0.008306061|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|-0.402340487|0.864422751|-0.089724264|0.0499188609999999|0.019851304|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|51.7148695|0.8223594679999999|-17.38723451|48.81318333|-17.06741495|1986.384601|411.0778166|-512.0224486000001|-8.116440327000001|0.177640532|0.914944155|4158.984115|84.47727896|-243.4932098|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|6.144645946|0.0|2.73|0.21|14.0|-4.65|4.3|3.74|1.0|1.0|79.16|2.0|-4.78|20.0|3.0|-5.66|303.77|1.0|1.66e-05|0.00505|0.0|0.0|0.00678|-0.07231|4.99|3.7138|-1637.197299|493.19|802.38|333.85|0.5262|390.33|0.69675|0.5262|-0.2201699999999999|-1637.162552|10282.0|7.6021
12ad_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042846|0.0|-0.040810025|-0.01083262|5.351858133|2|0.040787037|0.046496301|0.0|-0.001148437|10.95445455|0.010723827|0.000906224|-0.136151085|-0.227404687|-0.478461478|1|0.817851296|0.832674224|0.1563642469999999|0.760267769|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|81.68309557|0.656407461|-41.30726219|96.81391944|-25.88878839|3041.082692|538.2749789|-1449.77215|-18.32944602|0.343592539|0.912420081|6569.653402|243.2659577|-1026.448977|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|0.0|0.0|0.17|17.0|-6.62|2.7|1.67|1.0|0.0|135.03|1.0|-4.18|33.0|6.0|-7.18|439.47|0.0|6.579999999999999e-05|0.0289|0.0|0.0|0.000106|-0.05406|4.5|3.8512|-1460.8311199999998|737.53|1236.64|321.93|0.6073|588.2|0.27316|0.2532|-0.21044|-1460.610659|6.8996|7.7696
14s_a23|0.0|0|1|1|7.423568444|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|2|0.045277778|0.049317519|0.740898446|0.010682694|10.31321812|-0.064006338|0.009263715|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|0.7837821840000001|0.096014944|0.92763624|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|0.07236376|82.55990607|0.7748161659999999|-22.64965286|62.75905983|-21.9751589|2954.0751370000003|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|0.890072438|6938.271179|144.457092|-662.5696522999999|28.36177131|0.017330177|-352.5931977|1333.003252|633.3278634|11.11743642|1.0|3.66|0.05|26.0|-7.99|4.0|4.67|2.0|1.0|125.29|1.0|-6.13|31.0|4.0|-6.03|445.93|0.0|7.49e-07|0.000334|0.0|0.0|4.55e-06|-0.07783|4.1|3.6828|-2089.521231|668.66|1164.32|336.66|0.3669|528.82|0.60323|0.3669|-0.22933|-2089.352478|6.4428|8.5482
12_a1|0.0|1|0|0|7.423568444|1|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|1|0.036382114|0.076867966|0.0|-0.0038943009999999|10.94945122|-0.051772288|-0.001416381|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.045776997|0.765121385|-0.104724018|0.210514881|0.033770552|-55.99493147|-60.78517756|19.60151089|133.6600817|0.234878615|477.1158679|0.724666653|-32.50125347|74.99749378|-23.15625812|2592.245875|444.1009824|-972.562841|-13.44063462|0.275333347|0.867391557|5468.378562|159.81230209999998|-564.5066541|31.95435864|0.024485753|-260.8074567|1342.083063|473.040639|14.21231622|1.0|2.72|0.05|23.0|-8.2|4.87|4.41|2.0|0.0|103.47|1.0|-4.98|28.0|5.0|-6.02|366.37|1.0|1.04e-05|0.00379|0.0|0.0|2.3e-06|-0.07042|3.67|3.1744|-1216.12881|607.42|1018.84|390.57|0.5867|482.51|0.69114|0.2821|-0.19916|-1215.975876|10.1801|5.5302
17a_a10|0.0|0|0|0|7.535296702|2|2|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|5.4161004020000005|3|0.036545455|-0.082914437|1.863045777|0.009206558|10.92970797|0.031632653|0.01029375|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.029106767|0.8538249840000001|-0.082689376|0.463842217|0.020088947|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|87.61514901|0.564726042|-27.70403316|76.48633670000001|-16.70343549|3154.628148|603.6608262999999|-1052.3164359999998|-11.80945728|0.4352739579999999|0.967815851|7078.918870999999|307.7420338|-743.9958084|29.57794442|0.0254938|-91.52361858|1863.410498|911.2106544|18.02431251|1.0|3.66|0.33|21.0|-7.32|3.31|2.5|1.0|0.0|142.16|1.0|-3.68|35.0|6.0|-7.43|468.55|0.0|0.00021|0.0986|0.0|0.0|2.22e-05|-0.04641|3.95|3.9887|-1524.557372|767.6|1326.24|310.84|0.2142|603.73|0.32889|0.0867|-0.21203|-1524.252023|5.3803|7.3098
4_a47|0.0|0|0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|0.0|2|0.038479532|-0.158636969|1.42341819|-0.007295208|10.93671044|0.011775922|-0.006506051|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.783871003|-0.095209424|0.874200878|-0.092556319|0.444849947|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|0.0|0.806604393|-23.10213311|57.78603076|-19.18327632|2306.463316|475.6168721|-805.6976052|-10.43683449|0.193395607|0.67265584|5254.939281|105.2186243|-438.3470487|23.78275706|0.013656479|-333.62177030000004|998.8757964|471.7712484|7.429930428|1.0|3.01|0.05|22.0|-8.79|4.83|5.71|2.0|0.0|106.52|1.0|-5.92|26.0|3.0|-4.99|361.82|1.0|1.21e-06|0.0004379999999999|0.0|0.0|5.81e-07|-0.05606|4.44|3.73|-1509.453558|576.9|988.42|332.4|0.2304|432.89|0.45947|0.2221|-0.21076|-1509.3147789999998|5.4892|7.5
13m_a6|0.0|1|0|0|6.842683282|0|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|2|0.0446875|0.021526267|1.617900191|-0.0093684169999999|10.9505335|-0.018628955|-0.00687003|-0.068956229|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|0.156982046|0.715612461|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|12.95736535|91.22689385|0.2843875389999999|95.67846949|0.7362989999999999|-48.09294654|89.65257305|-26.40980394|2951.567781|498.9881336|-1426.129413|-18.41524497|0.263701|0.926594475|6412.592679|183.8755989|-994.4232282|35.8683143|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|2.18|0.08|27.0|-9.67|4.19|3.76|1.0|0.0|127.2|1.0|-4.64|33.0|5.0|-7.23|435.48|1.0|2.27e-05|0.00987|0.0|0.0|9.35e-08|-0.07137|4.27|3.3359|-1423.762467|726.28|1231.54|371.67|275.0|546.69|0.66475|0.1924|-0.20954|-1423.511471|6.5243|8.0
30_a47|0.0|0|1|1|6.842683282|0|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|2|0.038387534|0.013114301|1.192095911|-0.0098410169999999|10.95005723|0.0467853809999999|-0.008325552|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|76.90733636|0.679447569|-38.96726396|81.25550675|-22.9932445|2626.927627|407.3992771|-965.7162688|-13.79658605|0.320552431|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|2.12|0.05|21.0|-7.24|2.71|3.93|1.0|0.0|104.25|1.0|-4.22|28.0|5.0|-6.95|396.81|1.0|6.05e-05|24.0|0.0|0.0|2.28e-05|-0.0564299999999999|3.89|3.7159|-1696.12008|615.85|1032.35|333.66|0.3566|478.04|0.6944899999999999|0.3566|-0.20813|-1695.9887|3.6487|7.9
8b_a8|0.0|1|0|0|7.535296702|1|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|1|0.040054466|0.019958073|0.0|-0.0055544409999999|10.94650923|-0.03443232|-0.003593429|0.049587543|0.079250224|-0.5058761820000001|1|0.758899977|0.778853499|0.097555876|0.558354653|-0.11627069|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|89.09854311|0.781454722|-48.85837649|84.97574547|-29.07602182|2863.095568|342.0904577|-1424.7250689999998|-17.8141788|0.218545278|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|2.93|0.09|23.0|-7.13|3.65|3.03|1.0|0.0|114.18|1.0|-4.77|31.0|5.0|-6.87|414.41|0.0|1.6899999999999997e-05|7.0|0.0|0.0|3.04e-05|-0.06114|6.41|3.2992|-1407.0843|640.35|1098.17|375.8|0.2618|488.56|0.57234|0.1515|-0.19921|-1406.887058|7.4497|5.2941
3_a47|0.0|0|0|0|0.0|0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|2|0.03308642|-0.013350303|1.416887578|-0.008828261|10.93671092|0.013073797|-0.007967014|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|0.854727481|-0.0948001|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|4.514659074|98.29790989|0.145272519|1.139378223|0.7849694909999999|-22.85956767|58.22383723|-19.12022366|2243.894237|448.2137648|-745.6887227000001|-10.02652614|0.2150305089999999|0.67722658|5022.029588|112.7606591|-391.0345195|24.35791949|0.016230658|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|2.89|0.0|22.0|-8.42|4.32|5.4|1.0|0.0|101.55|1.0|-5.54|25.0|3.0|-5.16|347.8|1.0|2.86e-06|0.000995|0.0|0.0|1.33e-06|-0.05717|4.12|3.7284|-1470.137664|556.65|941.44|332.54|0.2342|402.58|0.52977|0.2182|-0.2119|-1470.0192869999998|5.3274|6.5
6a_a40|0.0|0|0|0|8.421342866|1|2|0.604893625|1.78213955|0.117890918|-0.014623575|6.401917197|0|0.035707071|-0.146542353|0.775942224|-0.001347823|10.30179985|-0.230955427|-0.001171195|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.801647855|-0.012261923|0.733750993|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|-30.69915817|2936.1501780000003|458.303126|-1320.063801|-19.17478857|0.132148181|0.708845065|7059.617542|82.54016015|-824.5159087000001|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|8.040268001|1.0|3.01|0.21|14.0|-4.05|4.38|3.07|2.0|2.0|120.14|2.0|-7.11|29.0|5.0|-6.32|442.53|1.0|7.85e-08|3.47e-05|1.0|0.0|0.0396|-0.0926|7.73|2.9836|-2371.579899|649.48|1103.4|415.55|0.4015|497.78|0.6782699999999999|0.4015|-0.21255|-2371.443161|9.3893|7.3979
17_a20|0.0|1|0|0|6.842683282|0|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|4.727387819|3|0.0388043479999999|0.065447136|1.652760156|-0.000495713|10.94884838|-0.072863159|0.000922796|-0.116922879|-0.202695123|-0.456415963|3|0.760575852|0.7494736590000001|-0.131511077|0.912053544|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|10.50834496|0.75430388|-27.38007162|64.39681425|-20.699942|2761.976599|598.1153253|-1014.297158|-13.57480888|0.24569612|0.83582343|6012.640572|161.12498630000002|-665.1656349|27.44244402|0.016793117|-333.5397332|1344.679757|637.7803874|11.012753300000002|1.0|2.83|0.08|27.0|-10.14|5.8|4.85|2.0|0.0|119.48|0.0|-5.36|31.0|5.0|-6.09|402.45|1.0|4.4e-06|0.0017699999999999|0.0|0.0|2.9e-08|-0.0706799999999999|4.11|3.3926|-1291.949041|673.68|1157.26|365.45|0.2977|543.09|0.69839|0.2977|-0.21089|-1291.752049|5.3075|5.6478
8b_a31|0.0|1|0|0|7.765993078999999|1|1|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|0|0.041161616|-0.130371116|0.0|-0.010300564|10.31170011|-0.069423138|-0.006785954|-0.05421947|-0.092604362|-0.510259793|0|0.928940547|0.843119174|-0.058494079|0.6076192260000001|-0.132574249|0.281200674|0.03234629|-63.04219151|-69.24221375|16.89414614|129.8921115|0.392380774|472.8995873|0.703469355|-32.92631065|82.21438954|-21.30529654|2189.617009|317.3534883|-830.906565|-11.12754483|0.296530645|0.920410507|4696.728592|154.8750114|-433.9742484|30.28603362|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|1.0|2.71|0.25|16.0|-5.73|4.52|2.74|0.0|0.0|88.64|2.0|-4.05|23.0|5.0|-6.87|328.39|1.0|8.97e-05|0.0294|0.0|0.0|0.00061|-0.0325|1.77|3.8582|-1386.852117|566.18|927.61|321.36|0.2643|439.96|0.70036|0.2643|-0.19265|-1386.734257|5.6001|5.6576
19l_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043246|0.0|-0.086107169|-0.007360265|5.351858133|2|0.04391253|0.103904811|0.0|-0.001197042|10.94917392|-0.032264281|0.000347207|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.032569307|0.799611189|-0.100870929|0.51306986|0.0219046379999999|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|19.55998015|0.7374102309999999|-33.45088372|79.04689476|-24.20618316|2921.048554|518.0872716|-1307.13389|-15.68376675|0.262589769|0.754730276|6705.993411|170.13821069999997|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|696.3887025|13.69020024|1.0|2.7|0.12|17.0|-7.28|4.03|3.09|2.0|0.0|135.78|1.0|-4.94|32.0|4.0|-6.39|427.48|1.0|1.15e-05|0.0049|0.0|0.0|2.25e-05|-0.0603299999999999|4.08|3354.0|-1409.5865199999998|660.04|1164.34|369.66|0.2883|502.31|0.69413|0.0233|-0.2001|-1409.37001|9026.0|7.8633
14b_a50|0.0|0|1|1|7.934155233999999|2|2|1.267593742|4.240438135|-0.092558007|-0.003935732|5.82008293|2|0.030219907|-0.068176984|2.115127752|0.010215823|10.94501788|-0.041169251|0.011249462|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.7887047979999999|0.030057537|0.904076348|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|192.8987555|0.637281054|-21.65397937|64.58491917|-16.75898192|2967.872393|592.81677|-1005.538915|-10.98912227|0.362718946|0.8030515570000001|6737.145102|237.8403928|-659.347336|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|3.64|0.35|20.0|-6.86|3.72|4.81|2.0|0.0|128.39|1.0|-4.6|33.0|5.0|-6.5|441.52|0.0|2.51e-05|0.0111|0.0|0.0|6.12e-05|-0.02486|3.05|4.0775|-1431.068494|718.64|1253.87|304.07|0.1637|533.25|0.55594|0.1373|-0.1936|-1430.7933859999998|6.7927|5.1818
