molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18d_a30|0.0|0|0|0.0|0|0.6049874|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|0.040899471|0.0|-0.385441836|10.31163881|-0.087019298|1|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|0.815003426|-0.001699165|-0.149451598|0.64876559|-0.103191184|-49.44608411|-65.3088221|11.29282624|78.23108693|0.196719738|-0.037906966|0.0|0.783284395|-31.29400567|75.80070349|0.443774287|2848.574353|508.389239|2894.162522|12.69833771|0.797831306|6367.958933|30.62871675|0.016577694|-358.5765637|1500.807121|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.9|3.18|81.65|3.2|127.24|5.0|30.0|-6.02|416.47|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|4.07|3.4682|-1674.987709|1129.46|0.3856|0.69017|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737
1_a6 (SB-431542)|0.0|0|0|0.0|0|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.795744863|-0.122555709|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|105.3125675|0.7531996609999999|-44.47680367|87.15852628|0.472445176|2678.823231|352.3666367|1890.228713|14.26172029|0.895537592|5748.417262|36.46179023|0.02438148|-300.3801761|1640.78056|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|3.63|103.12|1.54|106.85|4.0|29.0|-6.73|384.39|0.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|4.57|3295.0|-1292.553086|1049.69|0.5765|0.69868|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119
12c_a31|0.0|0|0|0.0|0|0.6101358029999999|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|0.040982906|0.0|-0.690412101|10.311698300000002|-0.056866055|2|2|-0.000813398|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|0.066071056|-0.098452311|0.770283733|-0.129736755|-66.41224264|-82.33748068|19.38414321|153.400467|0.334536497|-0.036326291|553.8695417|0.6817087|-42.14855504|97.28775086|0.448512808|2592.4503010000003|422.3366652|1894.297124|14.67172662|0.813278739|5676.394271|33.81868912|0.023556702|-230.6429907|1690.934456|1.0|1.0|1.0|2.0|3.69|3.1|0.35|-7.24|3.7|117.37|1.08|108.16|8.0|28.0|-6.53|398.48|0.0|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|4.6|3.8328|-1618.112841|1138.89|0.2625|0.7007399999999999|-0.15904|1.6786|-0.19288|0.04023903|-1617.951882|2.2908|0.38|6.4202
15a_a22|0.0|0|0|0.0|1|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|1.614660505|-0.280236463|10.9464374|-0.015194063|1|1|0.005757758|-0.097476465|-0.165471815|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.655865336|-0.081705465|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|-0.031425179|65.53409434|0.702735071|-28.45564196|70.12529157|0.444668211|2884.815511|588.2800507999999|2169.226845|14.6895113|0.800725296|6322.278103000001|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|1.0|1.0|1.0|1.0|3.42|2.86|0.08|-9.21|4.31|85.59|1.73|124.05|6.0|32.0|-6.61|420.47|0.0|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|4.98|3.6496|-1368.321775|1189.31|312.0|0.69076|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447
9_a1|0.0|0|0|0.0|0|1.432397289|0.0|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|0.037578348|0.0|-0.282769361|10.94877277|0.016589221|1|1|-0.0018191779999999|-0.044035724|-0.093062585|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.572272366|-0.085722429|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|-0.031896718|0.0|0.7816897429999999|-26.88743664|57.60218193|0.452572261|2387.143654|435.4501351|1739.0376789999998|13.91191974|0.826725116|5063.330971|23.52578164|0.014186995|-324.81308110000003|1011.608611|1.0|1.0|1.0|1.0|2.78|2.66|0.05|-8.98|5.57|58.64|2.74|102.84|4.0|27.0|-5.81|357.38|0.0|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|3.76|0.0|0.0|1.04e-09|5.6|3343.0|-1187.193365|1007.04|0.5409|0.70296|-0.13413|4.1623|-0.21015|0.03294951|-1187.065335|6.4447|6.0|5.2218
3m_a32|0.0|1|1|0.0|0|0.609420748|0.0|0.013867955|-0.006290106|5.733341277|-0.017268778|0.03962963|2.175099216|-0.3082152019999999|10.31100268|-0.078038283|3|3|0.000822186|-0.04918838|-0.086806406|0|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|-0.09390309|-50.60363458|-56.15082133|8.029854976000001|92.61088121|0.201976727|-0.027127559|0.0|0.674468222|-30.25923462|67.1606709|0.4687361229999999|2588.590536|477.1904954|2363.601309|13.31775015|0.882303773|5724.714257|24.05057475|0.018412178|-208.6520032|1082.275864|0.0|1.0|1.0|1.0|3.51|2.93|0.3|-7.38|5.35|128.01|1.74|110.36|3.0|27.0|-6.17|394.51|0.0|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|3.57|0.0|0.0|4.190000000000001e-08|5.1|3.5749|-1863.46877|1073.31|0.2952|0.7026600000000001|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383
SB431542_a8|0.0|0|0|0.0|1|1.401734117|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|0.041909722|0.0|-0.721718925|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.055198015|0.089375589|1|0.76592324|0.762577159|0.229470029|-0.072891515|0.7318727540000001|-0.124595991|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|-0.048754953|89.26670319|0.7608280590000001|-45.98111161|89.64885355|0.476091179|2801.428659|338.38158389999995|1947.072021|14.04829994|0.908729075|6203.505123|38.35632812|0.025179219|-312.2404091|1764.391093|0.0|1.0|0.0|2.0|3.35|2.75|0.05|-6.76|2.72|112.23|1.9|109.21|4.0|30.0|-7.04|400.39|0.0|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|||||||||||||79.08|4.1019
16h_a32|0.0|1|1|0.0|0|0.609420754|0.0|0.217139852|-0.015656019|5.733341277|-0.098975084|0.039958333|2.075726759|-0.7828009570000001|10.31100268|-0.022634676|3|3|-0.002310082|-0.123297852|-0.219947482|0|0.804503712|0.832040698|-0.003188883|-0.03617945|0.7619492790000001|-0.121464999|-51.56009529|-77.17316899|13.31708433|70.02855767|0.200808492|-0.038765425|35.90298920000001|0.7359051059999999|-32.75886858|90.15529448|0.459750275|2709.44587|507.7688359|3282.554439|12.42028916|0.850995852|6151.056721|33.46862873|0.020432929|-299.7661014|1573.02555|0.0|1.0|1.0|2.0|3.61|3.45|0.26|-7.0|4.6|149.27|1.12|111.95|7.0|28.0|-6.22|413.52|0.0|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|0.0|9.89e-08|4.54|3.6182|-1955.970762|1130.4|0.2914|0.70219|-0.14972|3516.0|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655
12p_a36|0.0|0|0|0.0|0|1.297044387|0.0|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|0.042804233|0.0|-0.432950771|10.96052769|-0.0433009009999999|1|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.828371596|-0.035871448|-0.074349074|0.698414933|-0.108380023|-51.98017377|-68.22905781|12.71795723|83.24921731|0.251561167|-0.039016808|0.0|0.759126153|-32.72335782|80.40682298|0.475504684|2774.926334|471.1687161|2308.958924|14.3885803|0.906594718|5922.775161|32.35623052|0.019344052|-326.2581567|1617.811526|0.0|0.0|0.0|2.0|4.72|0.0|0.14|-6.86|2.44|69.2|2.4|123.71|5.0|30.0|-6.76|399.42|1.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|3.41|3.8372|-1332.148901|1113.05|0.3015|0.66559|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|6.7199|9.0|8.0458
11_a1|0.0|0|0|0.0|0|1.430935838|0.0|0.033732316|-0.018080197|5.351858133|-0.196819043|0.035620155|0.0|-0.867849442|10.94957487|-0.044235537|1|1|-0.009578125|-0.07452948|-0.117419838|1|0.823460272|0.747358374|-0.069193862|-0.075188762|0.7846345840000001|-0.126108875|-77.81495049|-74.35738693|20.62225192|274.39137789999995|0.404475497|-0.048723884|84.40380304|0.751878145|-45.88191258|89.80732824|0.47723847|2697.640232|351.1382199|1885.148133|14.2257294|0.912918113|5798.645137|38.20963621|0.02620284|-297.0290662|1681.223993|1.0|1.0|1.0|2.0|3.25|2.31|0.05|-7.47|4.23|97.33|1.95|105.71|4.0|29.0|-6.27|385.37|0.0|-4.66|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|0.0|3.35e-08|5.26|3.1924|-1312.4282380000002|1036.18|0.5573|0.69914|-0.12916|5.0526|-0.19462|0.03413353|-1312.2963630000002|7.1743|0.17|6.7696
17_a47|0.0|1|1|0.0|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|4.59511985|-0.019259259|0.031802469|1.699575434|-0.2032813319999999|10.9385382|-0.006331624|1|1|0.004477366|-0.0184347939999999|-0.031505291|3|0.8007970640000001|0.75807704|-0.034891905|-0.010871607|0.7666613659999999|-0.082994667|-43.82821253|-50.62550618|7.87914003|68.64478326|0.147717593|-0.02987808|0.0|0.7457517659999999|-26.73455447|60.33408274|0.46147021|2672.497352|519.8795281|1573.836082|13.10144249|0.8569074879999999|5854.9736840000005|24.43867122|0.0159160889999999|-299.80980739999995|1221.9335609999998|1.0|0.0|1.0|2.0|3.44|2.39|0.08|-10.1|5.44|79.38|2.26|119.83|4.0|30.0|-5.83|392.46|0.0|-5.21|3.98e-06|0.00156|6.11e-06|0.0024|4.03|0.0|0.0|7.96e-11|3.07|4.2784|-1254.943823|1127.7|0.4308|0.6844100000000001|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|5.0|8.3
1n_a5|0.0|0|0|0.0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|0.024388889|0.0|-0.3365350029999999|10.94528897|-0.047910067|1|1|0.004754079|-0.00966135|-0.015850084|2|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.656280207|-0.081950989|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|-0.030493391|55.29041202|0.627751746|-27.07741706|63.57058627|0.483868192|2437.279452|450.71720610000006|889.4388375|15.27080096|0.937489579|5101.31614|27.88278228|0.028797525|-146.6611704|1198.959638|1.0|1.0|1.0|1.0|2.88|2.67|0.05|-8.07|3.99|80.76|1.72|101.77|5.0|27.0|-6.41|356.38|0.0|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|2.91|0.0|0.0|8.43e-09|4.19|4.3838|-1179.169527|1017.23|0.3789|0.44786|-0.17092|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686
27b_a34|0.0|0|0|0.0|1|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|0.042739018|0.0|-0.549928192|10.95430634|-0.027175221|1|1|0.001228116|-0.194619338|-0.322091086|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.770240631|-0.109683855|-57.66200309|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|540.9533124|0.712312759|-37.9644911|87.24055613|0.4072752529999999|2835.31543|515.8091561000001|2431.595232|15.39406063|0.687123753|6032.666081|34.46979951|0.022820627|-279.5721769|1723.489976|1.0|1.0|1.0|1.0|3.54|3.66|0.12|-8.19|4.11|84.99|1.83|116.33|5.0|31.0|-6.14|409.44|0.0|-4.96|5.92e-06|0.00243|1.1e-05|0.00449|3.75|0.0|0.0|6.53e-09|4.33|4.0935|-1350.018975|1174.68|0.3621|0.70001|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871
15_a15|0.0|0|0|0.0|0|1.435688991|0.0|-0.132759299|-0.006378587|0.0|-0.031457366|0.029814815|0.0|-0.395472407|10.95980315|0.0020555079999999|0|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.724319314|0.007958332|0.003774415|0.796300317|-0.091075463|-41.11675625|-60.51136736|13.71976186|142.8140301|0.102793952|-0.031405332|4.306196778|0.702544178|-27.31834743|73.99578515|0.435723718|3027.719888|596.1118717|2868.890383|11.8273735|0.772181523|7039.747576999999|29.700607300000005|0.0202953539999999|-269.1443943|1722.635223|1.0|1.0|0.0|1.0|4.04|4.34|0.07|-8.9|6.69|59.51|2.52|138.24|6.0|34.0|-5.26|448.52|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|1.27e-09|5.04|2582.0|-1450.725355|1265.55|0.4459|0.70572|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|2.9566|109.0|6.9626
16a_a23|0.0|1|1|0.0|2|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|0.046283951|0.759926978|-0.302174246|10.31321796|-0.071458049|2|2|0.01226642|-0.181609054|-0.335065967|2|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.7199622309999999|-0.07288672|-26.53751114|-47.06687604|13.80568132|9.922436905|0.0651629059999999|-0.025724725|91.92609822|0.585920722|-17.13669862|65.21027197|0.49525751|2924.629647|603.6746046|1801.957216|15.89802615|0.981208279|6552.801739|28.35168303|0.02809646|-110.9672657|1445.935835|0.0|0.0|0.0|1.0|3.94|0.0|0.14|-5.27|2.52|108.26|2.04|125.79|5.0|31.0|-7.02|427.5|0.0|-4.31|2.6e-05|0.0111|4.86e-05|0.0208|2.66|0.0|0.0|5.38e-06|2.49|1.6239|-1685.8794469999998|1172.0|0.2066|0.96307|-0.07625|11.6254|-0.12645|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037
18a_a30|0.0|0|0|0.0|0|0.604987543|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|0.040166667|0.0|-0.353677943|10.31163887|-0.094932667|1|1|0.005458948|-0.053309522|-0.094526372|1|0.8421237309999999|0.7885597609999999|0.003991162|-0.171895425|0.7961424690000001|-0.095397479|-45.11907802|-59.38972262|10.62073502|79.18861306|0.14081879|-0.036990859|0.0|0.7904991659999999|-28.08889239|69.35818061|0.445995681|2721.874248|534.88346|2814.429655|12.72666325|0.8050400790000001|5942.293347|29.1318055|0.016012295|-361.7006453|1427.458469|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.64|2.62|81.65|2.82|127.28|5.0|29.0|-5.98|398.48|0.0|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|3.82|3.4712|-1575.755101|1120.46|0.3781|0.69033|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108
40_a47|0.0|1|1|0.0|1|1.420389717|1.715145925|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|0.041396825|1.566109469|-0.179798097|10.98214138|0.056362705|1|1|0.003634698|-0.147591116|-0.338113214|3|0.63155995|0.836942961|0.018609507|0.090270598|0.607650682|-0.083237511|-32.5926343|-44.90375373|11.04737121|54.11003524|0.1877663219999999|-0.027052191|0.0|0.573656733|-17.58259718|60.97203959|0.4574577489999999|2313.85811|438.171933|868.5333132000001|12.98034048|0.843174422|4862.524893|25.43981292|0.029785575|-79.47051169|1017.592517|1.0|1.0|1.0|1.0|3.07|2.91|0.11|-7.08|4.04|68.52|1.52|94.28|3.0|25.0|-6.78|334.35|1.0|-3.72|0.000546|183.0|0.000192|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.06|3.7236|-1123.144637|947.27|271.0|0.68492|-0.15231|4.7542|-0.20317|0.02983032|-1123.049869|6.5995|4.0|8.4
11a_a31|0.0|0|0|0.0|0|0.610138462|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|0.0|-0.8792402579999999|10.31170041|-0.019865299|2|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|0|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0.819138461|-0.161027639|-76.64827023|-81.26889906|20.91187076|258.8577775|0.513245044|-0.056833284|71.03772901|0.735254945|-38.68354874|97.23036756|0.451795285|2288.9694010000003|245.6599349|1769.346573|10.5643234|0.8241360790000001|4940.657452|39.01114987|0.031626337|-237.4612264|1326.379096|0.0|1.0|1.0|2.0|3.26|2.16|0.13|-4.65|2.94|125.57|0.57|83.12|3.0|23.0|-6.51|329.33|0.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0531|2.53|0.0|0.0|2.22e-05|3.97|3.8042|-1441.411622|860.74|0.2797|0.69222|-0.15515|6.4691|-0.20589|0.04099365|-1441.37897|8.9667|0.19|6.7212
12a_a32|0.0|1|1|0.0|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0.036711712|2.136609567|-0.463563696|10.31100269|-0.074344282|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.018578911|-0.125149165|0.7507116140000001|-0.109151429|-53.20970382|-68.06885478|10.31184223|111.9735444|0.211297677|-0.0308471429999999|62.28768050000001|0.667706375|-33.18255791|81.41372467|0.456641145|2572.916338|491.8493928|3030.946307|13.03685125|0.840404348|5656.0082|28.81034388|0.021399091|-209.1696096|1325.275819|1.0|1.0|1.0|2.0|3.45|2.85|0.26|-7.65|4.19|140.04|1.1|110.47|7.0|27.0|-6.32|397.52|0.0|-4.5|9.78e-07|0.000389|3.17e-05|0.0126|3.39|0.0|0.0|2.23e-08|4.63|3576.0|-1880.734215|1114.3|0.2908|0.7025600000000001|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021
37_a18|0.0|0|0|0.0|0|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|0.036746032|0.0|-0.385273662|10.94702064|-0.011713125|0|0|0.003512954|-0.1483628609999999|-0.224171123|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.699483099|-0.074857954|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|-0.0286221589999999|60.1335413|0.7648766029999999|-36.62790634|65.15554136|0.488368082|3055.795406|608.2316837999999|1571.7484060000002|18.49074823|0.954530133|7035.839448000001|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1.0|0.0|1.0|2.0|4.31|0.0|0.3|-8.82|3.3|76.5|3.33|151.14|7.0|36.0|-6.14|480.6|1.0|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|0.0|1.51e-09|8.11|3.2127|-1532.974371|1395.35|499.0|0.69305|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559
2_a47|0.0|0|0|0.0|0|1.381899691|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|0.027058824|1.454085483|-0.3581612489999999|10.93671092|-0.013580367|0|0|-0.006079384|-0.017113434|-0.0274111779999999|2|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.875463345|-0.095655954|-41.57671973|-47.65477123|4.240150185|99.5619537|0.152675989|-0.036790752|0.958043241|0.784978115|-20.71307621|55.81329383|0.433425706|2105.761386|422.1277419|1242.745585|9.369924133|0.764993595|4559.060763|23.34938746|0.016376351|-283.9460863|910.626111|1.0|0.0|1.0|2.0|2.58|2.54|0.0|-7.82|4.75|58.04|2.39|96.54|3.0|24.0|-5.0|313.35|1.0|-5.11|3.46e-06|0.00109|7.75e-06|0.00243|4.52|0.0|0.0|1.51e-08|3.49|3.7181|-1010.505024|902.07|0.2143|0.69102|-0.15446|2.1266|-0.20731|0.03544055|-1010.412694|3.1004|631.0|6.2
15_a10|0.0|0|0|0.0|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|0.0353864729999999|1.981569297|-0.142251304|10.92966702|-0.05940848|1|1|0.009514122|-0.085979341|-0.136323668|2|0.682616223|0.808676284|-0.079744227|-0.105662909|0.635064845|-0.074144604|-35.30133759|-44.18725043|11.09373722|33.67392858|0.084473199|-0.025240716|108.7226878|0.646412648|-21.03820054|56.66229609|0.434181679|2549.580207|545.6177511|2288.954984|11.23924661|0.767351752|5769.347123|23.27068984|0.020932674|-174.5122907|1093.722422|1.0|1.0|1.0|0.0|3.29|3.31|0.23|-8.3|4.72|52.83|2.53|111.21|5.0|28.0|-6.07|390.87|1.0|-4.81|3.32e-05|13.0|1.56e-05|0.0061|3.68|0.0|0.0|5.01e-09|3.12|3.7997|-1604.057542|1086.19|0.4553|0.68543|-0.1574|4.5192|-0.20983|0.03039798|-1603.907391|6.1563|33.0|7.4815
4l_a46|0.0|0|0|0.171853072|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0|-0.255755434|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|-0.085194597|-51.45056667|-48.19533497|3.721888783|177.7681018|0.107841373|-0.030068681|0.0|0.883450801|-29.10603933|51.66342604|0.409308207|2165.620022|504.7020036|2087.583804|9.833034117|0.692930243|4865.794981|19.25417715|0.006130523|-433.8429998|981.9630347|1.0|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|5.02|50.94|3.06|105.77|3.0|26.0|-5.23|347.45|1.0|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|4.99|4.4542|-1092.71063|1057.06|0.2504|0.68584|-0.18567|2.6588|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088
18_a31|0.0|0|0|0.0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|0.0427124179999999|0.0|-0.640807491|10.31169929|-0.096301845|2|2|-0.007811355|-0.065041042|-0.107017926|0|0.868704545|0.8595579409999999|0.022160691|-0.1647054359999999|0.838968212|-0.129469649|-69.19879619|-75.99442464|8.49194438|238.9516432|0.27411287|-0.040279446|0.0|0.7774768320000001|-40.61741697|85.81723707|0.4492048839999999|2241.561812|426.0718665|1935.374782|12.84812443|0.8155571290000001|4856.251645|30.40953623|0.01673486|-325.73954460000004|1368.42913|1.0|1.0|1.0|3.0|3.41|2.85|0.28|-6.54|3.48|119.14|0.75|99.32|7.0|25.0|-6.72|356.44|0.0|-3.62|2.42e-05|0.00862|0.000241|86.0|2.47|0.0|0.0|2.9e-07|4.81|3.9105|-1465.4803960000002|1041.21|444.0|0.70058|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861
11_a33|0.0|1|1|0.0|0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0.034984568|1.979284901|-0.32219686|10.31100126|-0.008908194|3|3|-0.00103193|-0.122478641|-0.232296883|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.781083337|-0.104881435|-34.4118011|-50.94714637|16.37099833|45.43139569|0.142712759|-0.030847481|0.0|0.552878386|-16.71585694|68.11455221|0.4673066279999999|2220.315582|416.4353629|979.349175|9.837729137|0.8772525659999999|4880.001461|27.10262364|0.035341374|-51.37234937|921.4892038|1.0|1.0|1.0|1.0|3.19|2.31|0.13|-6.23|4.13|120.17|0.89|89.77|3.0|22.0|-5.97|328.41|0.0|-4.38|3.32e-06|0.00109|4.13e-05|0.0136|3.28|0.0|0.0|5.92e-07|1.93|3.5049|-1669.304085|858.89|0.5408|0.70381|-0.14132|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|5.0|8.3188
8c_a12|0.0|0|0|0.0|0|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|0.038787879|0.0|-0.447739674|10.95472932|-0.07003012|0|0|-0.00160589|-0.210669119|-0.370782022|2|0.905486734|0.782864175|-0.10899871|-0.130288596|0.845077891|-0.101988384|-34.19075142|-52.04233846|10.00357546|83.24714315|0.159602554|-0.038245644|0.0|0.764449832|-17.44675795|61.66383178|0.472503372|2190.852814|428.8355831|1245.6132289999998|10.74930819|0.8957467170000001|4610.945152|25.52931025|0.018855428|-269.8853937|1021.17241|1.0|0.0|1.0|1.0|3.91|2.24|0.11|-7.14|1.59|63.06|2.02|98.07|3.0|24.0|-6.44|314.34|1.0|-3.72|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|0.0|7.24e-08|2.76|3.8341|-1022.750382|909.19|466.0|0.67318|-0.15571|1.7305|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979
