molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GRAV|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14u_a23|0.0|0|1|1|0.0|0.0|2|1.197962732|3.357982471|-0.066969083|-0.025360103|2|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|2|0.010508236|-0.110069159|-0.199540201|2|-0.001778422|-0.094773814|1|-0.086465795|0.445665682|0.0254134689999999|-36.90928915|16.97420126|43.06242147|-0.033908155|-38.57404134|11.3374334|-24.65250654|-22.64798452|53.88349042|0.47648509|3015.478095|607.6448353|-15.12707504|0.297131017|7.392527755|6913.009783|32.2221994|0.023582305|-271.0010972|15.75112771|0.0|0.0|1.0|1.0|1.0|1.0|3.59|3.68|26.0|-7.51|3.42|2.72|1.0|126.78|0.0|1.0|441.51|0.0|3.48|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|1.3699999999999998e-05|-0.0618299999999999|3.23|3.1819|-1744.446261|389.66|306.82|0.4523|-1744.1781010000002|-0.1543|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449
14b_a50|0.0|0|1|1|0.0|0.0|2|1.267593742|4.240438135|-0.092558007|0.0228205129999999|2|-0.068176984|2.115127752|-0.255822608|0.010215823|0.037777505|10.94501788|-0.041169251|2|2|0.011249462|-0.1786649189999999|-0.280243276|1|0.030057537|-0.076752616|1|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|14.70317076|25.31245624|-0.025558317|-32.9673668|9.64109526|-21.65397937|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|-10.98912227|0.362718946|6.3538844910000005|6737.145102|26.29763086|0.021820402|-180.03459850000002|14.30797341|1.0|1.0|1.0|1.0|1.0|0.0|4.64|3.64|20.0|-6.86|3.72|2.32|0.0|128.39|0.0|1.0|441.52|1.0|3.6|2.51e-05|0.0111|0.0074099999999999|3.51|6.12e-05|-0.02486|3.05|4.0775|-1431.068494|304.07|234.67|0.55594|-1430.72987|-0.16874|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818
18_a4|0.0|0|0|0|0.0|0.0|1|1.3998285519999998|1.904090136|-0.181683336|-0.164169913|1|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|10.94611841|-0.063708832|1|1|0.00042|0.006968314|0.015390457|1|0.102914528|-0.105846349|0|-0.085817825|0.269470313|0.017694182|-46.48874223|8.729352711|203.5264327|-0.03479101|-20.88721799|4.306590617|-22.93503169|-17.16400317|55.21809494|0.405586004|2069.649003|382.6371479|-8.467791078|0.2305616919999999|6.133421395|4381.693113|22.30718562|0.0175331289999999|-265.85258480000005|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|3.32|2.56|17.0|-5.53|3.46|2.2|0.0|86.22|0.0|2.0|307.32|1.0|2.78|0.00113|349.0|0.0959|2.24|0.0009109999999999|-0.03538|3.02|4.2045|-1033.480025|294.88|274.59|0.52475|-1033.349218|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|0.008544799|0.012963356|1|-0.003017362|-0.141706595|0|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|4.1078333030000005|172.7607401|-0.030477338|-24.18078772|2.177526049|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-8.564028983|0.132090036|5.523352655|4719.2906570000005|18.61456563|0.007182108|-390.0516264|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|3.8|3.03|17.0|-6.61|4.26|2.84|0.0|100.96|0.0|1.0|333.43|1.0|3.79|1.5e-05|5.0|0.0049299999999999|4.05|8.28e-05|-0.02074|4.52|4.0774|-1053.441953|304.07|234.58|0.5716|-1053.202208|-0.17396|-0.1947|0.02628818|-1053.255345|2.5693|197.0|6.7055
2_a33|0.0|1|1|1|3.396444161|0.0|0|0.609420748|0.0|0.047294725|-0.064926835|0|-0.049900189|2.112255684|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|3|-0.000810928|-0.083752249|-0.148024156|0|-0.0212158239999999|-0.096644295|1|-0.104047115|0.411881091|0.018451635|-49.13901703|11.27469555|103.5201191|-0.031851158|-38.84811555|6.889294995|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|2632.195388|500.7570617|-11.89228027|0.297402265|6.152818143999999|6067.635829|27.70055258|0.019430318|-247.5908207|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|3.57|3.51|19.0|-7.67|6.7|1.33|0.0|115.28|1.0|1.0|411.54|0.0|3.98|4.44e-07|0.000183|0.0069|3.72|8.78e-06|-0.04967|5.11|3.6281|-1920.079174|341.74|341.74|0.70205|-1919.830424|-0.15012|-0.19979|0.02972182|-1919.890628|5539.0|6.0|8.2596
6_a1|0.0|0|0|0|0.0|0.0|1|1.3488280769999998|2.325221088|-0.092471477|0.021203156|1|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.230322048|-0.3632559589999999|1|0.13761072|-0.095907969|0|-0.077422386|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|-0.0238222729999999|-18.076387|4.905211525|-13.35477777|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-5.56196523|0.423240564|5.555887839|4061.042516|19.95772445|0.025250885|-74.17956941|12.20110458|1.0|1.0|0.0|1.0|1.0|0.0|2.94|2.54|17.0|-6.02|3.61|1.75|0.0|86.31|0.0|1.0|291.35|1.0|2.82|0.0007599999999999|221.0|0.0613|2.63|0.000277|-0.02214|2.81|4.0635|-935.5024827|305.12|305.12|0.69818|-935.330989|-0.16784|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.1|5.2924
37_a18|0.0|0|0|0|0.0|0.0|0|1.251176176|0.0|-0.0013530679999999|-0.018808538|1|-0.018268775|0.0|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.1483628609999999|-0.224171123|0|0.020848396|-0.020149364|0|-0.074857954|0.385121249|0.009098426|-50.09028298|6.653112344|12.63119843|-0.0286221589999999|-40.02719655|4.865006968|-36.62790634|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-15.30451633|0.2351233969999999|9.460456975|7035.839448000001|27.36337253|0.0142451319999999|-387.3755475|10.41657856|0.0|1.0|0.0|1.0|1.0|2.0|4.31|0.0|18.0|-8.82|3.68|3.33|1.0|151.14|0.0|1.0|480.6|1.0|2.93|2.08e-06|0.000999|0.00161|4.36|7.27e-07|-0.04925|8.11|3.2127|-1532.997117|385.91|385.91|0.69305|-1532.553949|-0.13194|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559
27a_a34|-3.727789|0|0|0|0.0|0.0|1|0.300206665|1.963136117|0.0257175079999999|-0.456594848|1|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|-0.008138446|1|1|-0.005234221|-0.158932197|-0.264978526|1|-0.07177581|-0.012251785|0|-0.123191967|0.4305370679999999|0.026573385|-74.78290605|18.62986903|176.4623026|-0.043345322|-60.54917431|13.06088842|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|421.319507|-21.30433911|0.235078289|8.960143164|7104.26596|39.72721867|0.020552444|-371.4586403|14.40875302|1.0|1.0|1.0|1.0|1.0|2.0|3.66|2.58|23.0|-7.61|2.01|1.06|0.0|122.61|0.0|1.0|463.51|0.0|2.44|1.09e-05|0.00504|0.0159|2.59|1.13e-05|-0.03924|7.38|4.1228|-1861.741982|300.73|247.91|0.40378|-1861.468024|-0.16691|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198
16_a4|0.0|0|0|0|0.0|0.0|1|1.398650725|1.843196334|-0.219944434|-0.095499301|1|0.007101649|0.0|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|1|0.006466406|-0.018051608|-0.0513920109999999|1|-0.0894138519999999|0.0293772029999999|0|-0.080093659|0.292255386|0.013727656|-36.11951685|6.761192037000001|13.51923899|-0.033372358|-19.42906425|3.330045338|-17.789707500000002|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|-8.095443438|0.167538305|5.548106463|4520.2597670000005|19.74465314|0.0115138339999999|-327.4903335|5.67083266|1.0|0.0|0.0|1.0|0.0|0.0|3.26|3.08|17.0|-6.36|4.49|3.44|0.0|85.02|0.0|1.0|309.31|1.0|3.91|0.0001199999999999|0.0371|0.0114|3.59|0.000134|-0.03965|4.05|4.2257|-1057.494456|293.41|274.85|0.51149|-1057.3808390000002|-0.17375|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647
18_a20|0.0|1|0|0|3.463603867|0.0|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|2|-0.107446431|-0.090732503|1|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|-0.035934845|-42.1615378|4.787695004|-41.07622672|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-15.91001426|0.1890889589999999|8.011174137000001|6206.896662|29.4862782|0.013457694|-413.7552685|8.954638548|1.0|1.0|1.0|1.0|1.0|2.0|3.48|2.76|27.0|-10.0|5.54|2.06|0.0|125.07|0.0|0.0|419.48|0.0|3.78|2.54e-06|0.00107|0.0029|3.85|4.17e-08|-0.05604|5.35|3.5355|-1352.364724|350.69|207.41|0.31154|-1352.073755|-0.14685|-0.20289|0.03787435|-1352.135304|8.0505|34.0|7.4685
22_a20|0.0|0|0|0|0.0|0.0|1|1.4170330269999998|1.915285809|-0.238401323|0.023539095|2|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|1|0.008780074|-0.036258691|-0.060582944|2|-0.044184455|-0.067650395|1|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|8.001165067999999|9.022387025|-0.027118811|-28.7463017|5.21001405|-25.39523478|-17.65860151|47.00134116|0.477376285|2738.108259|616.3298149|-11.49852068|0.22936173|7.408914181|5924.626340999999|22.91425458|0.01345209|-352.4559681|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|3.36|3.41|27.0|-9.69|5.33|2.61|0.0|121.62|0.0|1.0|401.46|0.0|4.24|2.48e-06|0.000997|0.0012|4.47|8.199999999999999e-08|-0.0568|4.07|3.9732|-1275.84854|312.05|223.03|0.38233|-1275.598059|-0.16176|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
12h_a40|0.0|0|0|0|0.0|0.0|1|0.60499064|1.760542171|0.104392974|-0.107711573|0|0.208938531|0.803557099|-0.289603712|-0.000134504|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.127299624|0.224167029|0|0.116873629|-0.335801908|1|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|6.193088525|208.6717565|-0.038796498|-25.56004046|3.274152035|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|2270.834041|443.8158546|-10.84365353|0.155991416|7.989299324|5087.343024|24.30173133|0.012453938|-363.7398044|6.584127851|1.0|0.0|1.0|1.0|1.0|1.0|3.19|3.0|20.0|-6.84|4.59|3.76|1.0|96.16|0.0|1.0|361.25|0.0|4.22|5.58e-07|0.0002009999999999|0.000942|4.75|5.2e-05|-0.07512|4.14|2.6436|-2153.207198|469.0|298.7|0.6503899999999999|-2153.072091|-0.1092|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846
9_a27|0.0|1|0|0|2.627701427|0.0|1|1.391067068|1.830911754|0.164227115|-0.050617284|2|-0.152086653|1.233610009|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.101933162|-0.171520296|2|0.017503266|-0.071974951|1|-0.088404481|0.36853691|0.019589991|-40.3551562|10.10030794|128.27738490000002|-0.033677898|-23.50038785|5.20756849|-20.80651808|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|-8.952528705|0.210719846|5.03925321|4962.727436|21.99956856|0.014524299|-298.297086|7.488512291|1.0|0.0|1.0|0.0|1.0|1.0|3.12|2.62|21.0|-7.06|3.85|2.66|0.0|97.46|0.0|1.0|331.37|1.0|2.99|8.66e-05|0.0287|0.0274|2.8|2.88e-05|-0.0471|4.67|4.1673|-1083.143348|297.52|223.71|0.35593|-1082.965434|-0.1716|-0.2187|0.02461151|-1083.017359|4.0436|2.0|8699.0
4n_a46|0.0|0|0|0|0.0|0.126268818|1|1.13463699|2.093595994|-0.061148449|-0.036492128|0|-0.2264394139999999|0.0|-0.234842682|0.004988019|-0.144852516|10.94021058|-0.064683066|1|1|0.0042595609999999|0.070558373|0.109017734|0|-0.06655165|-0.088858764|0|-0.085838139|0.371438024|0.008424451|-56.80797266|4.629240193|172.8490949|-0.031047837|-25.91889741|2.543769935|-31.21601103|-17.06080312|61.43721285|0.428896538|2195.786424|496.2788787|-9.374920341|0.136796337|5.666371466|4955.374473|19.76451658|0.0077084869999999|-399.1612105|4.235817757|1.0|0.0|1.0|1.0|1.0|1.0|3.75|2.84|17.0|-6.67|4.33|2.99|0.0|102.92|0.0|1.0|343.42|1.0|3.9|3.75e-06|0.00129|0.00273|4.41|7.340000000000001e-05|-0.04044|4.57|3953.0|-1090.343872|313.65|215.82|0.41625|-1090.098769|-0.16641|-0.20685|0.04131598|-1090.151267|8773.0|5194.0|5.2845
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|1|1.343847059|2.0959524330000003|0.050460026|-0.080432741|2|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|1|1|0.003107816|0.028964355|0.0481706809999999|2|-0.041794304|-0.032369326|1|-0.089446059|0.459041332|0.01243241|-52.90108631|7.104736984|260.7739337|-0.03235283|-29.21101111|4.060137052|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|431.0669496|-10.56568487|0.213882939|6.54753874|5566.495502000001|23.51893991|0.01379043|-327.0140711|7.880803302999999|0.0|1.0|1.0|1.0|1.0|1.0|3.27|2.6|21.0|-7.13|3.69|1.84|0.0|108.18|0.0|1.0|369.42|0.0|2.81|0.0001409999999999|52.0|0.0375|2.39|2.75e-05|-0.06|3.95|3.78|-1198.683473|327.69|266.68|0.4|-1198.442536|-0.16|-0.22|0.03652312|-1198.49738|7.6529|69.0|7.1586
17a_a10|0.0|0|0|0|0.0|0.0|1|1.3438501040000002|2.118111229|-0.218519541|0.021150127|3|-0.082914437|1.863045777|-0.2946568739999999|0.009206558|-0.093735748|10.92970797|0.031632653|1|1|0.01029375|-0.225935253|-0.360142554|2|0.029106767|0.054069767|1|-0.082689376|0.463842217|0.020088947|-39.18491085|14.20303963|51.96456548|-0.023625536|-41.33310046|10.04165819|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|-11.80945728|0.4352739579999999|8.621193279|7078.918870999999|29.57794442|0.0254938|-91.52361858|18.02431251|0.0|1.0|1.0|1.0|1.0|0.0|3.8|3.66|21.0|-7.32|3.31|1.29|0.0|142.16|0.0|1.0|468.55|1.0|2.64|0.00021|0.0986|0.0222|2.43|2.22e-05|-0.04641|3.95|3.9887|-1524.557372|310.84|224.26|0.32889|-1524.187115|-0.16562|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|0|1.297042752|0.0|0.049150854|-0.081537769|2|0.06882889|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|1|-0.000472698|-0.126068378|-0.213993335|1|-0.018133027|-0.067408377|0|-0.105593135|0.277834652|0.021666882|-57.31621925|15.09249582|99.2415672|-0.035197712|-51.2347934|10.51297704|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|-17.07826447|0.328083083|8.975655204|6460.1184140000005|36.48912989|0.025779468|-239.5042702|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|4.96|0.0|17.0|-6.93|2.38|1.49|0.0|138.06|0.0|1.0|438.48|0.0|1.47|0.000292|128.0|0.0997|1.85|5.18e-05|-0.05307|4.5|3.4402|-1440.988179|360.39|256.12|0.43212|-1440.67411|-0.14122|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|0|1.297042863|0.0|-0.04229234|-0.073048351|2|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|1|0.000906224|-0.136151085|-0.227404687|1|-0.08859337|-0.063825255|0|-0.110637955|0.301423347|0.029516069|-58.66704838|20.43891035|95.16663336|-0.037537878|-53.05210062|14.1532755|-40.6250081|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|-17.99981985|0.325557803|8.837213274|6537.399158|38.54110857|0.027424543|-241.591008|18.99059683|1.0|0.0|0.0|1.0|0.0|2.0|4.9|0.0|17.0|-6.62|2.7|1.89|0.0|135.03|0.0|1.0|439.47|0.0|1.76|6.579999999999999e-05|0.0289|0.0367|2.53|0.000106|-0.05703|4.5|3.8408|-1460.833958|322.81|263.05|0.42968|-1460.549244|-0.15607|-0.2131|0.03651452|-1460.61293|8.9532|78.0|7.1079
47f_a18|0.0|0|0|0|0.0|0.0|0|1.251175676|0.0|-0.005500039|-0.034211867|0|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.264839041|-0.3927204379999999|0|-0.009917608|-0.014370598|0|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|11.75478965|111.1889928|-0.0289997239999999|-61.15474298|9.979328976|-46.00060733|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-20.90098811|0.273449343|10.55465562|7870.103594|33.88554232|0.016581683|-384.6642262|14.07716085|1.0|1.0|0.0|1.0|1.0|2.0|4.87|0.0|18.0|-9.22|3.22|2.79|2.0|164.47|1.0|1.0|541.68|0.0|2.83|7.76e-07|0.000421|0.00163|4.52|3.27e-07|-0.04439|8.13|3.0964|-1743.375413|400.42|400.42|0.6984600000000001|-1741.724929|-0.12802|-0.1724099999999999|0.02902413|-1741.802171|4.4861|9.0|8.0458
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.0|0|0.2992539489999999|0.0|0.074839187|-0.351827031|2|0.075815782|0.0|-0.613616984|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|1|-0.001160331|-0.15024383|-0.261631709|1|-0.021932444|-0.058671909|0|-0.110305773|0.284342092|0.021569487|-64.86748076|15.51748637|102.3999102|-0.038036474|-57.09017539|11.16356587|-46.66686194|-27.36414058|80.38496714|0.492871181|3484.987058|502.8713191000001|-19.68626738|0.283941389|8.963940512999999|7239.100414|38.21494522|0.023021031|-310.873098|16.56175445|0.0|0.0|0.0|1.0|0.0|3.0|5.0|0.0|17.0|-6.87|1.28|0.84|0.0|142.02|0.0|1.0|474.54|0.0|1.18|0.0001409999999999|0.0668|0.0897|1.64|6.45e-05|-0.0570899999999999|6.24|3.7105|-1876.207937|334.15|241.65|0.58518|-1875.89525|-0.15162|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279
10_a27|0.0|0|0|0|0.0|0.0|2|1.400533489|3.383341915|0.122016352|-0.044164147|2|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.129719095|-0.001453596|1|-0.087022238|0.346344305|0.017676458|-32.5969511|9.399794974|6.0140309720000005|-0.031079371|-24.60801194|4.998521009|-17.33405307|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|-8.788575695|0.254639309|6.761146212000001|4894.8090170000005|22.1732254|0.01651645|-260.9504933|8.782938574|1.0|0.0|1.0|0.0|1.0|0.0|3.01|3.15|21.0|-6.24|2.81|2.25|0.0|97.39|0.0|1.0|331.37|1.0|2.74|0.000266|0.0882|0.0394|2.55|0.000192|-0.0498|4.66|4.1495|-1083.137871|298.79|298.79|0.63894|-1082.956472|-0.16805|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612
4R4k_a46|0.0|0|0|0|0.0|0.173180233|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|0.008544799|0.012963356|1|-0.003017362|-0.141706595|0|-0.085931818|0.237621572|0.007883196|-47.73036108|4.194771739|173.3171354|-0.030434186|-24.33134018|2.232103603|-25.39807111|-16.19450581|51.92513282|0.465590034|2105.035168|473.9155694|-8.617349646000001|0.133318901|5.522208638|4711.736397|18.68565706|0.007248925|-390.2334878|3.857266463|1.0|1.0|0.0|1.0|1.0|1.0|3.8|3.12|17.0|-6.61|4.26|2.84|0.0|100.96|0.0|1.0|333.43|1.0|3.81|1.5e-05|5.0|0.0049299999999999|4.05|8.28e-05|-0.02045|4.52|4.1392|-1053.439174|299.53|234.09|0.54119|-1053.202129|-0.17484|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132
16_a3|0.0|0|0|0|0.0|0.0|0|0.605020428|0.0|0.183636734|-0.186717242|2|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|-0.018884246|1|1|-0.008409607|0.0032314229999999|0.008045619|2|-0.142670655|-0.031683873|1|-0.100138414|0.252612735|0.012203576|-53.7971544|6.027544549|248.6415425|-0.041233465|-24.42909382|2.977102266|-26.57128935|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|-10.05903863|0.1703181989999999|5.780331402000001|4733.033232|24.54661368|0.0143895839999999|-325.670405|7.107249553|1.0|1.0|1.0|1.0|1.0|1.0|3.13|2.59|21.0|-7.16|4.74|2.26|0.0|90.44|0.0|1.0|322.36|0.0|3.5|1.05e-05|0.0033799999999999|0.0104|3.35|2.25e-05|-0.07095|3.19|3.2208|-1371.388717|384.94|384.94|0.6944100000000001|-1371.250459|-0.13195|-0.2029|0.02847445|-1371.297964|3613.0|42.0|7.3768
5_a4|0.0|0|0|0|0.0|0.0|1|1.343864516|2.166832955|-0.196773454|0.02257929|2|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|10.92992834|-0.134215501|1|1|0.0111310589999999|-0.0471580309999999|-0.076189222|2|-0.165454845|-0.229773463|1|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|4.324106888|13.96974087|-0.025201292|-19.68930579|2.323516519|-14.64813624|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-7.276482574|0.192648413|5.758733969|5059.243919|16.77294978|0.009538616|-330.3047347|5.125482045|1.0|1.0|1.0|1.0|1.0|0.0|3.27|3.08|21.0|-7.96|4.89|2.88|0.0|104.89|0.0|1.0|340.42|1.0|3.89|2.72e-05|0.00925|0.0049299999999999|3.95|3.71e-06|-0.04892|3.71|4.0239|-1069.27374|308.12|255.2|0.60407|-1069.051141|-0.16965|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487
6b_a31|0.0|1|0|0|3.404988662|0.0|0|0.610136262|0.0|0.052690797|-0.178758575|0|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|-0.053655833|2|2|-0.008439437|-0.002840672|-0.004825446|0|-0.068433069|-0.084489161|0|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|20.12924648|159.79549319999998|-0.045675611|-47.81835367|12.28107483|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|2776.92804|383.0600707|-17.0020813|0.254079586|7.513612533|6099.567787|37.35947255|0.024142162|-300.0775025|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|2.73|22.0|-7.33|5.19|1.36|0.0|109.69|0.0|1.0|404.44|0.0|3.3|2.34e-06|0.000947|0.00883|3.2|1.89e-05|-0.05835|4.61|3.2949|-1652.671944|376.29|376.29|0.7013199999999999|-1652.44739|-0.13345|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676
21_a12|0.0|0|0|0|0.0|0.0|0|0.609915045|0.0|0.04375233|-0.058516436|3|-0.213225401|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.116098308|-0.211367878|2|-0.061915124|-0.099516604|0|-0.100098765|0.192026642|0.012230115|-34.60932333|6.154473157000001|75.46830038|-0.036878492|-25.34833425|3.097071518|-17.416202300000002|-18.55810005|40.76379649|0.473492395|2185.835701|426.8727514|-9.338859985|0.229181643|5.891343219|4652.242111|24.07584081|0.017360942|-272.5639702|8.736422872|1.0|1.0|1.0|0.0|1.0|1.0|4.05|2.81|17.0|-6.78|4.01|1.82|0.0|98.16|0.0|1.0|319.38|0.0|2.68|0.00015|48.0|0.0551|2.53|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|310.18|264.64|0.59386|-1327.347724|-0.16784|-0.22253|0.02758166|-1327.397348|3.2551|22.0|7.6576
18_a10|0.0|0|0|0|0.0|0.0|1|1.243178376|2.142254323|-0.182332901|0.0307177839999999|2|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|1|0.010573165|-0.091730492|-0.143149563|2|0.048377088|-0.0507442929999999|1|-0.076052353|0.656664457|0.019095409|-36.52271591|12.12013168|40.99617452|-0.024889861|-30.63863373|7.692822451|-23.18149476|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|-10.02718922|0.358384456|7.204851347999999|6213.631543|24.62214943|0.020666062|-179.7708584|13.11704755|0.0|1.0|1.0|1.0|1.0|0.0|4.07|3.41|21.0|-7.88|4.65|2.14|0.0|119.81|0.0|1.0|412.48|1.0|3.67|3.34e-05|0.0138|0.00705|3.49|5.44e-06|-0.0495699999999999|2.65|3.7977|-1336.433782|326.47|214.93|0.37729|-1336.126835|-0.15735|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861
