molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|MATS8i|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
13b_a30|0|0|0|0.0|7.412764017000001|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|0.041728395|-0.627919307|0.042845487|1|1|-0.002215642|-0.062905093|0.006103754|1|0.836520136|0.892104517|0.802578397|0.694101802|-0.109962789|-0.113554975|-74.24619275|-76.67161447|0.305898198|206.54056530000005|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|-28.93268471|86.77473353|3002.926824|-1533.432289|2319.48655|0.1997091339999999|8.804739699999999|16.1428924|134.8423681|36.15271139|0.017174033|1916.093704|713.7769663|11.59580043|0.0|1.0|0.0|4.76|0.0|0.13|17.0|-6.19|3.04|1.72|124.74|2.06|1.0|135.37|0.0|-5.01|5.0|441.51|0.0|1.91|5e-05|0.0221|2.74|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|-1744.492044|721.48|1210.94|245.51|0.32563|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|5.3762|7.5901
11c_a5|1|0|0|0.0|6.605297921|0|1.427567332|0.0|-0.2117133739999999|-0.004590583|4.59511985|0.027388889|-0.224938556|-0.059682527|1|1|0.005383056|-0.138950411|-0.018887528|2|0.8020105409999999|0.86113162|0.658307423|0.80472351|-0.078909483|-0.0873419269999999|-47.99592739|-53.12487972|0.19527649|118.7750305|-32.31269264|6.604499968|4.089828494|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|2497.685314|-903.1229552|926.234805|0.292960365|8.88462927|16.09582374|178.1902995|27.76804404|0.021214793|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|2.96|2.14|0.09|23.0|-8.47|4.79|4.17|80.76|1.13|1.0|106.79|0.0|-4.13|5.0|370.4|1.0|3.0|7.950000000000001e-05|0.0294|2.78|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|-1218.492067|636.14|1071.71|275.3|0.60118|-1218.278135|0.2186|-0.1713299999999999|2.5278|-0.21448|0.03798847|-1218.336116|3.3827|7.6021
6e_a40|0|0|0|0.0|8.421342866|1|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|0.039160494|-0.69771706|0.103594243|2|2|-0.002992481|-0.276969278|-0.037027769|0|0.8361555479999999|0.8988141140000001|0.648802794|0.74620476|-0.107312598|-0.1164147119999999|-70.52033811|-76.50178121|0.25379524|166.7812216|-50.27304895|6.85578763|35.33106374|0.866991176|-2.095464821|-46.34235117|-32.02400144|80.95296505|3075.060648|-1377.032062|3854.417113|0.133008824|6.972949117000001|12.49434084|87.40658058|36.93694043|0.012858969|1588.2884390000002|587.7345677999999|8.450255075|0.0|0.0|1.0|3.98|3.16|0.21|14.0|-4.63|5.02|3.72|173.43|2.12|2.0|125.15|1.0|-7.76|5.0|476.98|1.0|3.68|2.6e-06|0.00124|4.4|2.35e-05|0.0112|-0.09682|2.9549|8.35|-2831.191706|671.95|1149.77|419.59|0.67187|-2830.986514|0.3625|-0.1195799999999999|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|7.7447
2_a33|1|1|1|0.0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|0.039958333|-0.476784502|0.070526947|3|3|-0.000810928|-0.0881938509999999|-0.148024156|0|0.833090592|0.8799816220000001|0.753434785|0.8195154109999999|-0.0804186|-0.104047115|-49.13901703|-63.57699532|0.1804845889999999|110.28338390000002|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|-19.46234551|60.41371259|2632.195388|-953.6549298|3245.244678|0.297402265|6.152818143999999|11.60906093|181.7248125|27.70055258|0.019430318|1357.327077|618.9134881|11.8727102|0.0|1.0|1.0|3.57|3.51|0.3|19.0|-7.67|6.7|4.63|140.04|1.33|2.0|115.28|1.0|-6.35|4.0|411.54|1.0|3.98|1.6800000000000002e-05|0.0069|3.72|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|-1920.079174|655.74|1128.98|341.74|0.70205|-1919.830424|0.2911|-0.15012|4.2519|-0.19979|0.02972182|-1919.890628|5539.0|8.2596
17c_a50|0|1|1|0.0|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|-0.002676029|5.82008293|0.031870748|-0.1766179239999999|-0.144763835|2|2|0.012222674|0.034485992|-0.373205592|1|0.774994313|0.816442883|0.728169863|0.89719894|-0.051905615|-0.073693343|-35.70979598|-50.69922125|0.10280106|70.72462009999998|-34.87982686|10.25908547|94.15397246|0.569750429|-1.32648017|-24.567468100000003|-14.96042594|50.6217864|2951.495914|-912.5859825|2014.72331|0.430249571|8.310163601000001|16.45688922|296.00120400000003|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|1.0|1.0|1.0|4.12|3.61|0.35|20.0|-6.79|3.59|3.53|61.0|1.91|1.0|134.28|0.0|-3.8|5.0|440.54|0.0|3.1|3.75e-05|0.0165|2.86|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|-1411.187392|746.5|1289.05|292.44|0.63122|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|0.02957871|-1410.902767|8.5146|7.1612
12v_a36|1|0|0|0.0|7.412764017000001|2|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|0.041767677|-0.487854327|-0.086194201|1|1|0.003077071|0.123026459|-0.239932418|1|0.828393514|0.8792981679999999|0.84179881|0.802291339|-0.078158778|-0.105200486|-51.4172081|-69.20675352|0.197708661|130.0637965|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|-33.82511043|-21.78731129|69.27488156|2846.057239|-1176.51481|2328.221818|0.372344602|8.456596706000001|15.71271745|244.9490697|34.71221847|0.02867403|1874.459798|679.7230552999999|18.86337805|0.0|1.0|0.0|4.82|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|130.24|0.0|-3.95|5.0|411.46|0.0|1.81|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|2.65|-1347.475543|671.56|1150.38|319.16|0.69298|-1347.2000369999998|0.0223|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|7.8539
37_a18|0|0|0|0.0|7.03438793|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|0.036746032|-0.385273662|-0.034593342|0|0|0.003512954|-0.0276034839999999|-0.224171123|0|0.725028151|0.761336899|0.699483099|0.831783747|-0.068500679|-0.074857954|-50.09028298|-54.7389628|0.168216253|123.0060763|-40.02719655|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|-20.92960342|56.74339533|3055.795406|-1423.213033|1571.7484060000002|0.2351233969999999|9.460456975|18.49074823|171.9311063|27.36337253|0.0142451319999999|1860.709332|1056.535856|10.41657856|1.0|1.0|1.0|4.31|0.0|0.3|18.0|-8.82|3.68|3.3|76.5|3.33|2.0|151.14|0.0|-5.68|3.0|480.6|0.0|2.93|3.35e-06|0.00161|4.36|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|-1532.997117|794.5|1395.35|385.91|0.69305|-1532.553949|499.0|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|7.4559
14d_a23|0|1|1|0.0|7.423568444|0|1.197963465|3.405551724|0.058368697|-0.005343003|5.351858133|0.043538647|-0.288522152|-0.019307114|2|2|0.01180744|0.059486662|-0.136106024|2|0.772008792|0.829764975|0.6906097959999999|0.921694462|-0.053736319|-0.078282292|-35.40917327|-51.58357156|0.078305538|51.59888942|-33.99063559|8.074501042|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|-21.66510006|47.66288948|2878.955374|-1083.255003|2261.37838|0.209653392|7.832720777|14.358677900000002|138.1496441|27.41215037|0.015037275|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|3.62|0.09|26.0|-7.78|3.88|4.33|105.02|3.24|2.0|125.25|0.0|-5.85|4.0|425.51|0.0|3.8|5.61e-06|0.0023899999999999|3.94|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|-1669.24571|696.21|1186.17|336.18|8.1555|-1668.983743|336.18|-0.14894|5.6156|-0.22152|0.02083626|-1669.045136|8.1555|8.4001
3_a47|0|0|0|0.0|0.0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|0.03308642|-0.367098851|0.103847816|0|0|-0.007967014|-0.021029826|-0.024240921|2|0.720319618|0.780628097|0.815682427|0.854727481|-0.083129079|-0.0948001|-43.59237092|-49.71258151|0.145272519|76.18000386|-26.06896797|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|-19.12022366|48.10703|2243.894237|-745.6887227000001|1280.146703|0.2150305089999999|6.46319354|10.84023999|112.7606591|24.35791949|0.016230658|949.95886|418.022895|8.511255722000001|1.0|1.0|1.0|2.59|2.89|0.0|22.0|-8.42|4.32|5.4|58.04|2.88|1.0|101.55|0.0|-5.54|3.0|347.8|1.0|4.02|4.49e-06|0.00156|4.6|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|4.12|-1470.137664|556.65|941.44|217.52|0.52977|-1469.969304|0.2182|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|5.3274|6.5
18c_a25|0|0|0|0.0|6.842683282|0|1.193723817|1.959418462|-0.087958541|-0.002704524|4.727387819|0.043274232|-0.162271435|-0.038865826|1|1|0.007488918|0.01222181|-0.064145547|2|0.748718056|0.8005589320000001|0.7357918440000001|0.94801724|-0.048636087|-0.0719340379999999|-31.96445203|-47.27625541|0.05198276|34.1639413|-31.07074762|4.140476673999999|0.0|0.7479204509999999|-1.510614788|-21.00757374|-17.72859578|38.26446885|2917.369488|-992.8013635|2095.730631|0.2520795489999999|7.553051762000001|14.65844196|165.67090530000002|23.70385212|0.014546814|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|6.29|6.11|87.72|3.08|2.0|138.65|0.0|-6.05|3.0|449.57|1.0|4.77|2.51e-06|0.00113|4.49|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|4.75|-1714.597797|698.86|1243.76|226.01|0.31993|-1714.280779|0.0041|-0.13312|6.1775|-0.19532|0.02003004|-1714.342386|7.9283|7.0555
18_a10|0|0|0|0.0|7.78113851|2|1.243178376|2.142254323|-0.182332901|-0.00309846|5.733341277|0.035770975|-0.1859075939999999|-0.052165302|1|1|0.010573165|-0.144233311|-0.143149563|2|0.785539083|0.832812971|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|-36.52271591|-48.27152552|0.114447045|72.64119073|-30.63863373|7.692822451|123.3621791|0.641615544|-1.368942347|-23.18149476|-15.79795381|48.64284759|2788.499133|-868.8874593|2137.914113|0.358384456|7.204851347999999|13.51828833|227.471785|24.62214943|0.020666062|1354.218219|713.2632062000001|13.11704755|1.0|1.0|1.0|4.07|3.41|0.32|21.0|-7.88|4.65|4.66|62.06|2.14|1.0|119.81|0.0|-4.48|5.0|412.48|1.0|3.67|1.7100000000000002e-05|0.00705|3.49|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|-1336.433782|687.19|1181.5|214.93|0.37729|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|6.8861
5a_a40|0|0|0|0.0|8.149890544|0|0.604913477|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0.0388888889999999|-0.152120625|0.180125135|2|2|0.010425818|-0.191663433|0.007301856|0|0.756882266|0.820901326|0.5263598389999999|0.8531783270000001|-0.078132307|-0.090991462|-34.5789643|-40.27003217|0.146821673|64.97877226|-17.82228195|4.042943749|52.43850484|0.8224652720000001|-1.091897544|-15.30358975|-16.10801287|43.71412865|1847.672595|-483.24038600000006|508.8362301|0.177534728|5.507689573|10.7779923|78.57142892|19.58503709|0.0130940839999999|587.5511127|244.8873477|5.795040371|0.0|0.0|1.0|3.04|2.49|0.21|14.0|-4.05|3.68|3.08|75.5|1.85|0.0|74.15|0.0|-4.13|3.0|269.32|1.0|2.8|0.000213|0.0574|2.88|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|-1177.598691|466.79|757.45|326.96|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|0.01514427|-1177.555706|7.6003|7.0915
1h_a5|1|0|0|0.0|6.605297921|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|0.026339869|-0.085074391|-0.1197834419999999|1|1|0.007357977|-0.043247682|0.0578378779999999|2|0.780175595|0.8436458929999999|0.6977404359999999|0.8806402259999999|-0.067599619|-0.069496749|-35.25675213|-36.2462047|0.119359774|62.25239147|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|-14.49848188|39.84574434|2107.271793|-579.9392753|819.6979313999999|0.2549450239999999|6.711386288|13.14687756|132.96722079999998|19.45961351|0.01585373|778.3845404|409.0289917|8.268552715|1.0|1.0|1.0|2.8|2.07|0.05|23.0|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|0.0|-4.25|3.0|312.37|1.0|3.43|3.5600000000000005e-05|0.0111|3.43|3.87e-09|1.21e-06|-0.04124|4652.0|3.17|-990.6346565|556.57|934.7|266.52|0.4112699999999999|-990.472129|0.1754|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|3.3752|7.5528
3q_a32|1|1|1|0.0|7.765993078999999|0|0.609420748|0.0|-0.017280695|-0.008072705|5.733341277|0.03898374|-0.419780649|-0.022925245|3|3|0.002487149|0.0492355779999999|-0.295228244|0|0.853737093|0.901790225|0.716172604|0.84993799|-0.067604132|-0.097961799|-41.72706804|-60.46462749|0.15006201|92.62226328|-37.3203761|7.058489861|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|2649.276311|-846.5047848999999|3335.898591|0.365026099|6.428518903|11.93494358|225.3038157|27.20679986|0.022526037|1333.133193|618.9134881|13.90366881|0.0|1.0|1.0|3.57|3.34|0.3|19.0|-7.31|6.43|4.72|131.25|1.33|1.0|115.37|0.0|-5.91|4.0|411.54|1.0|3.86|2.4100000000000003e-05|0.00992|3.47|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|-1920.066488|666.16|1136.46|342.16|0.70216|-1919.821707|0.2897|-0.15001|4.1362|-0.19969|0.02381444|-1919.883144|5.2657|7.5528
16_a15|0|0|0|0.0|0.0|0|0.300207157|0.0|0.072882981|-0.008593957|0.0|0.035555556|-0.4898555739999999|-0.109386268|0|0|-0.00379317|-0.006331105|-0.0764246109999999|2|0.729432583|0.77948108|0.72660548|0.723597405|-0.08870471|-0.101500719|-60.63825695|-69.38556779999999|0.276402595|188.9479321|-47.4317527|3.31414791|17.68542055|0.868460507|-2.131515106|-41.45211893|-26.98327637|65.48636021|3173.773379|-1457.096924|3014.308422|0.131539493|6.798937229|11.720499900000002|89.91997762|31.07023998|0.009783192|1677.792959|728.353441|6.687758643|1.0|0.0|1.0|3.59|2.93|0.08|24.0|-9.21|3.37|6.02|115.58|1.72|2.0|124.45|0.0|-6.0|6.0|446.52|1.0|3.59|6.14e-06|0.00274|3.88|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|-1770.509465|716.79|1229.58|297.1|0.6541100000000001|-1770.217907|0.1409|-0.16871|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|7.6778
12x_a30|0|0|0|0.0|7.412764017000001|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|0.043383838|-0.3545061539999999|0.027312213|1|1|0.006346396|-0.104089964|-0.0922059569999999|1|0.782514704|0.829606585|0.803183654|0.848844277|-0.071909912|-0.091725339|-47.48669555|-60.57208434|0.151155723|99.81775209|-39.99960559|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|-23.12752311|57.2323071|2845.417984|-1272.013771|2374.777496|0.175325029|7.794822643|14.14885734|115.7782842|28.04441012|0.012044556|1542.442557|754.3941655|7.953787804|0.0|1.0|0.0|4.86|0.0|0.21|17.0|-7.38|4.87|3.23|81.65|3.25|2.0|137.21|0.0|-6.04|4.0|426.54|0.0|3.19|3.48e-06|0.00148|4.6|4.12e-08|1.76e-05|-0.05093|3.4831|4.45|-1654.40976|703.75|1211.79|355.95|0.68589|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|7.6556
9d_a31|1|0|0|0.0|7.765993078999999|1|0.61013528|0.0|0.036844743|-0.012442213|5.733341277|0.0359583329999999|-0.696763933|-0.0938310919999999|2|2|0.000127275|-0.091744753|-0.214049412|0|0.8343242820000001|0.873955169|0.771222772|0.6943358040000001|-0.098210975|-0.11958484|-66.96024848|-81.53295088|0.305664196|208.401866|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|86.75457645|2654.377004|-1222.994263|1932.363213|0.336380477|9.436176796|17.39409698|229.34422830000003|34.77197803|0.023927395|1842.914835|647.1500428999999|16.31369927|1.0|1.0|1.0|3.8|3.35|0.38|16.0|-7.63|6.04|4.09|117.37|1.31|2.0|112.97|0.0|-5.61|5.0|412.51|1.0|3.65|4.06e-05|0.0167|3.46|2.3500000000000002e-08|9.69e-06|-0.03457|3.8478|5.0|-1657.471475|727.27|1202.79|322.22|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|0.04331056|-1657.245966|3.5077|6.2218
5e_a40|0|0|0|0.0|8.149890544|0|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.044526749|-0.162528785|0.158430496|2|2|0.008306061|-0.184667138|0.010397494|0|0.8092726020000001|0.877722972|0.5087199929999999|0.864422751|-0.076883794|-0.089724264|-36.56222854|-42.66853738|0.135577249|64.47400829|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|1986.384601|-512.0224486000001|512.5703164|0.177640532|6.533857846|12.51197289|84.47727896|20.75420252|0.012921086|622.6260756|264.9899736|6.144645946|0.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|4.3|3.74|75.5|2.37|1.0|79.16|0.0|-4.78|3.0|303.77|1.0|3.33|5.56e-05|0.0169|3.51|2.23e-05|0.00678|-0.07231|3.7138|4.99|-1637.197299|493.19|802.38|333.85|0.69675|-1637.115238|0.5262|-0.14786|7.87|-0.2201699999999999|0.01659566|-1637.162552|10282.0|7.6021
4_a18 (SD-208)|0|0|0|0.0|0.0|2|1.304335262|0.0|0.055002235|-0.012457606|0.0|0.040864198|-0.498304229|-0.009648044|0|0|-0.015153358|-0.047745689|-0.3630339729999999|1|0.83508768|0.904723479|0.721664823|0.77909674|-0.077885485|-0.099573708|-40.10670787|-51.27494074|0.22090326|113.7529353|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|-18.01551972|51.01127638|2395.526727|-666.5742296|1822.914738|0.397970979|6.239898178|11.42979655|204.9329964|29.9246699|0.035654206|1107.212786|363.2306414|18.35993987|1.0|1.0|1.0|2.77|2.54|0.0|22.0|-8.15|3.54|4.44|76.48|2.02|1.0|92.87|0.0|-4.29|6.0|352.75|1.0|3.11|4.14e-05|0.0146|3.02|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|-1542.296276|537.47|895.83|239.56|0.4646|-1542.15786|0.2316|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|7.0969
34_a47|0|1|1|0.0|6.842683282|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|0.03522792|-0.191253079|-0.043634386|1|1|0.0047106|-0.208989427|-0.317014709|3|0.833786184|0.89234354|0.609110565|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|-49.91779281|0.1739443389999999|96.32577107|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|-16.25230464|45.23285281|2371.236125|-698.8490993|918.6458674|0.346006784|7.066583143|12.96364153|191.6093987|24.85087647|0.023023142|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.19|3.0|0.16|21.0|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|0.0|-3.57|5.0|348.38|1.0|3.02|0.000125|0.0436|2.49|3.36e-08|1.17e-05|-0.0545|4.2077|2.41|-1162.4815230000002|585.79|980.02|294.66|0.6602399999999999|-1162.283641|0.1718|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|6.2235|8.7
19j_a38|1|0|0|0.0|7.412764017000001|2|1.29704352|0.0|-0.089207643|-0.007976154|5.351858133|0.04391253|-0.438688445|0.003554228|1|1|-0.002443797|0.23209815|-0.20848518|1|0.846765471|0.908721232|0.6885713729999999|0.8071763829999999|-0.0844479869999999|-0.108006563|-57.80349365|-73.92901683|0.192823617|131.9851314|-50.60340201|11.74054073|29.18585028|0.714369845|-1.944118135|-39.565701700000005|-26.09259418|74.95583121|2969.234865|-1330.722303|3109.238056|0.285630155|7.506210369|12.69084117|195.5099392|36.5253298|0.023555355|1862.79182|640.025745|16.123318700000002|0.0|1.0|1.0|4.81|2.34|0.13|17.0|-6.92|3.17|2.42|105.02|1.76|1.0|130.41|0.0|-4.35|5.0|426.45|0.0|2.44|7.55e-05|0.0322|2.5|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|3.23|-1424.426858|686.26|1163.3|205.41|0.30419|-1424.183388|0.2625|-0.15182|10.8124|-0.21629|0.03678378|-1424.24494|14.4895|8.1146
9c_a31|1|0|0|0.0|7.765993078999999|1|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|0.03482906|-0.6933757159999999|-0.1047269419999999|2|2|-0.000813398|-0.062065125|-0.223856622|0|0.842823186|0.8856644770000001|0.770283733|0.6746901059999999|-0.103325018|-0.128097622|-65.84728287|-81.63444414|0.325309894|207.3144829|-52.02424796|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|-22.85764436|85.15486955|2592.448925|-1142.882218|2242.189942|0.329283294|8.188627935|15.04941978|209.8466636|34.07943198|0.024456662|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|3.66|3.09|0.35|16.0|-7.24|5.64|3.7|117.37|1.08|2.0|108.16|0.0|-5.23|5.0|398.48|1.0|3.32|6.94e-05|0.0277|3.1|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|-1618.157698|691.3|1147.93|322.12|0.7007399999999999|-1617.892493|0.2554|-0.15975|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|6.3768
17a_a25|0|0|0|0.0|6.842683282|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|4.727387819|0.043274232|-0.248224991|-0.0688716509999999|1|1|0.006423059|-0.02776212|-0.07654898|2|0.748718056|0.8005589320000001|0.659740852|0.874586929|-0.06234901|-0.079378741|-44.46905084|-56.61512986|0.125413071|89.44809639|-40.379488|6.442637379|80.30332825|0.755980502|-1.666953566|-31.71656603|-21.2306737|53.50212109|2907.309477|-1188.917727|2432.071525|0.244019498|8.996672966|16.93624014|174.0415044|28.08362601|0.015373381|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|4.83|5.31|72.7|2.67|2.0|131.06|0.0|-5.12|4.0|433.5|1.0|4.04|7.44e-06|0.00323|3.9|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|-1391.625102|747.06|1271.9|235.34|0.35172|-1391.321455|0.1735|-0.16304|3.4677|-0.21559|0.0362293|-1391.385492|5.1401|7.6021
6_a27|1|0|0|0.0|6.823286122000001|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.007874167|4.727387819|0.042942943|-0.330715016|0.075248207|1|1|0.0058042269999999|-0.406859288|-0.179319226|2|0.787663648|0.849515128|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|-38.92545695|-44.56839492|0.214952384|106.4156743|-22.06430895|5.03713293|61.10118428|0.774820398|-1.35037664|-19.27068071|-17.14169035|49.10012093|2196.1151210000003|-668.5259238|1193.992326|0.2251796019999999|5.010042219|9.500048379|111.4788253|22.12343713|0.01635203|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|3.0|2.49|0.11|21.0|-6.67|3.48|2.79|76.46|2.42|0.0|92.65|0.0|-3.62|4.0|317.34|1.0|2.71|0.000153|0.0485|2.37|2.16e-07|6.86e-05|-0.04793|5.5447|4.27|-1043.831559|526.9|896.68|223.61|0.3366099999999999|-1043.678244|163.0|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|4.0597|9.0
14e_a23|0|1|1|-4.45581912|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|0.044241453|-0.4787294729999999|0.021081733|2|2|0.001951778|0.072830644|-0.226146643|2|0.791790895|0.8510270329999999|0.5415996160000001|0.925392058|-0.073376247|-0.089453046|-51.07141556|-62.2612068|0.074607942|51.92870134|-43.33511299|8.73073591|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|-27.39493099|63.61519626|3255.313968|-1369.74655|2428.874279|0.203474128|8.020794334|15.89643482|141.6222839|34.39302091|0.017954325|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|3.54|3.62|0.09|26.0|-8.23|4.42|6.19|105.02|3.82|2.0|125.29|0.0|-6.38|7.0|479.48|0.0|4.5|1.61e-06|0.000773|4.46|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|-1966.96594|706.39|1209.58|334.8|0.63922|-1966.720803|0.3178|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|5.5469|8.5214
