molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
9_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941378|-0.042227775|0.04022792|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0|0|0.003160815|0.140072812|-0.344978312|0.85357243|0.7059441040000001|0.088615068|0.010183805|0|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|10.09761131|-1.400201879|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|-780.8954896|0.48742253|10.00547485|0.8240935659999999|5375.400861|31.09118831|0.03598612|-14.02896218|532.0914339999999|1.0|0.0|1.0|0.19|18.0|-7.57|61.84|1.96|2.0|1.0|-5.25|27.0|0.0|1.0|1.0|3.69|1.53e-05|0.0|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|-1223.705126|588.55|285.37|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|0.01773342|-1223.522216|2188.0|107.0|6.9706
25c_a34|0.0|0|0.0|0.0|1|7.412764017000001|2|1.377881974|-0.047513652|0.037424242|-0.834326082|-0.002827527|-0.056443595|10.95957635|1|1|0.001433865|-0.250299211|-0.5404076879999999|0.809687672|0.80135608|0.118901861|-0.072907053|0|-0.088513496|-0.113392997|0.478421157|0.043815478|-59.0359041|-75.6298008|29.22363765|183.6812574|211.2752099|-0.031498055|-50.44285726|19.49130854|-1.7008949569999998|-39.37521522|100.6665476|-21.008278|88.25954175|0.4356106729999999|-1134.447012|0.4625715629999999|13.26192888|0.77182656|6306.980593|39.09037289|0.037538004|-49.9273377|648.0187526000001|1.0|1.0|1.0|0.32|17.0|-5.71|90.74|1.0|1.0|2.0|-2.81|31.0|0.0|0.0|0.0|1.93|0.000523|0.0|0.0|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.32|-1426.704645|704.43|294.54|0.69247|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|0.03817361|-1426.48597|9.8087|1.78|5.7496
12z_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604983642|-0.026703371|0.040566449|-0.537984876|0.003529389|0.018796341|10.31162784|1|1|0.005111479|0.05890953|-0.39205163|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0|-0.071429418|-0.107776943|0.315493739|0.030875938|-49.68145417|-74.96232552|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|14.93669572|-1.939984979|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|-1349.321859|0.3691601439999999|15.74641625|0.950863559|7074.004131999999|37.52507564|0.029109145|-182.00664430000003|792.3440337000001|0.0|1.0|1.0|0.21|17.0|-6.83|100.11|2.2|2.0|1.0|-5.61|33.0|0.0|0.0|0.0|2.52|9.94e-06|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.34|-1804.814868|739.33|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|0.02895763|-1804.581882|7.2113|44.0|7.3615
3i_a32|0.0|1|2.417426304|-4.547725143|0|7.78113851|0|0.6094207970000001|-0.363243817|0.05052381|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|3|3|-0.0106761939999999|-0.8373173840000001|-0.537667101|0.565740817|0.833699527|-0.337053202|0.030060554|1|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|-59.72706743|8.064907632|60.99385995|55.97682661|-0.044627482|-31.48976464|4.252042736|-1.472706897|-25.92886531|71.27609889|-23.52884474|57.24454122|0.422644726|-776.4518766|0.22927653|10.09193014|0.732035793|5656.349227000001|30.52825775|0.021905206|-285.465827|318.0257595|0.0|1.0|1.0|0.13|19.0|-6.96|110.94|2.09|2.0|1.0|-6.27|24.0|1.0|0.0|1.0|4.37|6.85e-06|0.0|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|3.38|-1891.833327|530.5|340.43|0.70322|0.70322|-1891.738614|0.4765|-0.1476|2494.0|0.02199999|-1891.790935|3.8572|6.0|8.2366
5_a18 (BIBF0775)|0.0|0|0.0|0.0|0|7.03438793|2|1.251175715|-0.015946718|0.035478927|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|0|0.0036739159999999|-0.054916741|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0|-0.068989967|-0.078246932|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|118.3671077|-0.029755876|-44.61038661|4.846666751|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|-1595.201018|0.184058942|18.98829281|0.937842434|7221.114573000001|27.535837|0.010831199|-477.1120625|1140.896548|1.0|1.0|2.0|0.32|18.0|-9.21|76.5|3.52|3.0|1.0|-6.07|37.0|0.0|1.0|0.0|3.2|1.91e-06|0.0|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|-1572.313227|817.02|378.13|0.69298|0.69298|-1571.843719|0.4825|-0.13154|2.3389|0.02305362|-1571.914419|2.8009|34.0|7.4685
3b_a12|0.0|0|0.0|0.0|0|0.0|1|1.283824445|-0.043495794|0.0375|-0.332497127|-0.004028952|-0.065558712|10.9540388|0|0|-0.003019113|-0.19952566|-0.547002361|0.914614654|0.768772928|-0.008328578|-0.007397776|0|-0.064393592|-0.088443201|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|41.13468455|50.46508298|-0.034016616|-24.04018959|2.816328871|-1.326648015|-17.50314491|54.77629766|-17.73486237|38.97406803|0.390744506|-691.6596323|0.2311778089999999|10.88757628|0.64134753|4665.346939|23.06757345|0.0166212889999999|-280.3056362|406.0361621|1.0|0.0|1.0|0.05|18.0|-8.1|37.28|3.99|1.0|1.0|-4.26|24.0|0.0|1.0|1.0|3.59|2.28e-05|0.0|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.96|-1410.971864|548.05|294.55|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|0.02444371|-1410.8759220000002|8.5678|49.0|7.3098
47j_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176464|-0.068902246|0.033563218|-0.569931053|0.00031105|-0.006923502|10.94702285|0|0|0.002317206|-0.073551529|-0.48833504|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0|-0.073041469|-0.094744194|0.476575952|0.015967126|-56.816779|-73.69868165|12.42035127|95.57657747|150.5035248|-0.033837212|-57.32800549|9.661420661|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|-1842.467041|0.235574938|18.50538303|0.928170101|7316.123159000001|34.43235841|0.016220875|-411.3767328|1081.726154|1.0|1.0|3.0|0.28|18.0|-8.79|97.76|2.63|3.0|1.0|-5.83|37.0|0.0|0.0|0.0|2.39|7.32e-06|1.0|0.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|-1625.445572|839.37|399.25|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|0.03246539|1625.053346|5.2118|35.0|7.4559
12av_a36|0.0|0|3.4520047430000003|0.0|0|7.412764017000001|2|1.297042752|-0.081537769|0.04250591|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|1|-0.000472698|0.1168328169999999|-0.507136551|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0|-0.082283524|-0.105593135|0.277834652|0.021666882|-57.31621925|-73.55299094|15.09249582|99.2415672|172.4374372|-0.035197712|-51.2347934|10.51297704|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|-1397.506828|0.328083083|17.64042914|0.965363947|6460.1184140000005|36.48912989|0.025779468|-239.5042702|757.7532208|0.0|1.0|3.0|0.17|17.0|-6.93|98.3|1.49|1.0|1.0|-3.54|33.0|0.0|0.0|0.0|1.47|0.000227|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|-1440.988179|733.21|256.12|0.43212|0.70455|-1440.67411|0.0027|-0.14122|4.7666|0.04308001|-1440.738332|6.1075|39.0|7.4089
19_a31|0.0|0|3.2411335510000003|0.0|0|7.401841579|0|0.61013725|-0.086654127|0.0427124179999999|-0.46087445|-0.005956522|-0.040386271|10.31169935|2|2|-0.0038998559999999|-0.095997335|-0.615878515|0.656654981|0.8558149140000001|0.019858798|-0.138769819|0|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|75.32978176|157.414423|-0.036060715|-38.88650245|5.035230173|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|0.446100738|-929.4091898|0.223788196|12.77501178|0.805382437|4917.329034|27.21285095|0.0152483439999999|-323.5878356|460.3754405|1.0|1.0|2.0|0.28|16.0|-7.39|98.91|1.68|1.0|1.0|-4.67|25.0|0.0|0.0|1.0|3.47|0.0001199999999999|0.0|0.0|4.08e-08|1.46e-05|-0.04308|5.0344|5.24|-1489.532192|625.93|246.28|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|0.03702801|-1489.382077|2.4209|1.8|5.7447
17a_a50|0.0|1|0.0|0.0|2|7.934155233999999|1|1.349854788|0.009691515|0.034142512|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|2|2|0.012893333|-0.178162528|-0.220088198|0.762224122|0.784570118|-0.204032723|-0.215448852|1|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|-0.0280449529999999|-33.3079288|5.847033234|-1.570517366|-19.25896309|58.69900789|-18.26510428|38.54872522|0.486855438|-1022.84584|0.2100891|15.76161018|0.948768582|5718.782531|23.12299308|0.011602876|-377.6260803|719.3470265|1.0|1.0|0.0|0.29|20.0|-6.76|51.77|2.3|1.0|1.0|-3.99|30.0|0.0|1.0|0.0|3.27|3.61e-05|0.0|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|3.08|-1258.566007|705.96|291.88|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|0.02594911|-1258.322582|8.2991|85.0|7.0706
35_a18|0.0|0|0.0|0.0|0|7.03438793|2|1.251175948|-0.020425504|0.03531746|-0.44784362|-7.44e-05|0.027469086|10.94702087|0|0|0.00113101|-0.104482176|-0.5009599889999999|0.737701788|0.737094825|-0.032017257|-0.017913121|0|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|6.525195505|118.7214377|146.8343246|-0.033440195|-45.74482543|4.809030636|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|0.465531336|-1675.875389|0.125426193|17.18442554|0.87101708|6995.248058|28.17969862|0.007954001|-552.1173777|1056.535856|1.0|1.0|3.0|0.3|18.0|-9.55|85.29|3.33|3.0|1.0|-6.06|36.0|0.0|0.0|1.0|3.07|2.96e-06|0.0|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|8.09|-1533.002975|796.47|385.69|0.69279|0.69279|-1532.557542|0.4981|-132.0|2.0432|0.02600607|-1532.627182|2.7788|24.0|7.6198
12az_a36|0.0|0|3.465535084|0.0|0|7.412764017000001|2|1.297042831|-0.040156368|0.040566449|-0.593399474|0.000482522|-0.024018255|10.95957115|1|1|0.002872872|0.129156742|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0|-0.071762413|-0.10786263|0.411597359|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|126.71905359999998|-0.033474609|-52.96429617|17.0740303|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|-1360.503334|0.416134994|15.73229538|0.861843195|6700.839465|40.17530387|0.034594361|-117.53490990000002|766.4854363|0.0|1.0|2.0|0.21|17.0|-6.79|87.66|1.42|1.0|1.0|-4.11|33.0|0.0|0.0|0.0|1.75|7.13e-05|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|-1461.990465|737.12|319.03|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366
3q_a32|0.0|1|3.4364803|0.0|0|7.765993078999999|0|0.609420748|-0.04718311|0.03898374|-0.419780649|0.000773658|-0.022925245|10.31100266|3|3|0.002487149|0.0492355779999999|-0.5448044360000001|0.751733573|0.853737093|0.010109949|-0.1585635|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|92.62226328|-0.027989085|-37.3203761|7.058489861|-1.371465184|-25.7550561|74.3682963|-17.27560785|53.16288420000001|0.46136998|-846.5047848999999|0.365026099|11.93494358|0.856561949|6079.482066|27.20679986|0.022526037|-166.61896299999998|618.9134881|0.0|1.0|1.0|0.3|19.0|-7.31|131.25|1.33|1.0|1.0|-5.91|28.0|0.0|0.0|1.0|3.86|2.4100000000000003e-05|0.0|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|-1920.066488|666.16|342.16|0.70216|0.70216|-1919.821707|0.2897|-0.15001|4.1362|0.02381444|-1919.883144|5.2657|28.0|7.5528
3_a20 (SB-525334)|0.0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|-0.053897691|0.0526353279999999|-0.274640708|0.001924142|-0.175513234|10.95053359|1|1|0.0033523629999999|0.002992397|-0.500412918|0.818922083|0.7186587|0.087932573|-0.17447922|1|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|3.934338039|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|-777.0449536|0.215089498|10.9543133|0.8429740729999999|4905.195832|21.06338405|0.0117802769999999|-321.8682802|520.6749407|1.0|1.0|1.0|0.24|21.0|-8.39|67.35|1.69|1.0|1.0|-4.85|26.0|0.0|1.0|1.0|3.63|1.88e-05|0.0|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|-1086.585811|605.71|248.86|0.49443|0.70168|-1086.329436|0.1171|-0.13417|3.7291|0.02096048|-1086.383308|4.8164|162.0|6.7905
18d_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.6049874|-0.064217094|0.040899471|-0.385441836|0.001139238|-0.053728319|10.31163881|1|1|0.002064369|-0.159104532|-0.4624430539999999|0.669561738|0.815003426|-0.001699165|-0.149451598|0|-0.07812727|-0.103191184|0.346980269|0.017843227|-49.44608411|-65.3088221|11.29282624|78.23108693|124.5022473|-0.037906966|-41.33339749|7.147133584|-1.85744132|-31.29400567|75.80070349|-23.99099587|60.73891035|0.443774287|-1175.558798|0.216715605|12.69833771|0.797831306|6367.958933|30.62871675|0.016577694|-358.5765637|618.6004214|0.0|1.0|1.0|0.14|17.0|-6.9|81.65|3.2|2.0|1.0|-5.39|30.0|0.0|0.0|0.0|2.92|9.71e-06|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|-1675.020297|669.66|247.35|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737
14ad_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197962774|-0.028065075|0.0444129979999999|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|2|2|0.009675528|0.2086248289999999|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|1|-0.059168372|-0.085840335|0.224009311|0.033831691|-42.29008971|-61.35364811|24.18091285|52.63180108|80.67170209999999|-0.029653934|-43.85199724|17.28310144|-1.630966366|-30.226481300000003|85.20135045|-21.19489662|66.47100256|0.46995189|-1165.7193140000002|0.424119041|16.34071148|0.8866211979999999|7308.229822|36.80430179|0.033365494|-108.4705382|770.8206617000001|0.0|1.0|1.0|0.12|26.0|-7.6|123.48|2.42|2.0|1.0|-5.8|34.0|0.0|0.0|0.0|3.39|8.22e-06|0.0|0.0|2.49e-08|1.17e-05|-0.06925|3.3867|2.99|-1858.957788|747.83|366.09|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|0.01481488|-1858.733603|6.7584|4.0|8.3595
13_a10|0.0|0|0.0|0.0|1|7.535296702|1|1.343837907|-0.055497169|0.038726287|-0.259721373|0.00384732|-0.002128014|10.9296146|1|1|0.003791547|-0.154121136|-0.345108701|0.761923976|0.78472614|0.00746881|-0.002671425|1|-0.094726989|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|6.168030793|174.7319717|91.99711608|-0.030119651|-21.04167667|3.118282386|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|-624.3134531000001|0.285505651|9.209972585|0.816739845|4941.066161|21.31179541|0.018979132|-216.8776303|422.96706330000006|1.0|1.0|1.0|0.15|21.0|-6.6|63.83|1.88|0.0|1.0|-3.76|25.0|0.0|1.0|1.0|2.91|7.87e-05|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|-1065.874094|550.83|212.63|0.34881|0.68386|-1065.68351|0.1514|-0.15937|3.6904|0.0346535|-1065.732389|5.3726|0.16|6.7959
17_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.605019885|-0.118246266|0.047430556|-0.349676046|-0.007540435|-0.041723219|10.31163036|1|1|-0.006696449|-0.027542873|-0.633373061|0.881253042|0.767641592|0.1789147639999999|-0.085686119|1|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|100.2028184|-0.039557272|-24.87357062|2.672377884|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|0.4383349039999999|-684.3617224|0.159937821|11.12358659|0.780420408|4839.543958|23.96047156|0.012803096|-346.0738521|353.7528308|1.0|1.0|1.0|0.0|21.0|-7.48|92.93|2.37|1.0|1.0|-5.53|23.0|0.0|0.0|1.0|3.71|1.18e-05|0.0|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.2102|3.57|-1731.75233|537.32|386.22|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|0.02878063|-1731.663157|4.8815|23.0|7.6383
12h_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.60499064|-0.107711573|0.041915709|-0.289603712|-0.000134504|0.189869851|10.31197256|2|2|-0.002126898|0.367928263|-0.556229094|0.809398262|0.7769829840000001|0.116873629|-0.335801908|1|-0.0954337969999999|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|6.193088525|208.6717565|84.86252967|-0.038796498|-25.56004046|3.274152035|-1.280284432|-26.67382585|54.9311782|-20.51086984|56.64687411|0.4958138139999999|-676.8587047999999|0.155991416|15.84593062|0.983394285|5087.343024|24.30173133|0.012453938|-363.7398044|350.9435025|0.0|1.0|1.0|0.0|20.0|-6.84|84.45|3.76|2.0|1.0|-6.25|23.0|0.0|0.0|1.0|4.22|2.61e-06|0.0|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|-2153.207198|548.82|298.7|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|2.5573|0.02044063|-2153.123274|3.5425|823.0|6.0846
28_a34|0.0|0|0.0|0.0|1|7.423568444|1|1.454781307|-0.206909349|0.04515873|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|1|1|-0.007544188|-0.33032879|-0.5437894289999999|0.8318609690000001|0.798057295|0.092890802|-0.078146961|0|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-66.89539627|-72.11491331|19.29162755|144.3404619|232.4555747|-0.048190604|-36.91879876|9.876233397|-1.831242935|-34.24669822|85.99382787|-24.6708914|86.18702382|0.454339954|-937.4938731|0.270129894|10.28760365|0.832642882|4803.256974|33.80175623|0.0271102189999999|-235.3612529|344.69029950000004|1.0|1.0|1.0|0.12|17.0|-4.78|92.26|0.88|0.0|2.0|-3.27|24.0|0.0|0.0|1.0|1.84|0.000565|0.0|0.0|1.66e-05|0.00535|-0.03896|4.2857|4.11|-1100.797628|544.24|289.3|0.69263|0.69263|-1100.6525880000002|0.2043|-0.17802|6.4596|0.03680411|-1100.704833|8.5886|3.82|5.4179
8d_a12|0.0|1|2.976279182|0.0|0|6.580639137|1|1.283835213|-0.048642535|0.038347953|-0.376778003|0.000925796|-0.065870394|10.94458983|1|1|0.001575111|0.0479437859999999|-0.484923957|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|1|-0.077834742|-0.103548595|0.266886187|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|78.55353315|-0.039118358|-32.00762818|3.507952014|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|0.465113852|-978.6959108|0.166136296|12.96695233|0.8695567329999999|5255.11762|26.08195789|0.012525773|-371.2392138|503.2240425|1.0|1.0|2.0|0.1|21.0|-8.37|65.96|2.83|2.0|1.0|-4.58|27.0|0.0|1.0|1.0|3.02|2.43e-05|0.0|0.0|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|-1138.296407|600.2|292.53|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|2.1281|0.04004678|-1138.139635|3.0277|25.0|7.6021
9d_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604992329|-0.022152094|0.045555556|-0.146575228|0.011823978|0.15723868|10.3119722|2|2|0.010101686|0.259969752|-0.4887998529999999|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|1|-0.060319196|-0.071656839|0.002088915|0.010749826|-31.08478865|-36.92750973|5.539796446|108.1468558|30.08152399|-0.031613312|-19.03015798|2.854868966|-1.074852592|-16.01918037|41.42218692|-16.29154841|36.6245851|0.467275972|-553.912646|0.133579429|15.06105494|0.87714454|4401.742338|18.80327978|0.0087217999999999|-377.6610668|346.9019309|0.0|0.0|0.0|0.06|20.0|-7.0|58.43|4.07|1.0|1.0|-6.13|22.0|0.0|1.0|1.0|4.63|2.23e-06|0.0|0.0|1.01e-07|3.3e-05|-0.06906|4.6073|4.7|-1677.551678|542.19|269.1|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|6.2032|0.01113991|-1677.48058|7.9502|107.0|6.9706
6b_a40|0.0|0|0.0|0.0|1|8.421342866|2|0.604892326|-0.069975812|0.039863946|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|2|2|-0.004728928|-0.248560671|-0.630957955|0.691778838|0.842573207|0.003163118|-0.307881994|1|-0.107699967|-0.118488624|0.417254814|0.014588568|-72.13527644|-79.36130196|9.771129787|176.8246355|165.1465831|-0.049599889|-53.15460718|6.544506614|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|-1428.503435|0.1218592019999999|12.51342818|0.793750992|8482.600495|37.83107469|0.011838681|-506.5422338|618.8882797|0.0|0.0|1.0|0.21|14.0|-5.21|173.43|2.61|2.0|2.0|-8.41|31.0|1.0|0.0|1.0|4.21|6.55e-07|1.0|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|-3290.775349|687.2|399.62|0.69429|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|0.03026498|-3290.648012|11.3203|0.03|7.5229
3_a3|0.0|0|0.0|0.0|0|7.285506549|0|0.605000514|-0.114647585|0.034259259|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|2|2|-0.006362643|-0.030486489|-0.599804962|0.913546349|0.8083172479999999|-0.082619043|0.123113049|1|-0.107269779|-0.098797066|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|228.5396864|112.2682304|-0.035057023|-20.54492513|2.623868963|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|-495.58367360000005|0.299996173|8.592908408|0.709760196|4677.617255|22.83783244|0.023287455|-182.4099648|302.8386149|1.0|1.0|1.0|0.0|20.0|-6.15|121.17|1.41|0.0|1.0|-5.48|21.0|0.0|0.0|1.0|3.23|4.06e-05|0.0|0.0|7.009999999999999e-07|0.000218|-0.0637|5.8458|1.92|-1592.904586|491.26|212.09|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|0.03099295|-1592.839065|2.8045|1175.0|5.93
12am_a36|0.0|0|3.340519946|-4.723487246|0|7.412764017000001|2|1.240140551|-0.297354748|0.044036281|-0.921315581|-0.011700732|-0.050505733|10.9602097|1|1|-0.007897954|0.345949079|-0.6080522279999999|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0|-0.091472759|-0.118101664|0.305015372|0.017590648|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|127.81651770000002|-0.045928425|-56.3667958|8.395550408|-2.480134939|-43.65752487|95.53118838|-31.72964526|75.34643812|0.484558903|-1713.4008440000002|0.211665165|17.01968794|0.940085891|7238.033439|40.24894481|0.020179019|-398.3921535|672.4630346|0.0|1.0|2.0|0.17|17.0|-7.14|78.43|2.04|2.0|1.0|-5.2|34.0|0.0|0.0|0.0|2.65|8.6e-06|1.0|0.0|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|4.86|-1645.205296|714.21|236.99|0.40752|0.6805100000000001|-1644.952145|0.2987|-0.15658|5.9258|0.03550681|-1645.016323|8.0872|0.06|7.2218
12b_a36 (EW-7197)|0.0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.2970445309999998|-0.082283951|0.040899471|-0.439429998|-0.002526241|-0.098032695|10.96052467|1|1|-0.000673716|0.059005046|-0.442656599|0.724208473|0.819222745|-0.001567914|-0.097861598|0|-0.081357853|-0.10866747|0.458627252|0.021439664|-50.90136206|-67.98756422|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|8.392238798|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|-1223.776156|0.253252648|12.52485821|0.851455231|6096.459089|32.77617664|0.020730147|-308.7538779|595.8790650000001||||||||||||||||||||||-0.04975|3.8475|3.41|-1332.180029|659.48|322.25|0.6824899999999999|0.69991|-1331.9479310000002|0.0197|-0.15571|5432.0|0.03202977|-1332.005651|7.3101|7.0|8.1549
