molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GRAV|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
14c_a23|0.0|0|1|0.0|0.0|7.423568444|3.349976042|0.06596946|-0.024758731|0.04174584|0.743546646|0.010682694|-0.047853455|10.31321813|-0.047410593|2|-0.071484865|-0.13187015|0.722187957|0.793551289|0.1114214519999999|0.659570836|1|0.922935039|-0.0567889659999999|0.018842596|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|-0.034046252|0.7834075309999999|-1.600173862|-25.07982076|64.05912299|50.26125234|0.459622824|2955.304496|613.3401089|2379.221378|0.2165924689999999|6755.962581999999|0.016385474|-376.6791777|633.3278634|10.88903141|0.0|0.0|1.0|1.0|1.0|3.4|3.6|0.05|26.0|-7.99|4.67|2.0|1.0|125.29|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|0.0|0.0|7.49e-07|0.000334|2.83e-06|0.0|0.0|4.55e-06|-0.0795299999999999|4.1|693.64|1177.63|334.81|0.56781|-2089.293299|-0.23096|-2089.354057|10.369000000000002|8.6253
12b_a40|0.0|0|0|0.0|0.0|7.515889085|1.713497417|0.084915315|-0.011794908|0.1744506639999999|0.747253086|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.023952313|0.038336814|0.58925219|0.7137941109999999|0.026452642|0.522580798|1|0.955647156|-0.065048707|0.010845303|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|0.856829717|-1.048903063|-21.10373336|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|0.143170283|5933.385347|0.010309671|-406.4913617|370.3261123|5.872257692000001|0.0|0.0|1.0|0.0|0.0|3.26|3.87|0.0|20.0|-8.39|6.74|2.0|0.0|101.78|1.0|2.0|-7.71|24.0|2.0|-4.09|415.12|1.0|0.0|1.0|1.95e-08|8.09e-06|7.82e-08|0.0|1.0|1.7e-06|-0.08279|6.27|576.38|960.94|363.91|0.69476|-3016.927883|-0.22546|-3016.980996|6.3131|7.3979
3l_a32|0.0|1|1|3.672194822|0.0|7.773594467000001|0.0|-0.003342759|0.0043645509999999|-0.039331295|2.259257465|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|-0.04980249|-0.087213805|0.820540279|0.751853889|-0.136589369|0.776480242|1|0.8855584879999999|-0.069304303|0.012244965|-51.41835077|7.120934925|61.72183119|0.114441512|66.55229892|-0.028831823|0.788236719|-1.326263838|-23.43792428|58.10243176|47.42414825|0.453630671|2453.759435|514.9875423000001|2415.340446|0.211763281|5429.531532999999|0.011493763|-335.2422712|565.7000781|6.6840809960000005|1.0|0.0|1.0|1.0|1.0|3.58|3.54|0.35|19.0|-7.5|6.17|2.0|0.0|110.16|1.0|3.0|-7.6|26.0|3.0|-4.71|380.53|1.0|0.0|1.0|2.52e-08|9.59e-06|9.7e-07|0.0|0.0|1.2e-05|-0.0529799999999999|4.21|629.26|1062.47|351.04|0.70282|-1789.242839|-0.19962|-1789.298086|5.7721|7.9208
30_a47|0.0|0|1|0.0|0.0|6.842683282|1.435022468|-0.069449687|-0.184735553|0.013114301|1.192095911|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.035472095|-0.079370393|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.651797437|1|0.67896733|-0.108232368|0.022747897|-64.38108459|13.64937081|350.5257774|0.32103267|192.6285289|-0.0383202979999999|0.679447569|-1.609452527|-38.96726396|81.25550675|78.59180109|0.4680850139999999|2626.927627|407.3992771|1558.731067|0.320552431|5852.817155|0.028122734|-215.3470619|457.1122177|16.87442216|1.0|1.0|1.0|1.0|2.0|3.03|2.12|0.05|21.0|-7.24|3.93|1.0|0.0|104.25|1.0|5.0|-4.22|28.0|5.0|-6.95|396.81|0.0|0.0|1.0|6.05e-05|24.0|7.94e-05|0.0|0.0|2.28e-05|-0.0564299999999999|3.89|615.85|1032.35|333.66|0.6944899999999999|-1695.931037|-0.20813|-1695.9887|3.6487|7.9
12bb_a36|0.0|1|0|3.3296932480000003|0.0|7.412764017000001|0.0|-0.07834963|-0.117921811|0.096309833|0.0|-0.006877664|-0.018516159|10.96022185|-0.027636036|1|-0.098027247|-0.250781298|0.653741315|0.836170906|0.0534307559999999|0.632625562|0|0.6888482109999999|-0.090660196|0.022069757|-73.39466247|14.16769093|88.91215764|0.311151789|199.7440352|-0.038872447|0.719294078|-1.943622342|-37.36110291|88.14984373|72.36704599|0.4808928389999999|2902.055617|442.2064275|2458.790147|0.280705922|6285.088971|0.022984922|-281.5518699|593.6088758|14.75518126|1.0|0.0|0.0|0.0|2.0|4.72|0.0|0.14|17.0|-7.12|3.0|1.0|0.0|123.67|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|0.0|0.0|3.17e-05|-0.0566799999999999|3.66|667.88|1120.72|326.27|0.38838|-1431.178978|-0.21175|-1431.238418|8657.0|8.0
13c_a6|0.0|1|0|3.441255118|0.0|7.412764017000001|0.0|-0.046663393|-0.0122495089999999|0.049627353|0.0|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|-0.106686991|-0.174259072|0.845481322|0.780680481|0.085414885|0.7995080809999999|0|0.786809832|-0.093635525|0.030547186|-75.71763296|20.79409503|157.60887419999997|0.213190168|145.12291069999998|-0.039875482|0.772032541|-2.11340057|-43.38886312|88.21184769|84.53371376|0.466844407|2880.850692|535.5975578|3135.546462|0.2279674589999999|6204.855629|0.018354398|-370.3562372|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|2.0|3.61|2.53|0.16|23.0|-9.4|4.57|2.0|0.0|121.6|1.0|6.0|-5.95|32.0|5.0|-5.88|423.47|0.0|0.0|1.0|1.11e-06|0.000471|5.42e-06|0.0|0.0|1.68e-07|-0.05015|4.5|719.8|1217.77|339.5|0.48478|-1389.122252|-0.1999|-1389.184603|9.2467|7.1367
19_a31|0.0|1|0|3.2411335510000003|0.0|7.401841579|0.0|0.062492295|-0.086654127|-0.044625452|0.0|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.081398052|-0.1751017789999999|0.656654981|0.8558149140000001|0.019858798|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|0.014675044|-66.3863707|8.596058678|75.32978176|0.268735206|157.414423|-0.036060715|0.776211804|-1.586671445|-31.1960848|75.31824576|61.85348014|0.446100738|2265.6917350000003|428.3459076|1992.2502|0.223788196|4917.329034|0.0152483439999999|-323.5878356|460.3754405|8.931875058|1.0|1.0|1.0|1.0|2.0|3.44|2.62|0.28|16.0|-7.39|4.33|1.0|0.0|97.25|1.0|7.0|-4.67|25.0|4.0|-6.41|358.43|0.0|0.0|1.0|2.14e-05|0.0076799999999999|0.0001199999999999|0.0|0.0|1.46e-05|-0.04308|5.24|625.93|1028.58|314.06|0.5385300000000001|-1489.323855|-0.20675|-1489.382077|2.4209|5.7447
16b_a23|0.0|0|1|0.0|0.0|7.423568444|3.418247774|0.031073244|-0.013240238|0.054655144|0.754232958|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|-0.123524943|-0.224300431|0.75524548|0.7740962779999999|0.14319927|0.711576167|1|0.928579764|-0.050637391|0.018614978|-58.69232154|13.79443768|7.971529518|0.071420236|52.92522904|-0.031407956|0.738977|-1.821661419|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|2256.698672|0.261023|7575.784511|0.018384316|-354.1828792|896.9989312000001|13.6235075|1.0|0.0|1.0|0.0|1.0|4.19|0.0|0.07|26.0|-7.33|4.1|2.0|1.0|146.03|1.0|6.0|-6.19|36.0|4.0|-6.3|489.57|0.0|0.0|0.0|6.41e-07|0.000314|2.16e-06|0.0|0.0|2.26e-05|-0.07352|4.24|772.84|1340.35|772.92|0.95419|-1877.270284|-0.21093|-1877.335869|14.8849|7.0191
9g_a24|0.0|1|0|2.931798469|0.0|7.273092596000001|1.7647373919999998|-0.318471716|0.001126633|-0.162313932|0.0|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|-0.0273623029999999|-0.049325609|0.683676657|0.7931626959999999|0.13372961|0.657503038|0|0.8671367529999999|-0.064835725|0.01876163|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|41.36311977|0.427531635|2123.257348|429.0504306|1196.910121|0.518073552|4355.725609|0.033884884|17.88521849|341.3207334|16.76589519|0.0|1.0|0.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.93|0.0|0.0|87.53|1.0|3.0|-2.49|23.0|4.0|-7.17|302.33|0.0|1.0|0.0|0.00323|977.0|0.0008179999999999|0.0|0.0|0.000113|-0.03585|0.75|524.03|879.99|289.67|0.4227399999999999|-984.447764|-0.21391|-984.497752|4.4131|7.1675
A7701_a51|0.0|1|0|2.9690728930000003|0.0|6.605297921|0.0|-0.221071791|-0.0162614089999999|0.070581466|2.087643036|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|0.036217274|0.061434294|0.7078647990000001|0.7451039290000001|0.00552665|0.688876851|1|0.865114773|-0.071384149|0.007404204|-36.09660744|3.420720075|146.2104641|0.134885227|62.31656919|-0.030384547|0.799046392|-1.09384371|-15.23632002|41.87351682|36.39998243|0.420350923|1959.582581|399.6804233|1108.114062|0.200953608|4153.310077|0.012504214|-276.3170672|332.8814548|5.776909381|1.0|1.0|0.0|1.0|1.0|2.66|2.05|0.06|21.0|-7.58|4.0|0.0|0.0|87.52|1.0|2.0|-3.95|22.0|3.0|-5.82|286.33|0.0|1.0|1.0|0.000111|0.0319|6.790000000000001e-05|0.0|0.0|7.5e-06|||||||||||7.6021
5b_a49|0.0|0|0|0.0|0.0|7.853604813|2.119588967|0.1108916119999999|0.006327273|-0.072128552|1.926253727|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|-0.13632743|-0.230763367|0.6981815290000001|0.7843021|-0.006962617|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.020319986|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|-0.026008|0.608694741|-1.300400018|-24.11745318|59.85065205|52.97561349|0.475192312|2764.188493|468.4133145|1956.050085|0.3913052589999999|6225.302624|0.025332565|-127.7749783|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|3.34|2.9|0.22|21.0|-7.24|2.87|1.0|0.0|122.26|1.0|3.0|-3.3|30.0|4.0|-7.24|396.44|0.0|1.0|1.0|0.000496|0.1969999999999999|0.000118|0.0|0.0|2.3e-05|-0.04453|3.92|633.92|1093.32|316.21|0.39241|-1291.873941|-0.20701|-1291.929428|6.1996|7.5528
6e_a31|0.0|1|0|3.402951625|0.0|7.773594467000001|0.0|0.06650322|-0.178758575|0.132664341|0.0|-0.011483229|-0.008757878|10.31165994|-0.0462850729999999|2|-0.002840672|-0.004825446|0.838789705|0.78240875|-0.071378445|0.795570315|0|0.623340994|-0.122985602|0.032627586|-79.81721349|19.89514173|159.9587946|0.376659006|229.6732654|-0.046541668|0.7604979040000001|-2.0943750530000003|-45.72760428|93.68572477|94.88738762|0.4782688439999999|2776.836977|380.0911673|2188.417358|0.239502096|6053.812282|0.022744048|-317.6847132|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|2.0|3.55|2.62|0.1|22.0|-7.33|4.0|1.0|0.0|109.69|1.0|4.0|-5.63|29.0|5.0|-6.5|404.44|0.0|0.0|1.0|2.34e-06|0.000947|2.18e-05|0.0|0.0|1.89e-05|-0.05426|4.31|634.34|1077.48|374.76|0.70391|-1652.445002|-0.18844|-1652.503557|8.3583|6.4318
13_a1|0.0|1|0|3.409865599|0.0|7.423568444|0.0|-0.046530797|-0.144782061|0.1129747169999999|0.0|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|1|-0.07665159|-0.120034915|0.87703849|0.76714213|-0.051729721|0.833702788|0|0.6794604670000001|-0.111667908|0.033737733|-62.04288975|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|0.7082629840000001|-1.813613202|-37.76773325|77.55889436|84.56244352|0.477212829|2555.623166|395.1486144|1786.445642|0.291737016|5456.353212|0.026679865|-242.2358135|505.2124255|15.51600461|1.0|1.0|1.0|1.0|2.0|3.35|2.83|0.09|23.0|-7.94|3.87|1.0|0.0|104.88|1.0|4.0|-4.29|28.0|5.0|-6.48|371.39|0.0|0.0|1.0|5.16e-05|0.0192|4.58e-05|0.0|0.0|4.24e-06|-0.04962|3.17|613.52|1035.04|359.55|0.65363|-1238.174491|-0.18883|-1238.22919|3.9446|6585.0
14n_a23|0.0|0|1|0.0|0.0|7.423568444|3.3716621960000004|0.009802461|-0.027380305|0.079559363|0.747533142|0.010561248|-0.049694913|10.3132176|-0.059870135|2|-0.110069159|-0.199540201|0.756252127|0.802854174|0.219354173|0.71381683|1|0.89327435|-0.058928845|0.027028617|-55.70499288|18.26553926|97.93357279|0.10672565|72.12361433|-0.032325501|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|58.08878013|0.469606631|3014.591033|603.6615822000001|2195.877777|0.313179459|6740.54932|0.0242495529999999|-252.5011125|683.7405759|16.3874892|0.0|0.0|1.0|1.0|1.0|3.53|3.66|0.09|26.0|-7.51|4.03|2.0|1.0|126.78|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|0.0|0.0|1.3699999999999998e-05|-0.06951|3.23|710.48|1209.95|362.35|0.6955|-1744.1828670000002|-0.2077099999999999|-1744.244532|7.2975|9.2441
12an_a36|0.0|1|0|3.489959714|0.0|7.412764017000001|0.0|-0.05423417|-0.046532211|0.0966393909999999|0.0|0.00285431|-0.131674913|10.33556631|-0.031635802|1|-0.07550872|-0.133106642|0.906423012|0.8344566859999999|-0.009636347|0.855081905|0|0.836440154|-0.073519599|0.0173118669999999|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|0.783512615|-1.997765039|-33.56484523|81.70091433|61.37296195|0.44576647|2881.978785|565.1654879|2399.367452|0.216487385|6162.848939|0.015771136|-383.1273396|725.9470896|10.65623343|1.0|0.0|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-7.05|2.61|1.0|0.0|135.47|1.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|0.0|0.0|3.83e-05|-0.05561|3.37|718.98|1215.98|327.38|0.44822|-1670.182102|-0.21035|-1670.244686|6.2182|7.3979
14l_a23|0.0|0|1|0.0|0.0|7.423568444|3.402752757|0.060717916|-0.026530366|0.042748013|0.758109562|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|-0.074441567|-0.136106024|0.725800261|0.778602826|0.156652778|0.6906097959999999|1|0.921267667|-0.053549434|0.018669073|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|-0.0328459689999999|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|47.64388017|0.492922575|2879.181064|607.777253|2176.038061|0.210373806|6444.7098240000005|0.01508774|-382.1434717|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|3.51|3.52|0.09|26.0|-7.78|4.33|2.0|1.0|125.25|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|0.0|1.43e-06|0.000608|5.61e-06|0.0|0.0|7.03e-06|-0.07191|3.79|694.65|1185.79|341.8|0.67242|-1668.983787|-0.2183|-1669.04569|8.2422|8.1798
12l_a36|0.0|1|0|3.426092687|0.0|7.412764017000001|0.0|-0.0944961519999999|-0.008712073|0.128666217|0.0|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|1|-0.098598933|-0.175397741|0.8707354620000001|0.8174432229999999|-0.041707369|0.8212311840000001|0|0.84381923|-0.079972189|0.0220227089999999|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|-0.038052612|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|66.38812034|0.4619814279999999|2843.514589|549.2389652|2385.788754|0.262041641|6121.6555530000005|0.02088234|-309.7725155|642.3830552000001|13.59224175|1.0|0.0|1.0|0.0|2.0|4.78|0.0|0.13|17.0|-6.66|1.76|1.0|0.0|128.47|1.0|5.0|-4.57|31.0|5.0|-6.68|406.44|0.0|0.0|0.0|2.72e-05|0.0111|5.08e-05|0.0|0.0|8.97e-05|-0.0510399999999999|2.98|686.83|1155.07|321.05|0.6925|-1324.954011|-0.20973|-1325.0137550000002|7.2021|7699.0
11b_a5|0.0|1|0|2.943854668|0.0|6.605297921|0.0|-0.2023158669999999|0.008093965|-0.067519041|0.0|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|1|-0.0109928619999999|-0.017658026|0.735954089|0.805760343|-0.0497097529999999|0.682032125|0|0.8737310509999999|-0.07633373|0.016373566|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|0.66824472|-1.290636432|-27.50997723|62.16286481|55.65456427|0.456131351|2434.505303|524.5231302|913.0178976|0.33175528|5107.577902|0.0228838029999999|-202.0032297|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|2.99|2.55|0.1|23.0|-9.15|4.82|2.0|1.0|106.58|1.0|6.0|-4.65|27.0|4.0|-6.03|376.84|0.0|1.0|1.0|2.26e-05|0.00853|2.04e-05|0.0|0.0|2.68e-07|-0.0418399999999999|3.31|635.55|1063.35|295.32|0.61027|-1564.56504|-0.21291|-1564.621301|2.8531|7.7212
12am_a36|0.0|1|0|3.340519946|-4.723487246|7.412764017000001|0.0|0.088482802|-0.297354748|0.122824831|0.0|-0.011700732|-0.050505733|10.9602097|-0.037654321|1|-0.1187503719999999|-0.3344729369999999|0.647732719|0.8344566859999999|-0.0147665219999999|0.624142499|0|0.814986544|-0.091472759|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|0.788334835|-2.480134939|-43.65752487|95.53118838|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|2603.072527|0.211665165|7238.033439|0.020179019|-398.3921535|672.4630346|13.94067198|1.0|0.0|1.0|0.0|2.0|4.81|0.0|0.17|17.0|-7.14|4.04|2.0|0.0|130.43|1.0|7.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|0.0|6.26e-06|0.00291|8.6e-06|1.0|0.0|3.37e-05|-0.0569799999999999|4.86|714.21|1206.77|321.15|0.40752|-1644.952145|-0.21356|-1645.016323|8.0872|7.2218
9b_a36|0.0|1|0|3.513187594|0.0|7.412764017000001|0.0|-0.053019801|-0.023369916|0.082806042|0.0|0.005050384|-0.077361324|10.33767255|-0.06502499|1|-0.053309522|-0.094526372|0.8421237309999999|0.7885597609999999|-0.034830997|0.7961424690000001|0|0.8453794609999999|-0.074181597|0.017007854|-61.73294817|10.68084402|67.12293326|0.154620539|97.10089515|-0.036110824|0.78242217|-1.769430355|-29.25555061|71.70079424|57.26650122|0.453252346|2715.020034|530.8939077|2464.2160510000003|0.21757783|5838.085413000001|0.015872498|-354.7193098|620.9195447000001|9.967846072|1.0|0.0|1.0|0.0|1.0|4.73|0.0|0.14|17.0|-6.64|2.76|1.0|0.0|126.17|1.0|5.0|-4.6|29.0|4.0|-6.46|398.48|0.0|0.0|0.0|2.49e-05|0.00992|3.71e-05|0.0|0.0|9.21e-05|-0.05146|3.82|666.01|1127.85|321.74|0.69763|-1575.557248|-0.20979|-1575.616432|8.4288|7.6778
12aw_a36|0.0|1|0|3.28940051|0.0|7.412764017000001|0.0|-0.135690414|-0.115864198|0.066435701|0.0|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|-0.098027247|-0.250781298|0.653741315|0.836170906|-0.022464907|0.632625562|0|0.706174871|-0.088516379|0.023038651|-73.52224315|14.76755422|54.50894809|0.2938251289999999|188.3390873|-0.041292362|0.749052287|-2.06461809|-36.36860892|87.37742985|71.5057033|0.47322369|2901.451841|452.6513136|2380.579051|0.250947713|6370.06138|0.02161528|-319.2802512|593.6088758|13.8551867|1.0|0.0|0.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.12|3.0|1.0|0.0|123.67|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|0.0|0.0|3.17e-05|-0.05513|3.66|666.09|1120.43|319.85|0.38905|-1431.180191|-0.21201|-1431.239759|6.5278|8.0458
5_a27|0.0|0|0|0.0|0.0|6.823286122000001|3.2927747860000003|0.126882432|-0.068518519|-0.149034787|1.271687295|0.00991794|-0.125237927|10.93772408|-0.013448351|1|-0.2030237389999999|-0.341622797|0.639413469|0.760083119|0.180356685|0.614205449|1|0.8531787759999999|-0.055979434|0.01695771|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|0.741481472|-1.276178645|-15.54640123|53.51978325|38.43699603|0.439066197|2273.906133|449.6149323|1254.531539|0.258518528|4943.51602|0.016479312|-254.5156507|424.8821143|8.684398894|0.0|0.0|1.0|1.0|0.0|3.07|3.11|0.16|21.0|-6.22|2.8|0.0|0.0|97.55|1.0|2.0|-3.61|25.0|4.0|-6.49|331.37|0.0|1.0|1.0|0.000248|0.0821|9.78e-05|0.0|0.0|0.0002|-0.04554|4.9|566.68|955.22|302.48|0.64548|-1082.967639|-0.21506|-1083.019748|3.5632|8.5229
9a_a31|0.0|1|0|3.348289714|0.0|7.765993078999999|0.0|-0.009086485|-0.093457477|-0.05057805|0.0|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|-0.093527289|-0.15653721|0.8058046320000001|0.782715368|0.045292529|0.76226755|0|0.691768132|-0.100906991|0.033245595|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|0.737758755|-2.0846509230000003|-41.55773748|94.03540892|86.0923113|0.484502446|2855.751316|443.941629|1955.13855|0.262241245|6273.506211999999|0.0239033229999999|-305.16297060000005|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|2.0|3.6|2.78|0.14|22.0|-8.13|4.02|1.0|0.0|113.64|1.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|0.0|1.0|2.42e-06|0.00101|1.7100000000000002e-05|0.0|0.0|3.07e-06|-0.04275|5.27|680.72|1145.99|327.21|0.7028|-1691.716118|-0.20032|-1691.7777600000002|6.2203|6.8239
13j_a6|0.0|1|0|3.409065702|0.0|7.412764017000001|0.0|0.0353600779999999|-0.154502515|0.07522656|0.0|-0.011017781|-0.0951246069999999|10.95129557|-0.047513534|1|-0.045418125|-0.073507141|0.8744720490000001|0.783333463|-0.063948098|0.830577798|0|0.6229641429999999|-0.120219472|0.03111288|-86.54032868|20.78979124|180.6709018|0.377035857|251.937353|-0.046428683|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|101.1210779|0.433600896|2907.3053210000003|416.2679342|2634.320708|0.215833159|6276.316063|0.0199201689999999|-379.7635712|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.0|3.56|2.26|0.12|23.0|-8.5|3.54|1.0|0.0|120.17|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|0.0|1.0|9.32e-06|0.00398|3.28e-05|0.0|0.0|1.36e-06|-0.0488899999999999|4.94|712.52|1196.6|348.28|0.69993|-1426.272674|-0.19491|-1426.335207|10.9731|6.5817
12au_a36|-3.3109381210000004|1|0|3.422314661|0.0|7.412764017000001|0.0|0.074839187|-0.351827031|0.075815782|0.0|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|-0.15024383|-0.261631709|0.8183043390000001|0.825565083|-0.021932444|0.750657639|0|0.698996981|-0.090166553|0.021569487|-79.35600767|15.51748637|102.3999102|0.301003019|216.5471227|-0.038036474|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|80.38496714|0.492871181|3484.987058|502.8713191000001|2384.109036|0.283941389|7239.100414|0.023021031|-310.873098|805.2286932|16.56175445|0.0|0.0|0.0|0.0|3.0|5.0|0.0|0.17|17.0|-6.87|2.15|1.0|0.0|142.02|1.0|7.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0|0.0|0.0001409999999999|0.0668|0.0001889999999999|0.0|0.0|6.45e-05|-0.0570899999999999|6.24|752.27|1283.4|334.15|0.58518|-1875.89525|-0.2087099999999999|-1875.960827|8.0814|7.3279
14ac_a23|0.0|0|1|0.0|-9.994971573|7.423568444|2.7104403130000003|0.0763230759999999|-0.4422550999999999|0.016532702|0.544211741|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.069765112|-0.287952039|0.5562570379999999|0.7797862459999999|0.1374474|0.537271445|1|0.931143634|-0.0883661019999999|0.016832361|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|-0.043970249|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|79.43449928|0.489147172|3695.344378|703.0989434999999|3417.45156|0.192217908|9203.543798|0.019122137|-464.8074813999999|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|3.69|3.34|0.12|26.0|-9.03|8.36|2.0|1.0|130.29|1.0|7.0|-7.31|38.0|10.0|-5.84|547.48|1.0|0.0|0.0|4.92e-08|2.69e-05|2.24e-07|0.0|2.0|5.06e-07|-0.08813|4.93|751.54|1285.58|341.32|0.6408|-2303.749331|-0.23868|-2303.819891|8.6341|8.3851
4n_a46|0.0|0|0|0.0|0.126268818|7.825245291|2.093595994|-0.061148449|-0.036492128|-0.2264394139999999|0.0|0.004988019|-0.144852516|10.94021058|-0.064683066|1|0.070558373|0.109017734|0.741742667|0.722331115|-0.06655165|0.7427183759999999|0|0.903145407|-0.103381106|0.008424451|-47.16810275|4.629240193|172.8490949|0.096854593|53.22165035|-0.031047837|0.863203663|-1.459248362|-31.21601103|51.4039205|61.43721285|0.428896538|2195.786424|496.2788787|2116.313581|0.136796337|4955.374473|0.0077084869999999|-399.1612105|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|3.75|2.84|0.27|17.0|-6.67|4.94|1.0|0.0|102.92|1.0|2.0|-5.43|26.0|3.0|-5.26|343.42|0.0|1.0|1.0|3.75e-06|0.00129|7.95e-06|0.0|0.0|7.340000000000001e-05|-0.04044|4.57|578.83|1011.66|313.65|0.41625|-1090.098769|-0.20685|-1090.151267|8773.0|5.2845
