molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA5|PNSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
47j_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.007807275|4.844187086|0|0.033563218|0.0|0.00031105|10.94702285|0.0033281|0.002317206|-0.073551529|-0.218974385|-0.48833504|0|0.783538352|0.7444236670000001|0.77844379|0.80651845|-0.094744194|-56.816779|95.57657747|150.5035248|-0.033837212|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|69.23713027|0.481373558|3172.831382|627.366638|-1842.467041|0.235574938|9.597380968|0.928170101|34.43235841|0.016220875|2410.265089|1081.726154|12.6177344|1.0|1.0|1.0|3.0|0.0|0.28|18.0|-8.79|2.43|2.0|149.96|1.0|11.0|4.0|0.0|0.0|1.49e-06|0.000743|7.32e-06|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|8.09|-1625.413107|839.37|1459.55|399.25|0.5439|399.25|0.6983600000000001|-1624.9784550000002|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|5.2118|7.4559
20a_a10|0|0|0|0.0|0.0|1|7.535296702|1|2.113798134|-0.0034618129999999|5.4161004020000005|2|0.036415094|1.896409603|0.008214031|10.9296614|0.011011878|0.008297595|-0.058994157|-0.049146504|-0.281099208|2|0.661219642|0.755429696|0.817646497|0.913681336|-0.072821454|-43.19189039|66.52185003|56.1599532|-0.028008251|5.764636687|47.01787447|0.733451892|-1.456429076|-28.10115947|58.1398225|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|0.266548108|8.419180593|0.826159649|24.84485067|0.016540298|1291.932235|719.5272609|10.76131538|1.0|0.0|1.0|0.0|3.63|0.11|27.0|-9.44|5.06|0.0|126.35|0.0|4.0|5.0|0.0|1.0|2.07e-06|0.000888|2.56e-06|4.36|0.0|0.0|3.61e-10|1.55e-07|3.98|-1389.1321289999998|696.63|1200.92|323.62|0.2738|259.16|0.50193|-1388.897416|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|-1388.957848|3.2116|5.9208
9_a15|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.009923019|0.0|1|0.04022792|0.0|1.7800000000000002e-05|10.95880687|0.005692073|0.003160815|0.140072812|-0.203104439|-0.344978312|1|0.85357243|0.7059441040000001|0.742680335|0.846156316|-0.11668349|-41.10356167|105.5304352|85.79894134|-0.028575549|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|0.48742253|5.485176331|0.8240935659999999|31.09118831|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|1.0|3.37|0.19|18.0|-7.57|3.9|0.0|104.74|0.0|7.0|5.0|1.0|1.0|5.63e-06|0.00206|1.53e-05|4.24|0.0|0.0|2.69e-08|9.86e-06|3.36|-1223.687392|588.55|1042.17|330.74|0.2693|285.37|0.6512399999999999|-1223.463757|-0.1565099999999999|1.4625|-0.1824|0.01773342|-1223.522216|2188.0|6.9706
14a_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.667057351|-0.004483962|4.727387819|2|0.038167849|1.975771616|0.006085806|10.93106303|-0.019985937|0.006158124|0.085350921|-0.0469914379999999|-0.365062041|2|0.6716839040000001|0.7385460309999999|0.792935475|0.850426305|-0.084207356|-45.72658614|107.22698590000002|98.18816423|-0.033365179|5.546443318|58.18995584|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|0.193247006|7.39139255|0.969421506|27.14918443|0.01323706|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|3.06|0.08|27.0|-9.59|4.44|0.0|126.26|0.0|6.0|4.0|0.0|1.0|4.03e-06|0.0016899999999999|5.13e-06|4.16|0.0|0.0|2.58e-10|1.08e-07|5.79|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|0.42461|-1352.024616|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|4.1656|6684.0
6c_a31|1|0|0|3.423005244|0.0|0|7.78113851|1|0.0|-0.015192833|5.733341277|0|0.038901235|0.0|-0.009477764|10.31169965|-0.107687565|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.582545668|0|0.831901219|0.790900932|0.846458013|0.641197273|-0.126324613|-76.54198229|163.6316745|227.1490414|-0.044739967|12.71919216|105.7632176|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|96.63311186|0.4463376229999999|2837.949799|405.9259734|-1359.540251|0.234676081|8.102804662|0.8061548709999999|37.00884624|0.0212421629999999|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|2.0|3.13|0.14|22.0|-7.72|5.58|0.0|114.5|0.0|5.0|5.0|0.0|1.0|8.179999999999999e-07|0.000343|1.15e-05|3.64|0.0|0.0|1.89e-08|7.9e-06|5.08|-1691.948653|667.01|1125.85|376.01|0.5028|376.01|0.7014699999999999|-1691.734564|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|6.4685
18a_a25|0|0|0|0.0|0.0|1|6.842683282|0|1.875390684|-0.0029953159999999|4.727387819|2|0.038167849|2.050257213|0.007643634|10.31286118|-0.019985937|0.007325341|0.106305991|-0.037072518|-0.2936794219999999|2|0.761417363|0.7385460309999999|0.792935475|0.931628386|-0.078181889|-37.07961488|75.74077952|45.33086513|-0.03097773|4.188358905|0.0|0.817072039|-1.641819678|-24.58404782|59.45091020000001|43.39683067|0.493301255|2857.88027|617.676232|-1088.538099|0.182927961|7.39539242|0.973559258|25.136651|0.011486699|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.78|5.89|1.0|133.85|0.0|6.0|3.0|0.0|1.0|4.65e-07|0.000202|1.71e-06|4.76|0.0|0.0|1.67e-10|7.28e-08|4.51|-1675.2501519999998|694.17|1229.09|390.98|0.3234|225.57|0.2834|-1674.982248|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|4.3839|7.0269
3a_a49|0|0|0|0.0|0.0|1|7.535296702|1|2.09865947|-0.006374689|5.4161004020000005|2|0.0355787039999999|1.819785|-0.000349523|10.92976559|0.00497674|0.000521532|-0.074886415|0.002357097|-0.421478185|2|0.775818577|0.8145214209999999|0.8704151529999999|0.72890527|-0.088484274|-55.30832478|107.4001347|158.77029040000002|-0.030698626|5.558553447|59.40691577|0.689774813|-1.504232653|-32.39206742|64.2037853|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|0.310225187|6.566343333|0.903506738|26.06512204|0.021141449|1277.19098|578.2841135|12.38177532|0.0|1.0|1.0|2.0|2.11|0.18|21.0|-7.19|2.77|0.0|112.14|0.0|5.0|5.0|0.0|1.0|0.000878|0.3379999999999999|0.000503|1.38|0.0|0.0|6.52e-08|2.51e-05|3.16|-1253.973708|635.89|1082.21|320.04|0.3467|240.06|0.53794|-1253.756918|-0.15978|3801.0|-0.2171|0.03833529|-1253.8126619999998|4.2593|7.1938
12an_a36|1|0|0|3.489959714|0.0|0|7.412764017000001|2|0.0|-0.0070293469999999|5.351858133|2|0.042739018|0.0|0.00285431|10.33556631|-0.031635802|0.003710345|0.170355752|-0.07550872|-0.434819796|1|0.906423012|0.8344566859999999|0.885733922|0.836440154|-0.105145528|-49.67568778|82.43567331|110.5140393|-0.036995649|7.903608682000001|0.0|0.783512615|-1.997765039|-33.56484523|81.70091433|61.37296195|0.44576647|2881.978785|565.1654879|-1349.848937|0.216487385|8.773001855|0.8042935809999999|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-7.05|3.33|0.0|135.47|0.0|6.0|4.0|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|3.37|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|0.44822|-1670.182102|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|7.3979
12b_a40|0|0|0|0.0|0.0|1|7.515889085|0|1.713497417|-0.004650218|5.4161004020000005|0|0.04020202|0.747253086|0.00779293|10.31197236|-0.1537981269999999|0.004452418|0.279216571|0.023952313|-0.513870527|0|0.58925219|0.7137941109999999|0.7818091140000001|0.955647156|-0.074921647|-37.05091872|80.72126798|25.26281742|-0.0338355829999999|3.518538455|48.17000329|0.856829717|-1.048903063|-21.10373336|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|0.143170283|8.132984007000001|0.979579799|22.49258909|0.010309671|697.2702616|370.3261123|5.872257692000001|0.0|0.0|0.0|0.0|3.87|0.0|20.0|-8.39|6.58|0.0|101.78|0.0|2.0|2.0|0.0|1.0|1.95e-08|8.09e-06|7.82e-08|6.68|0.0|1.0|4.08e-09|1.7e-06|6.27|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|0.69476|-3016.927883|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|7.3979
12g_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.010447128|5.351858133|2|0.039951691|0.0|0.001371944|10.31162838|-0.049719762|0.0026474159999999|-0.067792064|-0.084317059|-0.539112991|1|0.817497287|0.826316772|0.886776351|0.783662781|-0.10344931|-58.41940906|133.2169768|146.623137|-0.040568357|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|0.225689271|8.694447089|0.8484671109999999|35.50940589|0.019453222|1810.9797|683.7405759|13.18447384|1.0|0.0|0.0|1.0|0.0|0.13|17.0|-6.42|3.4|1.0|133.52|0.0|6.0|6.0|0.0|0.0|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|3.88|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|0.26238|-1742.965961|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|8.0334
16b_a23|0|1|1|0.0|0.0|2|7.423568444|1|3.418247774|-0.005139233|5.351858133|3|0.037664609|0.754232958|0.0116350769999999|10.31321583|-0.05237763|0.011266252|0.099244509|-0.123524943|-0.401493392|2|0.75524548|0.7740962779999999|0.830577373|0.928579764|-0.07920267|-37.52431601|7.971529518|52.92522904|-0.031407956|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|-1349.923395|0.261023|9.472884487|0.949345397|31.49562341|0.018384316|1826.746158|896.9989312000001|13.6235075|1.0|0.0|0.0|1.0|0.0|0.07|26.0|-7.33|3.02|1.0|146.03|0.0|6.0|4.0|0.0|0.0|6.41e-07|0.000314|2.16e-06|4.21|0.0|0.0|4.6200000000000003e-08|2.26e-05|4.24|-1877.615701|772.84|1340.35|772.92|0.3456|772.92|0.95419|-1877.270284|-0.13741|9.2317|-0.21093|0.03978022|-1877.335869|14.8849|7.0191
18_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.904090136|-0.004533883|5.4161004020000005|1|0.042924837|0.0|0.000379379|10.94611841|-0.063708832|0.00042|0.108754635|0.006968314|-0.319213511|1|0.624748358|0.793041267|0.8547339420000001|0.7755960390000001|-0.085817825|-46.48874223|203.5264327|110.7087804|-0.03479101|4.306590617|0.0|0.769438308|-1.287267373|-22.93503169|50.98777224|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|0.2305616919999999|6.133421395|0.682329162|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|1.0|0.0|1.0|2.56|0.11|17.0|-5.53|3.46|0.0|86.22|0.0|3.0|4.0|1.0|1.0|0.00113|349.0|0.000312|2.24|0.0|0.0|2.96e-06|0.0009109999999999|3.02|-1033.454769|523.81|870.74|294.88|0.2083|274.59|0.52475|-1033.349218|-0.17345|2.7878|-0.20883|0.02525528|-1033.398285|3498.0|5.5817
3_a4|0|0|0|0.0|0.0|1|7.535296702|1|2.147369615|-0.001141383|5.4161004020000005|2|0.033760684|2.180369373|0.011825591|10.92992985|0.050638298|0.011276682|-0.129930078|-0.048796855|-0.133874898|2|0.637819558|0.773786787|0.8367373309999999|0.919804716|-0.06572153|-25.5405205|12.23442244|38.95587796|-0.024645574|2.493716402|40.30885999|0.7196876640000001|-0.985822953|-12.40663231|39.38579676|30.67413075|0.430553837|2159.04913|446.8068266|-478.8760237|0.280312336|4.832514477|0.7560922609999999|16.63485592|0.015358792|665.3942366|409.0289917|7.460728516|1.0|1.0|1.0|0.0|2.86|0.15|21.0|-7.19|4.02|0.0|95.12|0.0|2.0|3.0|1.0|1.0|0.000198|0.0617|5.520000000000001e-05|3.12|0.0|0.0|6.49e-08|2.03e-05|2.66|-990.6149055|535.44|905.23|305.09|0.1415|252.57|0.58445|-990.467184|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|3205.0|6983.0
LY364947_a10|1|0|0|2.949609552|0.0|0|6.605297921|0|0.0|-0.00235945|4.59511985|2|0.0273958329999999|2.084955541|0.007575|10.9303125|-0.006198347|0.006909045|0.1625645369999999|0.04209715|-0.204644982|2|0.706034038|0.711607778|0.7792035190000001|0.8431045490000001|-0.075303751|-34.01613475|144.7228349|69.31194102|-0.029665114|1.88879448|0.0|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|38.29163558|0.486715511|1896.845282|372.4595738|-432.4716757000001|0.276515344|4.702575386|0.948237326|18.1140017|0.018707677|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|1.0|1.0|1.88|0.0|21.0|-7.2|3.97|0.0|82.56|0.0|2.0|3.0|1.0|1.0|0.00029|0.0789|0.000137|2.74|0.0|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||||7.2291
12v_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.006974714|5.351858133|2|0.04625323|0.0|0.002431329|10.31162873|-0.04950715|0.001805829|-0.173424818|-0.0493878409999999|-0.471153275|1|0.8149999040000001|0.83236194|0.889479916|0.8501212029999999|-0.0971402169999999|-52.18846092|82.09302037|101.4008026|-0.037666615|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|0.193930933|8.114588039|0.917675298|31.6144427|0.014801518|1549.107692|685.6665849999999|10.01399667|1.0|0.0|0.0|1.0|0.0|0.14|17.0|-7.8|5.11|0.0|137.3|0.0|5.0|4.0|0.0|1.0|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|5.08|-2494.92869|715.58|1209.1|349.18|0.1601|349.18|0.68405|-2494.739831|-0.1505099999999999|2.9171|-0.20681|0.03495552|-2494.802821|4105.0|7.6596
12p_a36|1|0|0|3.392386149|0.0|0|7.412764017000001|2|0.0|-0.008017607|5.351858133|2|0.042804233|0.0|-0.002526241|10.96052769|-0.0433009009999999|-0.000673716|0.2461794139999999|-0.101303149|-0.440709431|1|0.724208473|0.828371596|0.8839272779999999|0.748438833|-0.108380023|-51.98017377|83.24921731|158.3666517|-0.039016808|8.006403882999999|0.0|0.759126153|-1.950840419|-32.72335782|80.40682298|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|7.546742977|0.906594718|32.35623052|0.019344052|1617.811526|595.8790650000001|12.17776516|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-6.86|3.13|0.0|123.71|0.0|5.0|5.0|1.0|0.0|0.000129|0.0515|6.96e-05|2.78|0.0|0.0|1.4e-07|5.58e-05|3.41|-1332.148901|660.71|1113.05|323.11|0.3015|232.12|0.30159|-1331.947748|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|6.7199|8.0458
12k_a36|1|0|0|3.483171769|0.0|0|7.412764017000001|2|0.0|-0.0071232019999999|5.351858133|2|0.039061728|0.0|0.002782748|10.94908765|-0.058284869|0.003724542|0.163804836|-0.095253274|-0.4373676689999999|1|0.90500247|0.811903388|0.8647233590000001|0.8427704640000001|-0.101946803|-49.87227128|46.79001927|103.5614526|-0.037758075|7.838185977999999|0.0|0.7806817009999999|-2.038936068|-32.84907515|78.24529096|61.7723974|0.478908312|2792.202559|555.1026569|-1342.974009|0.219318299|7.241602627000001|0.919048073|31.85663123|0.016847116|1720.258086|698.847203|11.0965905|1.0|0.0|0.0|2.0|0.0|0.12|17.0|-7.01|3.62|0.0|133.84|0.0|6.0|4.0|1.0|0.0|2.6e-05|0.0106|2.82e-05|3.45|0.0|0.0|9.66e-08|3.94e-05|3.83|-1310.312649|697.92|1186.08|338.46|0.3116|245.37|0.5249199999999999|-1310.072976|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|7.8539
12bf_a36|1|0|0|3.31325137|0.0|0|7.412764017000001|2|0.0|-0.00832865|5.351858133|2|0.044197531|0.0|-0.006877664|10.96022305|-0.0206090089999999|-0.004358975|0.359635716|-0.098027247|-0.433281391|1|0.653741315|0.836170906|0.892249657|0.6791406640000001|-0.110255801|-58.26326838|87.14111344|206.6543367|-0.037486972|9.026978489|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|72.27889645|0.474826911|2902.591295|437.4108773|-1207.2027480000002|0.294529031|7.546900716000001|0.904134124|34.22402339|0.02371294|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|0.0|2.0|0.0|0.14|17.0|-7.12|3.55|0.0|123.67|0.0|5.0|6.0|1.0|0.0|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|3.66|-1431.380702|670.85|1120.94|320.04|0.4518|236.98|0.40663|-1431.187555|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|8.2218
3c_a49|0|0|0|0.0|0.0|1|7.535296702|1|2.108416128|-0.004876919|5.4161004020000005|2|0.036335697|1.879769411|0.006218639|10.92976555|0.0127926339999999|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.384874446|2|0.666785606|0.802792677|0.8605470759999999|0.7963363840000001|-0.074135885|-41.0524769|89.34479838|116.4686425|-0.0252377479999999|4.8479546860000005|77.29181095|0.637222556|-1.186174159|-23.47658531|54.85343388|49.52988301|0.4791465279999999|2521.794855|455.3990518|-678.3346816000001|0.362777444|6.567311051|0.919925763|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|1.0|2.67|0.18|21.0|-7.54|3.63|0.0|109.43|0.0|4.0|4.0|1.0|1.0|0.0003509999999999|0.13|0.000137|2.29|0.0|0.0|2.89e-08|1.07e-05|3.99|-1198.634822|613.33|1046.53|322.71|0.4321|240.36|0.32539|-1198.430306|-0.15853|3.6122|-0.21913|0.03394942|-1198.484646|3.7789|7.0605
9b_a31|1|0|0|3.338934004|0.0|0|7.765993078999999|1|0.0|-0.0141390689999999|5.733341277|0|0.03995614|0.0|-0.0050444109999999|10.31169871|-0.091236608|-0.001981487|-0.075191042|-0.143280211|-0.554573699|0|0.811212624|0.852813666|0.899394425|0.669120552|-0.131125311|-63.73317225|152.8702381|202.8908225|-0.039058603|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|95.78862992|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|0.310824817|8.097516252|0.88518099|34.75199071|0.025089192|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|2.0|2.76|0.32|16.0|-6.84|5.26|0.0|103.36|0.0|7.0|5.0|0.0|1.0|1.76e-05|0.00675|0.000137|2.64|0.0|0.0|1.44e-07|5.520000000000001e-05|4.69|-1578.801576|663.06|1091.21|322.58|0.2732|224.94|0.41622|-1578.604164|-0.15907|5.2851|-0.2013599999999999|0.03769117|-1578.665571|6.8028|7.2007
14r_a23|0|1|1|0.0|0.0|2|7.423568444|0|3.201732471|-0.006323791|5.351858133|2|0.045277778|0.7087588690000001|0.007671236|10.31321824|-0.064006338|0.0075222369999999|0.033038452|-0.073945564|-0.454010253|2|0.616699629|0.7837821840000001|0.846632079|0.8662226190000001|-0.085881409|-40.32463891|47.26552456|86.14846171|-0.03654528|7.956082857|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|66.31173073|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|0.211777163|7.555307147000001|0.873329024|29.85706563|0.017092103|1403.282085|599.5697147999999|11.00678143|0.0|0.0|0.0|1.0|3.06|0.05|26.0|-7.67|3.78|1.0|120.24|0.0|5.0|5.0|0.0|0.0|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|3.72|-1729.1326809999998|678.08|1145.51|389.92|0.2346|208.71|0.30482|-1728.924789|-0.15536|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.8722|8.2684
12ay_a36|1|0|0|3.50559949|0.0|0|7.412764017000001|2|0.0|-0.006733838|5.351858133|2|0.043383838|0.0|0.003676818|10.9463292|-0.06756661|0.0045625|0.1689021819999999|-0.101854847|-0.438622276|1|0.902377067|0.78699829|0.833398429|0.829406408|-0.098945129|-48.12939044|126.7858133|110.578217|-0.035337546|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|74.29343346|59.80790901|0.4530143439999999|2766.899844|537.618563|-1282.718286|0.221835195|6.466730436000001|0.828201506|29.43551742|0.015670425|1648.388976|729.1873176|10.15751916|1.0|0.0|0.0|2.0|0.0|0.21|17.0|-7.34|3.76|0.0|133.68|0.0|5.0|4.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|-1311.547668|674.33|1184.45|339.12|0.2939|315.09|0.6727|-1311.282556|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|9.1844|7.7447
28_a47|0|1|1|0.0|0.0|1|6.842683282|0|1.408016295|-0.009689834|4.727387819|2|0.038387534|1.121067445|-0.013020816|10.95058275|0.0467853809999999|-0.010153352|0.06536499|-0.046265509|-0.435485503|2|0.635684951|0.832144916|0.896193695|0.605349345|-0.106779291|-67.33744077|365.2310214|234.5873429|-0.038135461|9.214964819|83.61576722|0.65225927|-1.601689367|-40.02656804|82.27079846|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|0.34774073|7.864990866|0.8964208090000001|34.75365534|0.031626405|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|2.0|2.03|0.05|21.0|-6.92|2.49|0.0|99.2|0.0|5.0|6.0|0.0|1.0|0.000214|0.0816|0.000217|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|3.51|-1335.722248|599.88|995.5|337.37|0.2996|337.37|0.69002|-1335.571655|-0.15049|6.0847|-0.2052|0.03698465|-1335.6279869999998|8.17|7.6
4c_a49|0|0|0|0.0|0.0|1|7.535296702|1|2.102052126|-0.0057600559999999|5.4161004020000005|2|0.03583878|1.78683516|0.001379959|10.92777281|0.006194124|0.00202792|-0.163476035|-0.001005604|-0.412652341|2|0.7745214140000001|0.7796063109999999|0.826523164|0.76159824|-0.086290519|-56.5385923|82.02101639|153.60017230000005|-0.029809452|5.014223225|59.70585149|0.724053828|-1.639519861|-36.42732137|66.77901229|64.32113331|0.473304159|2719.702873|490.6910965|-1056.328332|0.275946172|8.474369008|0.898629005|26.5256103|0.0173567219999999|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|2.0|2.97|0.25|21.0|-7.97|3.55|0.0|120.43|0.0|7.0|5.0|0.0|1.0|0.000314|0.13|0.000265|1.81|0.0|0.0|1.07e-08|4.4e-06|3.04|-1332.607539|705.55|1199.04|325.7|0.2411|216.0|0.4164199999999999|-1332.336755|-0.15925|3.4931|-0.22158|0.03969431|-1332.398001|4.9358|6.5935
3_a47|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.008740449|0.0|2|0.03308642|1.416887578|-0.008828261|10.93671092|0.013073797|-0.007967014|-0.021029826|-0.015388793|-0.457330633|2|0.900251233|0.720319618|0.780628097|0.854727481|-0.0948001|-43.59237092|98.29790989|76.18000386|-0.036461577|2.367459086|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|58.22383723|48.10703|0.403777634|2243.894237|448.2137648|-745.6887227000001|0.2150305089999999|6.46319354|0.67722658|24.35791949|0.016230658|949.95886|418.022895|8.511255722000001|1.0|1.0|1.0|2.0|2.89|0.0|22.0|-8.42|4.32|0.0|101.55|0.0|3.0|3.0|1.0|1.0|2.86e-06|0.000995|4.49e-06|4.6|0.0|0.0|3.829999999999999e-09|1.33e-06|4.12|-1470.101469|556.65|941.44|332.54|0.2342|217.52|0.52977|-1469.969304|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|5.3274|6.5
13j_a6|1|0|0|3.409065702|0.0|0|7.412764017000001|1|0.0|-0.015004989|5.351858133|1|0.041728395|0.0|-0.011017781|10.95129557|-0.047513534|-0.007703306|0.121750719|-0.045418125|-0.562698347|1|0.8744720490000001|0.783333463|0.8353837409999999|0.6229641429999999|-0.129511589|-80.33128667|180.6709018|251.937353|-0.046428683|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|101.1210779|0.433600896|2907.3053210000003|416.2679342|-1644.266245|0.215833159|8.741405506|0.765539515|39.56287079|0.0199201689999999|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|3.0|2.26|0.12|23.0|-8.5|4.16|0.0|120.17|0.0|6.0|5.0|0.0|1.0|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|3.18e-09|1.36e-06|4.94|-1426.520775|712.52|1196.6|348.28|0.2857|339.64|0.69993|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|10.9731|6.5817
