molecula|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50
47o_a18|0|0|0.0|7.03438793|1|-0.055408687|0|0.037484277|-0.006238734|0.0|0.011121222|10.94702017|0|-0.009467295|-0.103458566|0.7435044540000001|-0.066242713|0|0.806872998|-0.077288013|-0.088436375|0.261785105|-56.13142962|6.313168526|77.37089184|0.193127002|140.2610102|-46.6464782|4.585021184|82.54478365|-2.210909375|-40.76618466|62.44459815|0.493146875|2857.120021|-1605.70184|1393.529823|-18.22128055|9.808930716|19.35260972|6462.6049570000005|92.41474142|-1166.161955|0.008265369|-541.4335917000001|931.8364349|1.0|1.0|1.0|1.0|3.0|4.17|0.0|0.25|18.0|3.69|3.0|85.29|2.94|3.0|1.0|139.63|9.0|-5.66|34.0|3.0|-6.12|454.56|0.0|0.0|2.76|-5.08|0.000996|8.38e-06|4.26e-10|-0.0502|3.22|7.62|-1455.574672|-1455.547304|706.49|0.69248|0.69248|0.5065|-0.13203|-0.18223|0.02736851|47.0|7.3279
6e_a40|0|0|0.0|8.421342866|1|-0.074872854|0|0.039160494|-0.15110197|0.744550501|0.103594243|10.30179954|2|-0.276969278|-0.020200684|0.8361555479999999|-0.289988439|1|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|-70.52033811|10.43262695|185.1473293|0.25379524|166.7812216|-50.27304895|6.85578763|35.33106374|-2.095464821|-46.34235117|80.95296505|0.441911406|3075.060648|-1377.032062|3854.417113|-21.04453212|6.972949117000001|12.49434084|7585.605268000001|87.40658058|-904.9148811|0.012858969|-482.3355765|587.7345677999999|1.0|0.0|0.0|1.0|1.0|3.98|3.16|0.21|14.0|5.02|3.72|173.43|2.12|2.0|2.0|125.15|5.0|-7.76|30.0|5.0|-6.09|476.98|1.0|0.0|3.68|-5.58|8.31e-06|2.6e-06|2.35e-05|-0.09682|2.9549|8.35|-2831.191706|-2831.156883|537.07|0.67187|0.67187|0.3625|-0.1195799999999999|-0.2164|0.03482243|18.0|7.7447
14m_a23|0|1|-4.405643132|7.423568444|0|-0.272389934|2|0.0431917209999999|0.028217372|0.665608656|-0.034213923|10.3132176|2|0.0879380709999999|-0.07256543|0.798384929|-0.072906704|1|0.9258118|-0.072795329|-0.089285878|0.268552591|-50.63012925|12.51396625|47.23604193|0.0741882|51.59888942|-43.19105542|8.703631619|0.0|-1.964289314|-35.21393496|63.1440955|0.476833897|3255.247038|-1366.189602|2263.262957|-19.00406438|8.595073462|16.42895711|7588.823133|142.0002583|-950.2032192|0.017997351|-411.5129154|658.8108151|1.0|0.0|1.0|1.0|1.0|3.51|3.17|0.09|26.0|4.42|6.19|105.02|3.82|2.0|1.0|125.29|6.0|-6.38|34.0|7.0|-6.06|479.48|1.0|0.0|4.41|-5.79|0.000198|1.61e-06|5.94e-09|-0.08347|3.6774|4.2|-1966.968005|-1966.945041|572.31|0.65552|0.65552|0.3335|-0.15208|-0.23555|0.02296475|3.0|8.5171
16b_a23|0|1|0.0|7.423568444|1|-0.013240238|3|0.037664609|0.054655144|0.754232958|-0.068280331|10.31321583|2|0.099244509|-0.123524943|0.7740962779999999|-0.09063701|1|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|13.79443768|7.971529518|0.071420236|52.92522904|-43.49333918|10.22222569|100.0262487|-1.821661419|-27.80700713|51.31875369|0.4870072789999999|3370.826124|-1349.923395|2256.698672|-17.24735864|9.472884487|18.46592377|7575.784511|193.4284005|-1000.346801|0.018384316|-354.1828792|896.9989312000001|1.0|0.0|1.0|0.0|1.0|4.19|0.0|0.07|26.0|3.02|4.1|108.26|3.14|2.0|1.0|146.03|6.0|-6.19|36.0|4.0|-6.3|489.57|0.0|0.0|2.9|-5.67|0.000314|2.16e-06|4.6200000000000003e-08|-0.07352|1.6041|4.24|-1877.655481|-1877.615701|607.92|0.95419|0.95419|0.3456|-0.13741|-0.21093|0.03978022|96.0|7.0191
37_a18|0|0|0.0|7.03438793|2|-0.018808538|1|0.036746032|-0.018268775|0.0|-0.034593342|10.94702064|0|-0.0276034839999999|-0.1483628609999999|0.725028151|-0.020149364|0|0.831783747|-0.068500679|-0.074857954|0.385121249|-50.09028298|6.653112344|12.63119843|0.168216253|123.0060763|-40.02719655|4.865006968|60.1335413|-1.946306811|-36.62790634|56.74339533|0.488368082|3055.795406|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|18.49074823|7035.839448000001|171.9311063|-1040.70711|0.0142451319999999|-387.3755475|1056.535856|0.0|1.0|1.0|1.0|2.0|4.31|0.0|0.3|18.0|3.68|3.3|76.5|3.33|2.0|1.0|151.14|7.0|-5.68|36.0|3.0|-6.14|480.6|0.0|1.0|2.93|-5.47|0.000999|3.35e-06|1.51e-09|-0.04925|3.2127|8.11|-1532.997117|-1532.974371|673.45|0.69305|0.69305|499.0|-0.13194|-0.18119|0.02274574|35.0|7.4559
17c_a50|0|1|0.0|7.934155233999999|2|0.024219848|2|0.031870748|0.021572081|2.193763306|-0.144763835|10.94500663|2|0.034485992|-0.233451925|0.774994313|-0.212611846|1|0.89719894|-0.051905615|-0.073693343|0.446454378|-35.70979598|14.91199042|133.46240020000002|0.10280106|70.72462009999998|-34.87982686|10.25908547|94.15397246|-1.32648017|-24.567468100000003|50.6217864|0.49503436|2951.495914|-912.5859825|2014.72331|-10.29240792|8.310163601000001|16.45688922|6438.380804|296.00120400000003|-627.8368834|0.0232952879999999|-95.97318605|849.1345426000001|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|20.0|3.59|3.53|61.0|1.91|1.0|0.0|134.28|6.0|-3.8|33.0|5.0|-6.96|440.54|0.0|1.0|3.1|-4.43|0.0698|3.75e-05|1.6100000000000005e-07|-0.03121|4.2397|2.74|-1411.187392|-1411.157813|596.23|0.63122|0.66213|0.1801|-0.16697|-0.19818|0.02957871|69.0|7.1612
6e_a31|1|0|0.0|7.773594467000001|1|-0.178758575|0|0.037803618|0.132664341|0.0|-0.008757878|10.31165994|2|0.225356759|-0.002840672|0.78240875|-0.072882794|0|0.623340994|-0.122985602|-0.130898441|0.177030306|-74.99224589|19.89514173|159.9587946|0.376659006|229.6732654|-48.66969791|12.13134981|99.0823033|-2.0943750530000003|-45.72760428|94.88738762|0.4782688439999999|2776.836977|-1277.075416|2188.417358|-17.30478148|7.513687859|14.40145519|6053.812282|146.03985980000002|-778.7151665|0.022744048|-317.6847132|536.6368656000001|1.0|1.0|1.0|1.0|2.0|3.55|2.62|0.1|22.0|5.19|4.0|131.36|1.36|1.0|0.0|109.69|4.0|-5.63|29.0|5.0|-6.5|404.44|0.0|0.0|3.27|-4.66|0.000947|2.18e-05|4.67e-08|-0.05426|3.3083|4.31|-1652.669408|-1652.63264|490.75|0.70391|0.70391|0.5103|-0.13418|-0.18844|0.03676794|0.37|6.4318
8e_a8|1|0|0.0|7.05012252|0|-0.205927741|0|0.0427891159999999|-0.000766016|0.0|-0.102167262|10.94332438|1|-0.0015448089999999|0.090898585|0.7233950809999999|-0.079493088|0|0.661490276|-0.115572516|-0.105450888|0.280304418|-70.49962428|12.87136047|106.0087621|0.338509724|206.4920729|-39.238709|7.851573274|76.40535608|-2.109017754|-43.00500847|83.37098475|0.483244415|2692.975753|-1286.50794|2080.07805|-16.34946208|7.50719734|14.52755918|6095.6213210000005|119.9832494|-784.77418|0.0184428869999999|-370.0368722|561.882658|0.0|0.0|0.0|0.0|2.0|3.2|2.98|0.04|23.0|4.33|4.17|90.11|3.4|2.0|0.0|111.81|5.0|-5.27|30.0|4.0|-6.14|403.41|0.0|0.0|3.71|-4.9|0.00215|1.25e-05|1.6399999999999998e-08|-0.06253|4.6303|7.22|-1376.957298|-1376.924308|526.86|0.50055|0.7013|0.1671|-0.13719|-0.19972|0.03298991|19.89|4.7014
14a_a3|0|0|0.0|6.823286122000001|0|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.039177314|10.3116301|1|-0.267665193|-0.050943323|0.7574238740000001|-0.287221775|1|0.790894937|-0.091731577|-0.094609848|0.21389849|-45.12132248|6.904918591|256.5548327|0.209105063|102.8554977|-22.89086827|3.396421044|83.70773843|-1.324537874|-22.1944701|52.02624107|0.481997259|2160.698862|-651.519384|1186.412113|-8.902004327|5.308770254|10.24853699|4716.423352000001|117.6209094|-320.4721558|0.0189212089999999|-256.6424807|358.3503513|0.0|1.0|1.0|1.0|1.0|3.27|2.2|0.06|21.0|4.28|3.71|105.82|1.04|0.0|0.0|93.25|2.0|-4.45|23.0|4.0|-6.42|319.38|0.0|0.0|2.76|-3.99|0.0113|0.000103|1.28e-07|-0.06736|3.2363|2.44|-1327.513792|-1327.485188|373.85|0.69708|0.69708|0.4524|-0.1321|-0.19946|0.02860456|0.03|7.5229
5e_a40|0|0|0.0|8.149890544|0|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|0.158430496|10.31198323|2|-0.184667138|0.005996234|0.8092726020000001|0.0451110059999999|1|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|-36.56222854|9.440323938|170.7311133|0.135577249|64.47400829|-20.29110082|4.489363277|51.7148695|-1.076691165|-17.38723451|46.00255248|0.47779156|1986.384601|-512.0224486000001|512.5703164|-8.116440327000001|6.533857846|12.51197289|4158.984115|84.47727896|-243.4932098|0.012921086|-306.597267|264.9899736|1.0|0.0|0.0|0.0|0.0|3.03|2.73|0.21|14.0|4.3|3.74|75.5|2.37|1.0|1.0|79.16|3.0|-4.78|20.0|3.0|-5.66|303.77|0.0|1.0|3.33|-4.25|0.00505|5.56e-05|2.23e-05|-0.07231|3.7138|4.99|-1637.197299|-1637.180703|390.33|0.69675|0.69675|0.5262|-0.14786|-0.2201699999999999|0.01659566|25.0|7.6021
17a_a10|0|0|0.0|7.535296702|2|0.021150127|3|0.036545455|-0.082914437|1.863045777|-0.093735748|10.92970797|1|-0.132166258|-0.225935253|0.76281504|0.054069767|1|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|-39.18491085|14.20303963|51.96456548|0.146175016|103.34686|-41.33310046|10.04165819|87.61514901|-1.488408763|-27.70403316|53.38795048|0.4918223679999999|3154.628148|-1052.3164359999998|1855.293376|-11.80945728|8.621193279|16.96492079|7078.918870999999|307.7420338|-743.9958084|0.0254938|-91.52361858|911.2106544|0.0|1.0|1.0|1.0|0.0|3.8|3.66|0.33|21.0|3.31|2.5|76.38|1.29|1.0|0.0|142.16|6.0|-3.68|35.0|6.0|-7.43|468.55|0.0|1.0|2.64|-4.32|0.0986|4.74e-05|4.74e-08|-0.04641|5.5285|3.95|-1524.557372|-1524.52012|603.73|0.32889|0.67671|0.0867|-0.16562|-0.21203|0.03725238|49.0|7.3098
12a_a5|1|0|0.0|7.139660336|1|0.043132749|2|0.023108466|-0.0036987359999999|0.0|-0.114419442|10.94553751|1|-0.006024869|-0.057691345|0.779533861|-0.063558439|0|0.894590896|-0.058605038|-0.067680123|0.337539208|-36.01436435|5.032443973|13.74268646|0.105409104|64.77671525|-25.55893402|3.0925714930000003|0.0|-1.353602454|-22.13179066|41.04680832|0.457755771|2524.410428|-831.8249311000001|899.5599904|-9.830359239|8.741980056000001|16.12184989|5294.775577|155.6073368|-511.1786804|0.014342828|-303.31208710000004|650.3600841|0.0|1.0|1.0|1.0|1.0|3.06|2.96|0.21|23.0|5.12|4.26|57.7|2.17|1.0|0.0|119.38|5.0|-4.27|29.0|4.0|-6.23|381.47|0.0|1.0|3.58|-4.59|0.0205|2.56e-05|1.4800000000000003e-09|-0.04076|4.6865|2.91|-1202.02622|-1201.990542|508.81|0.50831|0.67169|0.0296|-0.17152|-0.21228|0.03567816|19.0|7.7212
17a_a50|0|1|0.0|7.934155233999999|1|0.009691515|1|0.034142512|-0.109740063|2.189373662|-0.0979202769999999|10.94500663|2|-0.178162528|-0.239713023|0.784570118|-0.215448852|1|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|-29.57096251|8.977762705|10.03717565|0.07699335|50.14419437|-33.3079288|5.847033234|84.34722313|-1.570517366|-19.25896309|38.54872522|0.486855438|2644.4486420000003|-1022.84584|1799.721631|-11.89568886|8.087984548|15.76161018|5718.782531|136.82673369999998|-666.1585759999999|0.011602876|-377.6260803|719.3470265|1.0|1.0|1.0|1.0|0.0|3.95|3.29|0.29|20.0|3.39|4.14|51.77|2.3|1.0|0.0|121.78|6.0|-3.99|30.0|4.0|-6.44|398.5|0.0|1.0|3.27|-4.44|0.0408|3.61e-05|1.75e-07|-0.03196|4.2478|3.08|-1258.566007|-1258.540058|616.93|0.6244|0.66046|0.1754|-0.16724|-0.1992|0.02594911|85.0|7.0706
11d_a31|1|0|0.0|7.765993078999999|1|-0.116385886|0|0.0388738739999999|0.016799834|0.0|-0.092360393|10.31169874|2|0.026806221|-0.096447723|0.822077662|-0.13169885|0|0.585212816|-0.134031221|-0.134048091|0.197166451|-82.05480081|21.07078977|296.2476128|0.414787184|253.9354598|-50.24081482|12.89967697|91.25756269|-1.87667327|-50.23449218|103.1255906|0.4816588089999999|2532.447962|-1148.911798|2039.207676|-15.29068277|7.885647873|15.21323794|5420.356537|194.8221811|-703.3714074|0.027374162|-222.5622569|505.4234462|1.0|1.0|1.0|1.0|2.0|3.6|2.83|0.32|16.0|5.43|4.03|125.57|1.26|1.0|0.0|102.13|7.0|-5.48|27.0|6.0|-6.4|385.44|0.0|0.0|3.34|-4.2|0.00128|6.26e-05|5.83e-07|-0.03404|3.8009|4.87|-1598.7152199999998|-1598.671315|551.86|703.0|703.0|0.2642|-0.15822|-0.19226|0.04390452|0.03|7.5229
12b_a30|0|0|0.0|7.412764017000001|2|-0.06631353|2|0.042804233|-0.074391852|0.0|-0.037209579|10.31162898|1|-0.165287712|-0.0541804029999999|0.824373792|-0.1240820219999999|0|0.764737577|-0.08354129|-0.09915679|0.383979687|-53.05077947|11.01246349|86.84905288|0.235262423|149.39744040000002|-39.98560202|6.99318589|0.0|-1.883979001|-33.68855323|64.06324295|0.4676268939999999|2849.095245|-1196.373126|2347.979099|-15.50462119|7.393647884|13.88809428|6275.380072|127.9443353|-759.7264385|0.01584525|-379.1359902|618.6004214|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|4.25|3.18|81.65|3.2|2.0|0.0|127.24|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|1.26e-07|-0.05351|5.0567|4.07|-1675.0107779999998|-1674.977262|516.78|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|-0.20289|0.03351603|7.0|8.1543
4a_a46|0|0|0.210988875|7.825245291|1|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|-0.11172225|10.96352058|1|-0.216904465|-0.082000707|0.764741337|-0.06611606|0|0.923958017|-0.05488948|-0.067863141|0.264863483|-28.50561609|4.858713991|6.579492736000001|0.076041983|39.49069232|-18.30276019|2.523263761|55.05332552|-1.017947119|-14.80375017|33.36433008|0.4289963579999999|2042.529911|-528.6479264|1427.844961|-5.968291366|5.613813876|9.831485239|4481.754309|133.66119809999998|-274.5414028|0.011380391|-252.0050978|480.9500663|1.0|1.0|1.0|1.0|0.0|3.76|2.8|0.35|17.0|4.18|4.46|43.6|2.35|0.0|0.0|96.74|2.0|-3.93|24.0|3.0|-5.87|318.42|0.0|1.0|3.43|-4.31|0.0372|4.89e-05|1.53e-07|-0.02921|4.5454|3.4|-994.237445|-994.2146342|467.4|0.6893600000000001|0.6893600000000001|0.1694|-0.19067|-0.21988|0.022810825|181.0|6.7423
12x_a36|1|0|0.0|7.412764017000001|2|-0.046532211|2|0.041767677|0.021670322|0.0|-0.054184069|10.33556641|1|0.038200407|-0.07550872|0.828393514|-0.041914045|0|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|-49.60929169|11.85578416|81.81168174|0.163597165|110.0434027|-47.22198284|7.974776509|0.8295471390000001|-1.982993755|-33.36962015|61.46507585|0.458792701|2884.428214|-1333.8579550000002|2391.802689|-16.61514211|8.770758009|16.20591229|6193.10485|150.09915149999998|-897.2176739|0.016274369|-372.4502879|725.9470896|1.0|0.0|1.0|1.0|2.0|4.87|0.0|0.17|17.0|3.33|2.61|94.5|2.51|1.0|0.0|135.47|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|2.33|-4.51|0.0061|3.09e-05|8.95e-08|-0.05311|3.8776|3.37|-1670.452834|-1670.419519|569.01|0.6853600000000001|0.68112|0.0199|-0.1517099999999999|-0.2048199999999999|0.03331471|7.0|8.1549
1_a3|0|0|0.0|6.823286122000001|1|-0.073036903|2|0.034166667|-0.004409693|2.194605012|0.038572075|10.33805862|0|-0.007705076|0.05038525|0.7905285390000001|0.057919092|1|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|3.693677623|289.8942564|0.2237487219999999|102.8341051|-19.55367089|1.697600903|0.0|-1.295994381|-20.88467272|49.13501083|0.4490711529999999|2012.9704|-595.6343396000001|1162.737831|-7.203984013|4.984064981|9.046658216|4510.611026|95.55665364|-273.7513925|0.014174378|-268.4830832|373.1494221|1.0|1.0|1.0|1.0|1.0|3.83|0.0|0.18|16.0|2.28|1.85|77.1|1.52|0.0|0.0|91.52|2.0|-3.07|22.0|4.0|-6.87|306.38|0.0|0.0|1.5|-3.3|261.0|0.000503|1.69e-06|-53.0|5.8805|2.08|-1273.316428|-1273.290432|316.61|0.30619|0.68912|0.0096|-0.1658599999999999|-0.21886|0.02599563|724.0|6.1403
14a_a10|0|0|0.0|7.535296702|2|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|-0.045759336|10.92970798|1|0.042968756|-0.220250238|0.7348225290000001|-0.007680215|1|0.911549451|-0.044416218|-0.070610745|0.43555903|-32.23041637|9.840503082|67.52851799|0.088450549|64.18371923|-37.18086445|7.140714112|134.15514270000003|-1.270993412|-23.38784787|42.07091945|0.469029865|3075.550631|-922.2903058|1774.8853399999998|-9.988888957|10.0292632|18.88856367|6754.660977|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|1003.968547|0.0|1.0|1.0|1.0|0.0|3.98|4.4|0.39|21.0|4.16|3.36|59.31|1.94|1.0|0.0|146.76|7.0|-4.21|35.0|6.0|-6.82|468.59|0.0|1.0|3.43|-4.8|0.0288|1.58e-05|6.55e-09|-46.0|5.5808|2.25|-1489.655581|-1489.803158|645.26|0.34245|0.7047100000000001|0.0005|0.2422099999999999|0.19621|-0.14757681|74.0|7.1308
12ax_a36|1|0|0.0|7.412764017000001|2|-0.040458296|2|0.043383838|0.075802407|0.0|-0.057017299|10.958822|1|0.128253871|-0.101451485|0.836170906|-0.056676035|0|0.846837721|-0.073739612|-0.107815607|0.375647684|-49.32384393|12.79462904|36.17982162|0.153162279|102.4490387|-48.23849712|8.558226304|1.236876307|-1.940680931|-32.99232962|62.11847297|0.488501696|2926.929456|-1298.106146|2471.295987|-17.36585896|7.563197245|14.78635841|6741.969187999999|157.28794140000002|-868.2929481000001|0.018645135|-354.3162187|661.6709012|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|17.0|3.99|3.19|69.2|2.99|2.0|0.0|133.77|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|2.82|-5.18|0.00372|6.55e-06|1.74e-08|-0.05596|5.2372|4.42|-2152.130959|-2152.100515|552.0|0.39564|0.69348|0.4167|-0.15728|-0.21324|0.03044421|12.0|7.9208
19k_a38|1|0|0.0|7.412764017000001|2|-0.17467835|2|0.0445691609999999|0.098947776|0.0|0.016990252|10.95446448|1|0.208892195|-0.060668296|0.853092207|-0.029357143|0|0.658700057|-0.112748779|-0.126936513|0.389096157|-71.54314527|14.76615358|157.4834779|0.341299943|216.567059|-51.10918191|9.369654226|116.0039747|-2.411793744|-45.3966925|86.30929885|0.4769127179999999|3055.355167|-1530.369661|2929.493496|-17.9828603|6.744851799999999|12.89431427|7091.215492|152.51267140000002|-971.0744563|0.021802691|-329.5105352|686.8472757999999|0.0|0.0|1.0|0.0|4.0|4.89|2.2|0.13|17.0|2.34|1.65|124.32|1.65|1.0|0.0|133.79|6.0|-3.87|33.0|5.0|-7.84|444.46|0.0|0.0|1.9|-3.62|0.0594|0.0002399999999999|3.94e-07|-0.05534|5.1869|4.13|-1500.8984380000002|-1500.852284|502.43|0.38269|0.70327|0.1156|-0.14568|-0.20102|0.04615409|11.0|7.9666
14_a4|0|0|0.0|7.535296702|1|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.0|-0.08389836|10.94612798|1|-0.031578333|-0.016862096|0.77505994|0.204594017|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|5.933038407000001|12.12963775|0.148961754|67.73740575|-14.69670456|2.697931638|85.72299913|-0.995039765|-13.60128622|35.84371234|0.40126838|1911.448021|-452.4746139|1378.961008|-6.23496557|5.304461808|8.859498364|3944.638539|105.2894945|-205.7538638|0.015779688|-244.1511936|280.2639278|1.0|0.0|1.0|0.0|0.0|3.14|2.39|0.06|17.0|3.59|4.09|30.71|2.82|0.0|0.0|80.09|2.0|-3.4|21.0|3.0|-5.8|277.3|0.0|1.0|3.2|-3.97|0.11|0.000106|1.95e-06|-0.03639|4.5233|3.22|-918.9507745|-918.9304744|353.16|0.53298|0.55975|0.1067|-0.17381|-0.2102|0.020300099|1.32|5.8794
12v_a30|0|0|0.0|7.412764017000001|2|-0.029548782|2|0.04625323|-0.099831334|0.0|0.020607357|10.31162873|1|-0.173424818|-0.0493878409999999|0.83236194|-0.080971844|0|0.8501212029999999|-0.077138874|-0.0971402169999999|0.404950755|-52.18846092|10.70556236|82.09302037|0.1498787969999999|101.4008026|-44.46327619|7.242869835|0.0|-1.845664126|-35.30820865|62.89402328|0.478535287|3001.758432|-1248.687792|2483.120571|-17.2408622|8.114588039|15.56114504|6952.110426|131.2043645|-844.8022477|0.014801518|-414.1432908000001|685.6665849999999|1.0|0.0|1.0|0.0|1.0|4.62|0.0|0.14|17.0|5.11|3.92|81.65|3.79|2.0|0.0|137.3|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|0.0|3.59|-6.04|0.000123|9.14e-07|1.58e-08|-0.0563|3.5507|5.08|-2494.963646|-2494.92869|573.82|0.68405|0.68405|0.1601|-0.1505099999999999|-0.20681|0.03495552|22.0|7.6596
8_a27|1|0|0.0|6.605297921|0|-0.077396262|2|0.039673203|-0.14212377|1.21499748|0.093450172|10.93783465|1|-0.24946295|-0.106814855|0.8000360390000001|0.11158995|1|0.776384028|-0.078709803|-0.092265073|0.3608031339999999|-37.50265703|10.41179748|122.0597403|0.223615972|106.5457267|-20.94612822|4.960882344|61.18801154|-1.291711016|-17.86879446|47.91445451|0.479730655|2132.9321670000004|-615.4582227000001|989.0070768|-8.145716531|5.016799703|9.642697094|4522.989286999999|118.305988|-293.2457951|0.019394143|-239.8554499|326.3351007|0.0|0.0|0.0|0.0|1.0|2.79|2.28|0.06|21.0|2.98|2.48|76.46|2.19|0.0|0.0|87.68|2.0|-3.23|23.0|4.0|-6.73|303.32|0.0|1.0|2.38|-3.52|178.0|0.000299|5.2e-07|-0.05015|4.1276|3.96|-1004.515654|-1004.489001|374.88|0.64893|0.64893|0.2336|-0.16958|-0.21973|0.02665292|6.0|8.2218
8_a47|0|0|0.0|7.252053952000001|0|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.153669322|10.93671024|0|-0.177626636|-0.00158075|0.7847248109999999|-0.223459904|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|-44.09728708|5.043798869|90.32612351|0.150243126|87.2263982|-30.83488674|2.928269795|0.0|-1.646676195|-25.60148752|49.14108595|0.414302597|2621.772106|-956.0080185|2217.264922|-12.06582525|6.492934319|11.08581716|6219.278078|104.6752861|-555.0279614|0.012935553|-371.2177396|559.4973856|1.0|1.0|1.0|1.0|2.0|3.02|3.21|0.13|22.0|5.67|6.77|58.04|3.9|2.0|0.0|113.97|4.0|-6.59|29.0|4.0|-4.79|405.85|1.0|0.0|5.03|-6.19|0.000104|6.490000000000001e-07|5.62e-10|-0.05495|3.6696|4.91|-1686.068471|-1686.0356350000002|433.38|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|-0.2085199999999999|0.03283575|0.05|7.3
8d_a12|1|1|0.0|6.580639137|1|-0.048642535|2|0.038347953|0.0276482139999999|2.075171777|-0.065870394|10.94458983|1|0.0479437859999999|0.00930483|0.751098108|-0.080872311|1|0.858710112|-0.077834742|-0.103548595|0.266886187|-43.27410838|6.309558958999999|90.34024296|0.141289888|78.55353315|-32.00762818|3.507952014|0.0|-1.760326118|-24.05928792|49.58366734|0.465113852|2466.513191|-978.6959108|1288.818257|-12.09177064|6.93584319|12.96695233|5255.11762|92.36749461|-544.129679|0.012525773|-371.2392138|503.2240425|1.0|1.0|1.0|1.0|2.0|4.06|2.23|0.1|21.0|3.87|2.67|65.96|2.83|2.0|0.0|112.14|3.0|-4.58|27.0|4.0|-5.96|352.39|0.0|1.0|3.02|-4.61|0.0093|2.43e-05|4.23e-09|-0.05488|4.2383|3.53|-1138.296407|-1138.256361|433.32|0.6661|0.4997399999999999|0.0853|-0.15306|-0.20794|0.04004678|25.0|7.6021
1o_a5|1|0|0.0|6.605297921|0|0.033105871|2|0.025987654|-0.033273504|0.0|-0.102739602|10.94518594|1|-0.05876042|0.038275248|0.78144982|-0.016408975|0|0.88430372|-0.079346457|-0.072886362|0.447318682|-42.63505279|7.122612351|167.3051756|0.11569628|62.16682117|-21.04383087|3.827177229|1.01402588|-1.093295425|-22.90899675|49.75766514|0.470590799|2238.291862|-587.4579645|833.537568|-8.306775343|7.522366517000001|14.20898333|4572.818263|161.2447749|-315.657463|0.020380352|-214.8381946|393.5487205|1.0|1.0|1.0|1.0|1.0|2.81|2.2|0.0|23.0|4.48|4.07|78.25|1.23|0.0|0.0|95.2|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|0.0|2.95|-4.08|0.0269|8.340000000000001e-05|7.85e-09|-0.07037|4.5011|2.66|-1043.577386|-1043.536121|443.88|0.4988899999999999|0.5492100000000001|0.0071|-0.1693599999999999|-0.23973|0.04126499|35.0|7.4559
