molecula|NaaNH|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomRadius|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|E solv. Water  (Hartree)|pIC50
12e_a40|0|0.0|0.0|7.515889085|0|0.604990524|1.6315143930000002|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|-0.556620974|0.130516751|10.31197242|2|-0.014780739|0.103406816|0.172778196|-0.520457262|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|206.0119599|0.220121216|119.4966772|-0.048387621|-36.19867792|0.0|-1.596791495|-38.96782748|-26.26807189|79.97685498|0.491465612|-866.8463724999999|0.209181178|8.014314957|113.5576846|0.021118537|-315.75223450000004|1096.13776|348.3847394|11.46456937|0.0|2.0|3.27|20.0|-6.04|98.89|2.93|2.0|0.0|0.0|1.0|2.0|-6.53|378.23|0.0|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|0.0|9.14e-07|0.000346|-0.07296|4.3236|3.0253|-2248.244231|552.91|918.38|409.82|0.4494|286.76|0.70157|0.03272669|5.9318
12_a4|0|0.0|0.0|7.535296702|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|-0.113938738|-0.093414896|10.31168324|1|0.009024784|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|0.8157155359999999|-0.036425699|0.04172421|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-41.69390404|-44.33087544|15.80191019|0.194761903|115.5823166|-0.025916226|-26.30835499|7.519189887|-1.269895089|-24.74343259|-15.38009964|48.6306683|0.470780296|-753.6248824|0.282227427|6.223583758999999|167.4891205|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|0.0|3.41|21.0|-7.84|86.12|2.17|1.0|0.0|0.0|1.0|4.0|-4.18|404.48|0.0|0.0|1.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|2.72|0.0|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|3.8083|-1617.826064|640.67|1101.33|325.57|0.1194|255.16|0.68825|0.03555871|5032.0
12m_a36|1|3.40403699|0.0|7.412764017000001|2|1.297043522|0.0|0.013543656|-0.011502861|5.351858133|-0.133854569|-0.667165917|-0.025127218|10.95440733|1|-0.004569485|-0.052743904|-0.090926893|-0.52644768|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|42.78660249|0.288038572|193.174369|-0.04260035|-54.45666327|107.233999|-2.300418875|-45.120107|-28.57011677|82.51872026|0.465323422|-1542.786306|0.252881876|7.312794835|169.596372|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|3.0|4.83|17.0|-6.14|112.29|1.28|1.0|0.0|0.0|1.0|6.0|-4.1|424.46|0.0|0.0|0.0|1.26|-3.8|7.96e-05|0.0338|0.000159|2.11|0.0|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.8658|-1401.6158890000002|692.4|1177.15|320.72|0.4718|320.72|0.69382|0.03861003|7.5229
12u_a30|0|0.0|0.0|7.412764017000001|2|0.604983445|0.0|0.028039604|-0.006935447|5.351858133|-0.027452346|-0.367578706|0.028815747|10.31162873|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.467189145|0.8149999040000001|0.83236194|-0.055829439|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-51.83732031|-65.55148142|78.15130994|0.15055905|100.8445957|-0.03794847|-43.90644499|0.0|-1.859475018|-34.72068676|-25.41792137|62.26136323|0.443167712|-1245.478147|0.189537132|7.804487592999999|126.9521524|0.014495402|-415.8966522|1536.749179|685.6665849999999|9.709034401|0.0|1.0|4.63|17.0|-7.8|81.65|3.79|2.0|0.0|0.0|1.0|5.0|-6.58|467.37|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|3.5003|-2494.927579|705.15|1202.06|354.21|0.1502|354.21|0.6847|0.03472994|7.4647
17e_a50|0|0.0|0.0|7.934155233999999|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|-0.141076059|-0.086639125|10.94500663|2|0.012372059|-0.1949741189999999|-0.310566368|-0.229030473|0.7596299459999999|0.7409645029999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|1|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|48.62532158|-0.02665495|-35.33972521|86.98647608|-1.67926185|-22.43349867|-18.5444588|41.19554236|0.489797496|-1168.300905|0.196328886|8.52101688|136.5904997|0.010255676|-422.5418889|1453.705234|904.3172644|7.135108233|1.0|0.0|4.18|20.0|-7.33|51.77|2.91|2.0|0.0|0.0|1.0|6.0|-4.87|438.57|0.0|1.0|0.0|4.03|-5.18|1.34e-05|0.00589|6.58e-06|4.08|0.0|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|4.0298|-1375.268259|757.34|1312.91|307.67|0.1809|292.6|0.66478|0.02761851|6.8097
47c_a18|0|0.0|0.0|7.03438793|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|-0.537230966|-0.058748345|10.94702285|0|0.002674691|-0.212991596|-0.320309303|-0.455055055|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0.7601847759999999|0|0.8128616409999999|-0.0715759629999999|-0.094000037|0.246894346|0.015864085|-57.54296759|-75.57063623|67.68084951|0.1871383589999999|150.4485025|-0.0321917939999999|-60.75445536|103.416376|-2.350000928|-46.26124419|-25.88035487|70.29678191|0.489290189|-1889.265906|0.251001849|9.566965871|201.7910841|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|3.0|4.61|18.0|-9.18|97.76|2.41|3.0|2.0|1.0|1.0|12.0|-5.73|513.63|0.0|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|3.98|1.0|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|3.1096|-1664.721977|850.89|1505.09|398.71|0.5869|398.71|0.6983199999999999|0.03115159|8.5229
18b_a25|0|0.0|0.0|6.842683282|0|1.194228955|1.824998189|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|-0.189048258|0.014055398|10.31286058|1|0.00598031|-0.034703635|-0.061048368|-0.303383008|0.721100414|0.7723870909999999|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|1|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|-44.30110081|-55.18621997|80.36582704|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|0.0|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|-1158.910619|0.215220531|8.654596906|151.02439719999998|0.013724883|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|3.58|27.0|-9.84|111.51|2.2|2.0|1.0|0.0|1.0|6.0|-6.54|460.55|0.0|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|4.48|0.0|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|3.6826|-1767.494087|728.12|1284.89|336.67|0.2658|223.65|0.54166|0.03002332|7.2924
12bd_a36|1|3.497517322|0.0|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|-0.045630197|-0.4017244129999999|-0.030990165|10.94639828|1|0.0045625|-0.101854847|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.011529973|-0.047786573|0.833398429|0.857993338|0|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|83.92365468|0.167521907|110.578217|-0.035521445|-43.33557909|0.0|-1.989200921|-30.9716039|-23.44707102|58.63647911|0.475272043|-1313.035977|0.21755876|8.050812711|143.6066496|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|0.0|2.0|4.95|17.0|-7.34|69.2|2.45|1.0|0.0|0.0|1.0|5.0|-4.54|409.49|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3544.0|-1311.560669|706.26|1200.23|349.84|0.4467|319.66|0.7044100000000001|0.03110617|7.7696
27c_a34|0|0.0|0.0|7.412764017000001|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|-0.80008116|-0.028344637|10.95447877|1|-0.004694534|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|0.368934647|248.17931940000005|-0.042782312|-57.00328784|119.8660257|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|-1525.30349|0.261802571|8.808655321|176.1124482|0.022975949|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|2.0|3.55|23.0|-7.67|104.29|1.71|1.0|0.0|0.0|1.0|6.0|-4.75|427.46|0.0|0.0|1.0|2.83|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|2.9|0.0|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|3.9186|-1426.482676|709.72|1203.69|316.4|0.2385|289.89|0.70336|0.03913684|6.0969
15_a4|0|0.0|0.0|7.535296702|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|-0.077474847|-0.1979518539999999|10.94611612|1|0.00918585|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.036363636|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|12.70877085|0.132283624|63.43714456|-0.030724393|-16.95780525|86.01453643|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|-530.4242358|0.156108698|5.459799482|74.8625551|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|0.0|0.0|3.28|17.0|-6.09|30.71|3.05|0.0|0.0|0.0|1.0|2.0|-3.82|291.32|0.0|1.0|1.0|3.61|-4.28|0.000152|0.0443|5.19e-05|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|4.2148|-958.251931|512.65|848.47|294.16|0.1996|275.22|0.56413|0.018092091|6757.0
12a_a30|0|0.0|0.0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|-0.3557214489999999|0.009586623|10.31162903|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|85.47365107|0.163785284|101.5505506|-0.037665934|-37.34272719|0.0|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|-1144.332492|0.194809798|7.362386058999999|120.786445|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|0.0|1.0|4.65|17.0|-6.64|81.65|2.82|2.0|0.0|0.0|1.0|5.0|-5.28|398.48|0.0|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.4885|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|0.68599|0.03289568|7.9469
12f_a40|0|0.0|0.0|7.515889085|0|0.604990261|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|-0.235838511|0.108909202|10.31197207|2|0.006841832|-0.033224348|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|1|0.909993912|-0.067004323|-0.082198664|3.43e-05|0.021549915|-37.02024147|-45.41519509|62.72992556|0.090006088|49.72883796|-0.032879466|-25.09213464|61.55859085|-1.150781297|-20.45387851|-18.16607804|48.92668311|0.490421149|-635.8127312999999|0.268555948|8.404802652999999|148.3785764|0.0201199619999999|-255.7481174|869.2568204|384.1423925|11.1163852|0.0|0.0|3.24|20.0|-7.32|67.66|3.99|2.0|0.0|0.0|1.0|3.0|-6.58|376.26|0.0|0.0|1.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|5.4|0.0|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|2.8374|-2212.348599|572.63|951.55|436.97|0.4348|286.25|0.7029|0.01077929|6.4202
1a_a5|0|0.0|0.0|6.605297921|1|1.189701889|0.0|-0.271170445|-0.001785522|4.59511985|0.009305578|-0.078562954|-0.132197351|10.9502215|0|0.00549829|0.069867374|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|83.60943679|0.166361767|83.77332129999999|-0.027665419|-19.17495143|0.0|-1.134282187|-18.22870183|-13.93123008|40.24669785|0.455258786|-571.1804334|0.274345323|6.199179484|138.1496441|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|1.0|1.0|3.54|18.0|-7.15|37.81|2.09|0.0|0.0|0.0|1.0|3.0|-2.6|298.34|0.0|1.0|0.0|1.75|-3.44|0.00253|755.0|0.000365|2.17|0.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|4.6707|2.8332|-951.110826|531.02|882.1|437.61|0.2109|265.45|0.54123|0.028664612|6.9706
18a_a22|0|0.0|0.0|6.842683282|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|-0.19538364|-0.021976395|10.31286146|1|0.007079018|-0.0835538409999999|-0.147724859|-0.296897301|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|-34.36220678|-51.6464295|29.59800426|0.073464296|49.84469832|-0.029276847|-35.04152115|18.5219848|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|-1032.92859|0.289532802|7.037677899|196.4447473|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|3.49|27.0|-9.4|100.61|2.13|2.0|1.0|0.0|1.0|6.0|-5.59|436.53|0.0|0.0|1.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|3.78|0.0|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.4832|-1691.2957760000002|695.35|1211.84|355.95|0.3174|246.91|0.68577|0.01932946|7.8861
1a_a18 (SB-431542)|1|3.3674017380000003|0.0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|-0.766207981|-0.029658865|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|0.033020439|-74.98172333|-72.69619778|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472443977|-1235.8353619999998|0.2468003389999999|7.52384981|146.3942108|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|2.0|3.25|23.0|-7.69|103.12|1.54|1.0|0.0|0.0|1.0|4.0|-4.52|384.39|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|3295.0|-1292.553086|620.23|1048.7|376.27|0.5767|324.5|0.69868|0.03494548|6.9031
3_a20 (SB-525334)|1|3.502142227|-0.08980269|6.880384082000001|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|-0.274640708|-0.175513234|10.95053359|1|0.0033523629999999|-0.169090412|-0.277724429|-0.500412918|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|43.70154849|0.1243352319999999|70.23182172|-0.029269046|-29.26136697|0.0|-1.375645142|-19.50382741|-16.53287135|41.49386505|0.457398769|-777.0449536|0.215089498|5.943823875|121.495147|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|6.654190521|1.0|1.0|3.37|21.0|-8.39|67.35|1.69|1.0|0.0|0.0|1.0|3.0|-4.85|343.42|0.0|1.0|1.0|3.63|-4.73|1.42e-05|0.00489|1.88e-05|3.74|0.0|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.1728|-1086.56485|605.71|1030.31|390.77|367.0|248.86|0.70168|0.02096048|6.7905
13b_a5|1|2.948625157|0.0|7.153833802|1|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|-0.251535058|-0.104404004|10.94530329|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|0|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|14.41650822|0.168442764|108.9128108|-0.02636836|-31.23446039|46.77748445|-1.344786367|-29.05440446|-17.04942469|53.91565742|0.455921715|-869.5206594|0.345923611|8.427551282000001|223.6695238|0.021552174|-199.2474147|1329.387016|638.8437454|13.93534415|1.0|1.0|2.97|23.0|-8.36|74.77|1.96|1.0|0.0|0.0|1.0|5.0|-4.24|395.46|0.0|1.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.75e-05|3.01|0.0|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.1793|-1276.030896|672.43|1138.73|296.66|0.5528|265.31|0.57482|0.035153|6.9586
13_a1|1|3.409865599|0.0|7.423568444|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|-0.597786194|-0.0594321759999999|10.94989555|1|-0.005924486|-0.07665159|-0.120034915|-0.485427571|0.87703849|0.76714213|-0.051729721|-0.150485437|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|-64.94184903|-62.04288975|148.7311076|0.320539533|186.4137189|-0.040302516|-36.08180773|528.3795274|-1.813613202|-37.76773325|-23.43842502|84.56244352|0.477212829|-1054.729126|0.291737016|7.493979856|169.6632599|0.026679865|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|2.0|3.35|23.0|-7.94|80.26|1.74|1.0|0.0|0.0|1.0|4.0|-4.29|371.39|0.0|0.0|1.0|3.23|-4.34|5.16e-05|0.0192|4.58e-05|2.94|0.0|0.0|1.14e-08|4.24e-06|-0.04962|4.0783|3.4483|-1238.367298|613.52|1035.04|359.55|0.5339|304.01|0.69782|0.0284695999999999|6585.0
12l_a36|1|3.426092687|0.0|7.412764017000001|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|-0.4203659179999999|-0.05158636|10.95423322|1|0.001194592|-0.098598933|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|-70.17688229|39.27257375|0.15618077|101.6575135|-0.038052612|-45.67788557|1.281955437|-1.940683231|-33.88151556|-24.7683114|66.38812034|0.4619814279999999|-1263.1838810000002|0.262041641|7.471134223|170.5619816|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|0.0|2.0|4.78|17.0|-6.66|92.99|1.38|1.0|0.0|0.0|1.0|5.0|-4.57|406.44|0.0|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|2.95|0.0|0.0|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|3.8619|-1325.15957|686.83|1155.07|321.05|0.4524|321.05|0.6925|0.03508404|7699.0
1b_a5|1|2.881451247|0.0|6.605297921|0|1.4258024619999998|0.0|-0.250420203|-0.00279809|4.59511985|-0.061874543|-0.111923619|0.001241264|10.94890233|1|0.003708988|0.019611905|0.045204303|-0.231956531|0.567806811|0.759794937|0.122747292|-0.054153474|0.827319059|0.558485747|0|0.808828623|-0.07823203|-0.077221824|0.341795323|0.010803163|-39.38248661|-38.87394276|168.30518769999998|0.191171377|96.23685048|-0.031306145|-19.56938257|0.769931305|-1.158327367|-19.82538668|-15.75970652|44.82086533|0.474445758|-583.1091414|0.267518749|6.11909445|134.6705884|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|1.0|2.75|23.0|-8.3|54.46|2.29|0.0|0.0|0.0|1.0|3.0|-3.97|316.33|0.0|1.0|1.0|3.38|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|4.6481|-1050.506509|536.59|892.61|266.74|0.3101|258.89|0.43728|0.03246637|7.2291
22_a4|0|0.0|0.0|7.535296702|1|1.399866564|1.987636054|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|-0.257448045|-0.2078428719999999|10.94586213|1|0.004237768|0.021636871|0.034720243|-0.3877007|0.774689758|0.7797803109999999|0.086940934|-0.037423832|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|-45.61565825|-43.23011833|162.9809584|0.138796849|66.70156956|-0.036468635|-20.77508795|0.0|-1.349339509|-21.92150631|-17.52572365|50.75888571|0.4359219589999999|-648.451775|0.155532959|5.495481464|74.7444381|0.011296354|-331.080892|767.88287|338.71903330000004|5.428686137000001|0.0|1.0|3.3|17.0|-5.24|50.94|2.09|0.0|0.0|0.0|2.0|2.0|-3.77|289.33|0.0|1.0|1.0|2.81|-3.98|0.000172|0.0497|0.000104|3.03|0.0|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|4.0537|-934.240411|519.39|860.77|305.85|0.1675|277.43|0.65771|0.030263407|7.3279
9_a4|0|0.0|0.0|7.535296702|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|0.016639331|-0.064266379|-0.091393763|10.92992723|1|0.009731833|-0.0475186259999999|-0.076824065|-0.172904817|0.625717993|0.801082857|-0.151437311|-0.072130166|0.861113198|0.58669472|1|0.937102792|-0.052625548|-0.069566741|0.472497372|0.009037784|-28.63837014|-37.85762102|13.6577411|0.062897208|34.22811902|-0.025885299|-20.60179129|45.21212204|-1.113067849|-15.58475436|-14.08655666|33.55665428|0.43745176|-605.7219363|0.207109566|5.744374392999999|112.7072422|0.010768243|-318.7769026|763.9415367|489.7528555|5.859985199|1.0|0.0|3.18|21.0|-8.16|43.6|3.15|2.0|0.0|0.0|1.0|2.0|-4.76|360.84|0.0|1.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|4.14|0.0|0.0|6.9e-09|2.49e-06|-0.05256|4.7284|4.0137|-1489.533032|586.24|999.93|308.91|0.1217|262.21|0.6464|0.02116575|7.3188
4b_a49|0|0.0|0.0|7.535296702|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|-0.402986655|-0.033486358|10.92776533|1|0.002557204|-0.0563571629999999|-0.089371493|-0.390006034|0.720824193|0.798826417|0.005818676|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|41.97072627|0.241850733|148.84640819999998|-0.030696709|-34.19753462|64.87087098|-1.534835437|-34.74338731|-18.89220999|71.30114509|0.477868186|-944.6104994|0.354669161|7.588962922|218.2802175|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|3.37|21.0|-7.05|90.13|1.66|1.0|0.0|0.0|1.0|6.0|-3.81|400.43|0.0|0.0|1.0|2.8|-3.88|0.000155|62.0|0.000132|2.28|0.0|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.7413|-1333.026419|664.86|1121.45|331.39|0.2856|267.08|0.68242|0.03702033|7.1024
3_a27|0|0.0|0.0|6.605297921|0|1.402697639|3.127072625|0.124551908|-0.00648099|4.59511985|-0.096132106|-0.27868256|0.042659548|10.93782973|1|0.00955169|-0.1984716939999999|-0.341338963|-0.479874452|0.640545265|0.810053853|0.136381755|0.038685745|0.8759548629999999|0.610158103|1|0.862115922|-0.06145119|-0.086153958|0.397733752|0.019234305|-31.82136336|-44.61323499|10.71226495|0.137884078|71.40072181|-0.032307734|-23.10213938|57.97805043|-1.292309364|-16.47810502|-16.72996312|41.78149261|0.44566003|-669.1985248999999|0.266146248|6.457886343999999|137.8189165|0.018747239|-242.1936891|911.8963045|401.7540197|9.707911187|1.0|0.0|3.03|21.0|-5.89|65.6|2.18|0.0|0.0|0.0|2.0|3.0|-3.7|329.36|0.0|1.0|1.0|2.74|-3.99|0.0002|0.0658|0.000103|2.67|0.0|0.0|1.29e-06|0.000423|-0.05512|5.5045|3962.0|-1081.88481|547.92|931.06|312.93|0.2305|225.24|0.6734600000000001|0.02032437|8.3979
